,Text,Reference,Label,# of Characters,# of Words,# of Verbs,# of Noun,# of Sentence,Average # of Words per Sentence,Average # of Characters per Words,# of Question Marks,% of Subjective Verbs,% of Passive Voice,% of Positive Words,% of Negative Words,# of Unique Wrods/Terms,# of Misspelled Words,# of Causation Terms,% of generalizing terms,% of # and quantifiers,1st person pronouns,2nd and 3rd person pronouns,Exclusive term,# of exclamation marks,Lexical,Singular pronouns(1st person),Group ref pronouns(1st person),2nd 3rd pronouns,# of Characters- sub,# of Words- sub,# of Verbs- sub,# of Noun- sub,# of Sentence- sub,Average # of Words per Sentence- sub,Average # of Characters per Words- sub,# of Question Marks- sub,% of Subjective Verbs- sub,% of Passive Voice- sub,% of Positive Words- sub,% of Negative Words- sub,# of Unique Wrods/Terms- sub,# of Misspelled Words- sub,# of Causation Terms- sub,% of generalizing terms- sub,% of # and quantifiers- sub,1st person pronouns- sub,2nd and 3rd person pronouns- sub,Exclusive term- sub,# of exclamation marks- sub,Lexical- sub,Singular pronouns(1st person)- sub,Group ref pronouns(1st person)- sub,2nd 3rd pronouns- sub,# of Characters- avg sub,# of Words- avg sub,# of Verbs- avg sub,# of Noun- avg sub,# of Sentence- avg sub,Average # of Words per Sentence- avg sub,Average # of Characters per Words- avg sub,# of Question Marks- avg sub,% of Subjective Verbs- avg sub,% of Passive Voice- avg sub,% of Positive Words- avg sub,% of Negative Words- avg sub,# of Unique Wrods/Terms- avg sub,# of Misspelled Words- avg sub,# of Causation Terms- avg sub,% of generalizing terms- avg sub,% of # and quantifiers- avg sub,1st person pronouns- avg sub,2nd and 3rd person pronouns- avg sub,Exclusive term- avg sub,# of exclamation marks- avg sub,Lexical- avg sub,Singular pronouns(1st person)- avg sub,Group ref pronouns(1st person)- avg sub,2nd 3rd pronouns- avg sub
27,"A judge ended the last day of a nearly four-year trial by hinting that no matter which side wins in the fight over the expansion of private health care in British Columbia, the case will ultimately be decided by the Supreme Court of Canada.","Republican Sen. John Cornyn Wednesday blasted the socialist vision of Democratic presidential candidate Bernie Sanders and said it's critical Republicans keep control of the Senate to be a ""firewall"" against the Vermont senator's policies in case he's elected.",1.0,197.0,44.0,6.0,15.0,2.0,44.0,4.4772727272727275,0.0,16.666666666666664,0.0,2.272727272727273,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,-26.0,6.0,-1.0,-1.0,-1.0,25.0,-1.39,0.0,2.38,0.0,2.27,-5.26,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-18.78,-1.88,1.98,-4.23,0.36,-2.83,-0.24,-0.02,-0.72,0.0,0.84,-1.56,-2.14,-0.77,-0.04,0.07,0.33,0.01,0.1,-0.03,0.0,-2.14,0.02,-0.01,0.1
28,"Canadians may not be eligible to vote in the U.S. Democratic primaries, but that hasn’t stopped some from campaigning for Bernie Sanders — a candidate they believe is having an impact far beyond the United States.","President Donald Trump has repeatedly promised middle class Americans fresh tax cuts if he wins a second four-year term in office in November, a pledge that might clash with his efforts to reduce yawning federal deficits.",1.0,178.0,36.0,9.0,11.0,4.0,12.333333333333334,4.944444444444445,0.0,22.22222222222222,0.0,0.0,0.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,-8.0,0.0,2.0,-2.0,2.0,-23.67,-0.22,0.0,22.22,0.0,-8.33,-2.78,2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,2.0,0.0,0.0,-2.0,-18.18,-1.75,2.07,-4.23,0.4,-3.07,-0.24,-0.02,-0.21,0.0,0.75,-1.58,-1.88,-0.78,-0.04,0.1,0.3,0.01,0.08,-0.03,0.0,-1.88,0.02,-0.01,0.08
29,"If you get your Medicare coverage through an Advantage Plan and have discovered it doesn't suit you, you can switch your coverage during an enrollment period that closes at the end of March.","Former President Barack Obama is intentionally staying on the sidelines of the Democratic primary fight, though you may not know it from all of those campaign ads in which he is playing a starring role.",1.0,158.0,33.0,8.0,8.0,2.0,33.0,4.787878787878788,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,25.0,0.0,0.0,5.0,-10.0,-2.0,2.0,-1.0,0.0,-2.0,-0.01,0.0,-33.33,0.0,0.0,0.0,-4.0,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,-4.0,0.0,0.0,2.0,-18.27,-1.72,2.11,-4.33,0.37,-2.61,-0.25,-0.02,-0.48,0.0,0.66,-1.6,-1.94,-0.78,-0.04,0.09,0.28,0.01,0.22,-0.03,0.0,-1.94,0.02,-0.01,0.22
30,Part of investors' worries surround the uncertainty over the potential impact of a widespread Covid-19 outbreak in the United States. But that's not all that's worrying investors.,"The influential Culinary Union said on Wednesday it has been ""viciously attacked"" after it distributed a flier criticizing Vermont Sen. Bernie Sanders' ""Medicare for All"" plan.",1.0,153.0,27.0,3.0,9.0,3.0,13.5,5.666666666666667,0.0,0.0,0.0,0.0,11.11111111111111,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,2.0,1.0,-3.0,-2.0,0.0,0.5,-0.14,0.0,-16.67,0.0,-3.85,3.42,-4.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,-4.0,0.0,0.0,-2.0,-18.53,-1.9,2.0,-4.39,0.38,-2.81,-0.23,-0.02,-0.73,0.0,0.58,-1.26,-2.16,-0.78,-0.04,0.12,0.26,0.0,0.19,-0.03,0.0,-2.16,0.02,-0.01,0.19
31,Major victories from former Vice President Joe Biden during Super Tuesday sparked a massive rally within the health-care sector.,"Pete Buttigieg will begin airing a new television ad in South Carolina on Friday night that attacks Sen. Bernie Sanders by name over his ""Medicare for All"" health care plan.",1.0,110.0,19.0,1.0,9.0,2.0,19.0,5.7894736842105265,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,-34.0,-11.0,-3.0,-8.0,-1.0,4.0,0.99,0.0,0.0,0.0,0.0,-3.33,-11.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-11.0,0.0,0.0,-1.0,-20.11,-2.31,1.83,-4.45,0.35,-2.82,-0.2,-0.03,-0.96,0.0,0.5,-1.29,-2.39,-0.78,-0.04,0.11,0.25,0.0,0.16,-0.03,0.0,-2.39,0.02,-0.01,0.16
32,Elizabeth Warren dropped out after a tenacious year-plus-long campaign marked by detailed plans addressing crucial issues from health care to climate change and a deep grassroots operation that shunned wealthy donors.,"Sen. Bernie Sanders has pitched himself as the most ambitiously pro-labor candidate in the Democratic primary. He has also centered his campaign on the promise of passing and implementing a ""Medicare for All"" single-payer health insurance system.",1.0,187.0,31.0,5.0,11.0,2.0,31.0,6.032258064516129,0.0,0.0,0.0,6.451612903225806,6.451612903225806,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,-23.0,-6.0,0.0,-3.0,-2.0,18.67,0.36,0.0,0.0,0.0,1.05,6.45,-3.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-3.0,0.0,0.0,-1.0,-19.26,-2.33,1.79,-4.44,0.33,-2.47,-0.17,-0.03,-1.18,0.0,0.63,-1.12,-2.31,-0.78,-0.04,0.1,0.23,0.0,0.13,-0.03,0.0,-2.31,0.02,-0.01,0.13
33,"Joe Biden, Michael Bloomberg, Pete Buttigieg, Amy Klobuchar, Bernie Sanders and Elizabeth Warren will face off on host of issues during Wednesday's Democratic debate.",Bernie Sanders issued a warning on Thursday night in South Carolina: Don't believe everything you see on television.,1.0,143.0,24.0,2.0,16.0,2.0,24.0,5.958333333333333,0.0,0.0,0.0,0.0,4.166666666666666,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,44.0,6.0,-2.0,7.0,0.0,6.0,0.46,0.0,0.0,0.0,0.0,-1.39,8.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,8.0,0.0,0.0,-1.0,-19.76,-2.56,1.66,-4.29,0.31,-2.35,-0.15,-0.03,-1.39,0.0,0.55,-1.03,-2.38,-0.78,-0.04,0.09,0.21,0.0,0.11,-0.03,0.0,-2.38,0.02,-0.01,0.11
34,"The exits of Sen. Elizabeth Warren and Mike Bloomberg leave Joe Biden and Sen. Bernie Sanders to battle for the Democratic nomination, and the chance to unseat President Donald Trump.","Sen. Bernie Sanders on Tuesday night broke from Rep. Alexandria Ocasio-Cortez, who in a recent interview suggested that passing a watered down version of ""Medicare for All"" in a deeply divided Congress would still represent a major achievement for the Democra…",1.0,154.0,30.0,2.0,17.0,4.0,10.0,5.133333333333334,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,-66.0,-11.0,-4.0,1.0,1.0,-3.67,-0.23,0.0,0.0,0.0,-2.44,-2.44,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,0.0,0.0,-19.91,-2.6,1.54,-4.11,0.34,-2.63,-0.15,-0.03,-1.58,0.0,0.49,-1.06,-2.53,-0.79,-0.04,0.09,0.2,0.0,0.09,-0.03,0.0,-2.53,0.01,-0.01,0.09
35,"Bernie Sanders scored a commanding victory in Nevada's presidential caucuses, cementing his status as the Democrats' national front-runner.","I spent a good chunk of time doing the math to come up with a bottom-line figure for all of Bernie Sanders' proposals -- not just ""Medicare for All"" but the Green New Deal, free college, universal pre-K and child care, and so on. The total? An estimated $50 t…",1.0,122.0,18.0,2.0,8.0,2.0,18.0,6.777777777777778,0.0,0.0,0.0,5.555555555555555,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,1.0,-89.0,-32.0,-1.0,-8.0,0.0,1.33,2.56,-1.0,0.0,0.0,1.56,0.0,-22.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,-22.0,-1.0,0.0,1.0,-20.95,-2.97,1.43,-4.2,0.32,-2.68,-0.1,-0.03,-1.77,0.0,0.58,-1.09,-2.75,-0.79,-0.04,0.08,0.19,-0.0,0.09,-0.03,0.0,-2.75,0.01,-0.01,0.09
36,The argument is part of a long-running constitutional challenge launched by orthopedic surgeon Dr. Brian Day.,"Sen. Elizabeth Warren savaged Sen. Amy Klobuchar's health care plan during Wednesday night's Democratic presidential debate as ""like a Post-it Note"" amid a forceful confrontation over her primary rival's approach to the cornerstone campaign issue.",1.0,94.0,16.0,2.0,7.0,3.0,8.0,5.875,0.0,50.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,-119.0,-19.0,1.0,-12.0,-1.0,-3.67,-0.21,0.0,50.0,0.0,-5.71,-14.29,-15.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-15.0,0.0,0.0,-2.0,-22.68,-3.38,1.33,-4.31,0.33,-2.99,-0.08,-0.03,-0.59,0.0,0.51,-1.12,-3.02,-0.79,-0.04,0.07,0.17,-0.0,0.07,-0.03,0.0,-3.02,0.01,-0.01,0.07
37,"A Calgary woman with cerebral palsy is constantly replacing footwear because of her condition. After reaching out to a Canadian shoe company about her story, a new line was created for her and others with cerebral palsy.","The Culinary Union, Nevada's largest labor union and political organizing force, will not endorse a candidate ahead of the February 22 Democratic caucuses there, the union's leaders announced Thursday -- just days after it criticized Vermont Sen. Bernie Sande…",1.0,184.0,37.0,5.0,10.0,3.0,18.5,4.972972972972973,0.0,40.0,0.0,0.0,0.0,28.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,28.0,0.0,0.0,6.0,-38.0,-2.0,1.0,-8.0,1.0,-1.0,-0.72,0.0,40.0,0.0,-2.56,-2.56,-9.0,0.0,1.0,0.0,-1.0,0.0,5.0,0.0,0.0,-9.0,0.0,0.0,5.0,-21.96,-3.22,1.3,-4.33,0.33,-3.01,-0.09,-0.03,0.26,0.0,0.45,-1.15,-2.96,-0.79,-0.02,0.07,0.16,-0.0,0.21,-0.03,0.0,-2.96,0.01,-0.01,0.21
38,"Alberta plans to double the number of surgeries done in private clinics over the next three years as part of an effort to cut wait times, the government said Thursday in Budget 2020.","The latest in President Donald Trump's chaos: The New York Times reported Thursday that Trump edged out his acting Director of National Intelligence, Joseph Maguire, because Maguire briefed lawmakers on Capitol Hill about Russian meddling in the 2020 election…",1.0,150.0,33.0,5.0,11.0,2.0,33.0,4.545454545454546,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,-72.0,-6.0,1.0,-9.0,1.0,-6.0,-1.15,0.0,0.0,0.0,0.0,-2.56,-11.0,0.0,-1.0,0.0,1.0,0.0,-1.0,0.0,0.0,-11.0,0.0,0.0,-1.0,-22.14,-3.16,1.28,-4.33,0.32,-2.66,-0.1,-0.03,0.05,0.0,0.39,-1.17,-3.0,-0.79,-0.02,0.06,0.2,-0.0,0.18,-0.03,0.0,-3.0,0.01,-0.01,0.18
39,Many Alberta doctors have reacted with shock and outrage to the provincial government's decision to unilaterally imposes changes to how physicians are paid.,Former Vice President Joe Biden said Monday that Sen. Bernie Sanders' democratic socialist label would hurt Democrats' chances of winning control of the Senate in the general election if the Vermont independent is the party's presidential nominee.,1.0,134.0,23.0,4.0,9.0,2.0,23.0,5.826086956521739,0.0,25.0,0.0,0.0,8.695652173913043,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,-77.0,-14.0,-1.0,-9.0,-1.0,4.5,0.12,0.0,5.0,0.0,-2.7,5.99,-11.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-11.0,0.0,0.0,0.0,-22.72,-3.36,1.24,-4.38,0.3,-2.57,-0.09,-0.03,0.47,0.0,0.33,-0.98,-3.14,-0.79,-0.02,0.06,0.19,-0.0,0.16,-0.03,0.0,-3.14,0.01,-0.01,0.16
40,Edmonton city councillors are questioning the timing and length of a review the Alberta government is doing on legislation outlining the rules for candidates running in municipal elections.,"House Speaker Nancy Pelosi and Senate Minority Leader Chuck Schumer slammed President Donald Trump's budget proposal on Tuesday, with Schumer describing it as ""a blueprint for destroying America.""",1.0,162.0,28.0,6.0,12.0,2.0,28.0,5.785714285714286,0.0,33.33333333333333,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,-7.0,0.0,3.0,-6.0,0.0,13.5,-0.25,0.0,33.33,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-22.58,-3.42,1.25,-4.35,0.28,-2.37,-0.07,-0.03,1.07,0.0,0.28,-1.01,-3.16,-0.79,-0.02,0.05,0.18,-0.0,0.14,-0.03,0.0,-3.16,0.01,-0.01,0.14
41,"If a job is (or will be) part of your post-65 life, be sure you know the rules for putting off or dropping Medicare due to workplace coverage — and the deadlines you'll face when you go to pick it back up — so you don't have to pay late-enrollment penalties.","Six in 10 Democratic voters in New Hampshire prioritize a nominee who can beat President Donald Trump over a third who want someone that agrees with them on the issues, according to CNN's exit poll.",1.0,208.0,51.0,15.0,10.0,2.0,51.0,4.078431372549019,0.0,13.333333333333334,0.0,0.0,0.0,41.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,41.0,0.0,0.0,5.0,44.0,16.0,9.0,-3.0,0.0,16.0,-0.61,0.0,13.33,0.0,0.0,-2.86,12.0,0.0,1.0,0.0,-1.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,4.0,-21.36,-2.94,1.47,-4.37,0.26,-1.63,-0.1,-0.03,1.16,0.0,0.23,-1.04,-2.79,-0.79,0.0,0.05,0.16,-0.01,0.24,-0.03,0.0,-2.79,0.01,-0.01,0.24
42,The major Nevada union declined to make an endorsement after it criticized Bernie Sanders ahead of the state's presidential caucuses.,"We've reached the phase of the Democratic primary where the early states have had their say. (The last one, South Carolina, is on Saturday.) Now comes Super Tuesday, when large numbers of people all around the US will start casting their votes in the Democrat…",1.0,114.0,20.0,3.0,7.0,2.0,20.0,5.7,0.0,0.0,0.0,5.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,1.0,-102.0,-25.0,-6.0,-7.0,-1.0,4.67,0.9,0.0,-11.11,0.0,5.0,5.0,-16.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,-16.0,0.0,0.0,-1.0,-22.38,-3.2,1.4,-4.46,0.25,-1.64,-0.09,-0.03,0.95,0.0,0.3,-0.95,-2.92,-0.79,0.0,0.04,0.15,-0.01,0.24,-0.03,0.0,-2.92,0.01,-0.01,0.24
43,Roth IRAs let you invest post-tax money toward your retirement. But many investors are confused about how to use them. These are the rules to know so you can maximize your tax-free income when you're no longer working.,"Victor Joecks writes ahead of the Nevada Democratic debate: ""The best presidential primary debates have conflict and clash."" Viewers should expect to watch candidates spar over the issues like healthcare. Moreover, this might offer viewers a first chance to w…",1.0,181.0,38.0,11.0,7.0,4.0,12.666666666666666,4.7631578947368425,0.0,18.181818181818183,0.0,0.0,2.631578947368421,30.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,30.0,0.0,0.0,4.0,-40.0,-2.0,2.0,-7.0,1.0,-1.0,-0.76,0.0,18.18,0.0,-5.0,-4.87,-6.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,-6.0,0.0,0.0,4.0,-21.83,-3.04,1.51,-4.54,0.28,-1.82,-0.1,-0.04,1.15,0.0,0.25,-0.91,-2.83,-0.8,0.02,0.06,0.14,-0.01,0.31,-0.03,0.0,-2.83,0.01,-0.01,0.31
44,The cost of sending your child to daycare is like paying a second mortgage. The IRS may give you a credit to recoup some of that — if you're paying your caregiver on the books.,"The 2020 contenders meet on stage on Tuesday with one final chance to halt the momentum of Vermont Sen. Bernie Sanders, days before the South Carolina primary and exactly one week before voters go to the polls in Super Tuesday states.",1.0,142.0,35.0,9.0,8.0,3.0,17.5,4.057142857142857,0.0,11.11111111111111,0.0,2.857142857142857,0.0,23.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,23.0,0.0,0.0,3.0,-52.0,-6.0,6.0,-11.0,0.0,-3.0,-0.67,0.0,11.11,0.0,2.86,0.0,-5.0,0.0,0.0,1.0,-3.0,0.0,3.0,0.0,0.0,-5.0,0.0,0.0,3.0,-22.17,-2.95,1.58,-4.6,0.28,-1.89,-0.12,-0.04,1.19,0.0,0.27,-0.94,-2.89,-0.8,0.02,0.08,0.13,-0.01,0.36,-0.03,0.0,-2.89,0.01,-0.01,0.36
45,Former longtime CNBC correspondent and anchor Michelle Caruso-Cabrera is running for the House seat currently held by Democratic freshman firebrand Rep. Alexandria Ocasio-Cortez.,"The White House is preparing to present a budget that would not eliminate the federal deficit in the next 10 years, according to a summary of the plan reviewed by The Washington Post.",1.0,156.0,23.0,3.0,13.0,3.0,11.5,6.782608695652174,0.0,33.33333333333333,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,5.0,-10.0,-4.0,4.0,1.0,-21.5,2.21,0.0,19.05,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-22.19,-3.12,1.51,-4.55,0.29,-2.08,-0.09,-0.04,1.71,0.0,0.22,-0.97,-2.95,-0.8,0.02,0.07,0.12,-0.01,0.33,-0.03,0.0,-2.95,0.01,-0.01,0.33
46,"Several Democratic presidential candidates have proposed a financial transaction tax to rein in wealth inequality, but the cost could extend to the population it's meant to help: everyday Americans.","Michael Bloomberg's debut in the Las Vegas debate Wednesday night changed the way the Democrats have been interacting on stage. Consequently, none received an A, writes Todd Graham",1.0,170.0,29.0,8.0,8.0,2.0,29.0,5.862068965517241,0.0,0.0,0.0,0.0,3.4482758620689653,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,17.0,1.0,2.0,-7.0,0.0,15.0,0.4,0.0,-16.67,0.0,0.0,3.45,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-21.91,-3.16,1.56,-4.61,0.27,-1.89,-0.07,-0.04,1.5,0.0,0.18,-0.92,-2.99,-0.8,0.02,0.07,0.11,-0.01,0.31,-0.03,0.0,-2.99,0.01,-0.01,0.31
47,RenalytixAI has developed an artificial intelligence clinical diagnostic that rates a person's chances of getting kidney disease.,"Jessica Cisneros, a 26-year-old immigration attorney, is launching an all-out attack on Democratic Rep. Henry Cuellar just days before the Tuesday primary in Texas.",1.0,113.0,17.0,3.0,8.0,2.0,17.0,6.647058823529412,0.0,0.0,0.0,5.88235294117647,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,-28.0,-7.0,1.0,-4.0,-1.0,5.0,0.77,0.0,-50.0,0.0,5.88,-4.17,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.0,0.0,-22.83,-3.45,1.49,-4.66,0.26,-1.96,-0.04,-0.04,1.3,0.0,0.26,-0.94,-3.17,-0.8,0.02,0.06,0.11,-0.01,0.29,-0.03,0.0,-3.17,0.01,-0.01,0.29
48,We subscribe to products and services as a way to express ourselves. That can make it hard to give them up.,Edgar Garcia decided in 2016 to support Bernie Sanders. In the four years since -- as other candidates came along with similar plans and arguments about how they could beat Donald Trump -- he never wavered.,1.0,87.0,21.0,5.0,3.0,3.0,10.5,4.142857142857143,0.0,0.0,0.0,0.0,4.761904761904762,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,18.0,0.0,0.0,2.0,-84.0,-15.0,-1.0,-7.0,0.0,-7.5,-0.61,0.0,0.0,0.0,-2.78,4.76,-16.0,0.0,0.0,-1.0,-2.0,0.0,1.0,0.0,0.0,-16.0,0.0,0.0,1.0,-24.25,-3.65,1.47,-4.82,0.27,-2.16,-0.06,-0.04,1.11,0.0,0.21,-0.87,-3.32,-0.8,0.02,0.06,0.1,-0.01,0.31,-0.03,0.0,-3.32,0.01,-0.01,0.31
49,"Bernie Sanders would provide federally funded child care and pre-K for all, going further than his rivals in the 2020 Democratic presidential primary.","Long before the novel coronavirus made its surprise appearance, the nation's nursing homes were struggling to obey basic infection prevention protocols designed to halt the spread of viruses and bacteria they battle daily.",1.0,128.0,23.0,3.0,7.0,2.0,23.0,5.565217391304348,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,23.0,0.0,0.0,1.0,-62.0,-10.0,-3.0,-7.0,0.0,-10.0,-0.19,0.0,-16.67,0.0,0.0,-6.06,-5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,-24.79,-3.8,1.41,-4.88,0.25,-2.1,-0.06,-0.04,0.92,0.0,0.17,-0.9,-3.37,-0.8,0.02,0.05,0.11,-0.01,0.31,-0.03,0.0,-3.37,0.01,-0.01,0.31
50,"The recently passed Secure Act, as well as updated life expectancy tables proposed by the IRS, would change how you calculate those pesky RMDs.","It might sound odd to support a libertarian like Paul and then go for Bernie just a decade later, but it's much easier than it seems, writes Edwin Lyngar",1.0,120.0,24.0,5.0,7.0,2.0,24.0,5.0,0.0,0.0,0.0,4.166666666666666,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,1.0,-5.0,-5.0,-2.0,2.0,1.0,-5.0,0.69,0.0,0.0,0.0,-6.18,-3.45,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,-25.46,-3.92,1.4,-4.95,0.24,-2.03,-0.06,-0.04,0.74,0.0,0.22,-0.92,-3.43,-0.8,0.02,0.05,0.1,-0.01,0.31,-0.03,0.0,-3.43,0.01,-0.01,0.31
51,Signing the divorce decree isn't enough to get your ex out of your life. Here's why your finances may feel the pain long after your spouse has packed up and left.,The public charge rule change which took effect Monday to block poor or disabled immigrants from seeking better lives in the United States is quintessentially Trumpian -- and quintessentially un-American.,1.0,132.0,31.0,9.0,6.0,3.0,15.5,4.258064516129032,0.0,0.0,0.0,3.225806451612903,3.225806451612903,25.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,25.0,0.0,0.0,4.0,-43.0,1.0,5.0,-3.0,1.0,-14.5,-1.58,0.0,-25.0,0.0,-0.11,-3.44,-3.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,-3.0,0.0,0.0,4.0,-25.88,-3.9,1.46,-5.03,0.25,-2.12,-0.08,-0.04,0.57,0.0,0.24,-0.88,-3.43,-0.78,0.01,0.05,0.09,-0.01,0.37,-0.03,0.0,-3.43,0.0,-0.01,0.37
52,"Already, about 75,000 votes have been cast, according to state party officials. Observers are following the caucus closely to gauge who still has a path to win.",Here's what else you need to know to Get Up to Speed and Out the Door.,1.0,134.0,27.0,9.0,7.0,3.0,13.5,4.962962962962963,0.0,22.22222222222222,0.0,3.7037037037037033,0.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,79.0,11.0,5.0,3.0,1.0,-2.5,1.53,0.0,22.22,0.0,3.7,0.0,11.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,11.0,0.0,0.0,-1.0,-26.24,-3.96,1.51,-5.09,0.25,-2.24,-0.08,-0.04,0.82,0.0,0.27,-0.91,-3.46,-0.78,0.01,0.04,0.1,-0.01,0.35,-0.03,0.0,-3.46,0.0,-0.01,0.35
53,"Former Secretary of State and 2016 Democratic presidential candidate Hillary Clinton claims her former rival (and current presidential hopeful) Bernie Sanders didn't have a real job until he was 41. But according to Sanders' resume from the 1980s, he had seve…",Here's what else you need to know to Get Up to Speed and Out the Door.,1.0,220.0,41.0,6.0,14.0,2.0,20.5,5.365853658536586,0.0,16.666666666666664,0.0,2.4390243902439024,2.4390243902439024,37.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,37.0,0.0,0.0,4.0,165.0,25.0,2.0,10.0,0.0,4.5,1.93,0.0,16.67,0.0,2.44,2.44,24.0,0.0,0.0,0.0,3.0,0.0,3.0,-1.0,0.0,24.0,0.0,0.0,3.0,-25.0,-3.76,1.51,-5.02,0.24,-2.24,-0.08,-0.04,0.96,0.0,0.27,-0.89,-3.24,-0.78,0.01,0.04,0.15,-0.01,0.4,-0.03,0.0,-3.24,0.0,-0.01,0.4
