,Text,Reference,Label,# of Characters,# of Words,# of Verbs,# of Noun,# of Sentence,Average # of Words per Sentence,Average # of Characters per Words,# of Question Marks,% of Subjective Verbs,% of Passive Voice,% of Positive Words,% of Negative Words,# of Unique Wrods/Terms,# of Misspelled Words,# of Causation Terms,% of generalizing terms,% of # and quantifiers,1st person pronouns,2nd and 3rd person pronouns,Exclusive term,# of exclamation marks,Lexical,Singular pronouns(1st person),Group ref pronouns(1st person),2nd 3rd pronouns,# of Characters- sub,# of Words- sub,# of Verbs- sub,# of Noun- sub,# of Sentence- sub,Average # of Words per Sentence- sub,Average # of Characters per Words- sub,# of Question Marks- sub,% of Subjective Verbs- sub,% of Passive Voice- sub,% of Positive Words- sub,% of Negative Words- sub,# of Unique Wrods/Terms- sub,# of Misspelled Words- sub,# of Causation Terms- sub,% of generalizing terms- sub,% of # and quantifiers- sub,1st person pronouns- sub,2nd and 3rd person pronouns- sub,Exclusive term- sub,# of exclamation marks- sub,Lexical- sub,Singular pronouns(1st person)- sub,Group ref pronouns(1st person)- sub,2nd 3rd pronouns- sub,# of Characters- avg sub,# of Words- avg sub,# of Verbs- avg sub,# of Noun- avg sub,# of Sentence- avg sub,Average # of Words per Sentence- avg sub,Average # of Characters per Words- avg sub,# of Question Marks- avg sub,% of Subjective Verbs- avg sub,% of Passive Voice- avg sub,% of Positive Words- avg sub,% of Negative Words- avg sub,# of Unique Wrods/Terms- avg sub,# of Misspelled Words- avg sub,# of Causation Terms- avg sub,% of generalizing terms- avg sub,% of # and quantifiers- avg sub,1st person pronouns- avg sub,2nd and 3rd person pronouns- avg sub,Exclusive term- avg sub,# of exclamation marks- avg sub,Lexical- avg sub,Singular pronouns(1st person)- avg sub,Group ref pronouns(1st person)- avg sub,2nd 3rd pronouns- avg sub
26,"The Hubei Provincial Health Committee said that 871 people have died in the province and a total of 29,631 cases have been confirmed thus far.","Covid-19 will become a pandemic. We don't yet know how severe it will be, nor do we know if the virus will spread to all continents, but it's already spreading widely in China, South Korea, Italy, Iran and elsewhere -- and thousands of undetected and infectio…",1.0,118.0,25.0,6.0,8.0,2.0,25.0,4.72,0.0,16.666666666666664,0.0,0.0,4.0,23.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,-97.0,-21.0,-6.0,-2.0,0.0,2.0,0.05,0.0,16.67,0.0,0.0,-0.35,-15.0,0.0,0.0,-1.0,2.0,-1.0,-1.0,0.0,0.0,-15.0,0.0,-1.0,-1.0,-28.19,-6.0,-1.07,-1.3,0.33,-5.33,0.13,-0.02,2.91,0.0,-0.57,-0.36,-3.67,-0.02,-0.01,0.1,-0.04,0.09,-0.18,0.01,0.0,-3.67,-0.02,0.09,-0.18
27,"It appears infections among medical workers peaked in mid-January and has ""rapidly"" decreased since, according to the World Health Organization.","While the CDC has screened more than 30,000 passengers in the past month, not a single US coronavirus case has been caught by airport temperature checks, according to a CNN investigation.",1.0,125.0,20.0,5.0,5.0,2.0,20.0,6.25,0.0,0.0,0.0,0.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,-32.0,-11.0,-1.0,-6.0,0.0,-11.0,1.19,0.0,-16.67,0.0,0.0,5.0,-5.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,-28.88,-6.26,-1.07,-1.49,0.32,-5.4,0.16,-0.02,2.3,0.0,-0.62,-0.3,-3.79,-0.02,-0.01,0.1,-0.06,0.08,-0.19,0.01,0.0,-3.79,-0.02,0.08,-0.19
28,"""This kind of confusion breeds distrust. You should stick to a standard even if you have caveats,"" global health economist at the Harvard Chan School of Public Health Dr. Eric Feigl-Ding said.","Veterans Affairs Secretary Robert Wilkie confirmed during his testimony on Capitol Hill Wednesday that one veteran is being treated for the coronavirus at a VA facility in Palo Alto, California, and said the agency has a section of the campus set up to receiv…",1.0,161.0,32.0,5.0,14.0,4.0,10.666666666666666,5.03125,0.0,0.0,0.0,0.0,6.25,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,0.0,0.0,1.0,-56.0,-12.0,-3.0,-5.0,3.0,-33.33,0.1,0.0,-12.5,0.0,0.0,6.25,-9.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,0.0,-28.28,-6.08,-1.07,-1.36,0.38,-5.79,0.15,-0.02,1.74,0.0,-0.67,-0.21,-3.56,-0.02,-0.01,0.09,-0.07,0.07,-0.16,0.01,0.0,-3.56,-0.02,0.07,-0.16
29,"One trial combines HIV drugs Lopinavir and Ritonavir, while the other is testing U.S.-based biotech Gilead Sciences' antiviral Remdesivir.","President Donald Trump made 115 false claims over the last two weeks of February, during which he faced a growing crisis over the coronavirus pandemic, visited India, held four campaign rallies and addressed the Conservative Political Action Conference.",1.0,120.0,19.0,2.0,10.0,4.0,7.0,6.315789473684211,0.0,50.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,-96.0,-19.0,-4.0,-5.0,2.0,-31.0,0.63,0.0,50.0,0.0,0.0,-5.26,-14.0,0.0,0.0,0.0,-2.0,0.0,-1.0,0.0,0.0,-14.0,0.0,0.0,-1.0,-29.09,-6.36,-1.17,-1.37,0.43,-6.27,0.18,-0.02,2.87,0.0,-0.71,-0.33,-3.71,-0.02,-0.01,0.09,-0.04,0.07,-0.17,0.01,0.0,-3.71,-0.02,0.07,-0.17
30,"At DuPont's largest manufacturing facility in Richmond, Virginia, CNBC got an inside look at how the company is making changes to its operations to accommodate the rise in demand for protective suits.","The deadly outbreak of a novel coronavirus has raised concern worldwide but it has not developed yet into a full-blown pandemic, according to the World Health Organization. Here's why.",1.0,169.0,32.0,4.0,13.0,2.0,32.0,5.28125,0.0,25.0,0.0,3.125,0.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,0.0,1.0,13.0,3.0,-2.0,5.0,-1.0,17.5,-0.1,0.0,25.0,0.0,3.12,-13.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-28.27,-6.19,-1.19,-1.28,0.42,-5.91,0.18,-0.02,3.13,0.0,-0.65,-0.45,-3.63,-0.02,-0.01,0.08,-0.06,0.06,-0.14,0.01,0.0,-3.63,-0.02,0.06,-0.14
31,"In 2016, Dr. Peter Hotez and his team of scientists had helped develop a vaccine to protect against a deadly strain of coronavirus, but were unable to receive funding to continue research, NBC News reports.","The first US study of a drug to treat the novel coronavirus is underway, the National Institutes of Health said Tuesday, as a  federal health officials warned that the virus will eventually begin spreading in US communities.",1.0,172.0,35.0,7.0,13.0,3.0,17.5,4.914285714285715,0.0,14.285714285714285,0.0,5.714285714285714,8.571428571428571,28.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,28.0,0.0,0.0,1.0,-15.0,-2.0,0.0,0.0,1.0,-19.5,-0.14,0.0,0.0,0.0,5.71,3.17,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,-27.4,-5.94,-1.12,-1.19,0.44,-6.03,0.16,-0.02,3.03,0.0,-0.52,-0.28,-3.49,-0.02,-0.01,0.08,-0.03,0.05,-0.12,0.01,0.0,-3.49,-0.02,0.05,-0.12
32,"WHO will likely deem the COVID-19 coronavirus a global pandemic once sustained person-to-person spread takes hold outside China, a CDC official says.",Jerome Adams writes that Americans should take comfort in knowing that we have the best team in the world to protect them from coronavirus,1.0,128.0,22.0,5.0,7.0,2.0,22.0,5.818181818181818,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,13.0,-2.0,-1.0,0.0,1.0,-2.0,1.03,0.0,0.0,0.0,-12.5,0.0,2.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,2.0,0.0,-1.0,-1.0,-27.92,-6.1,-1.12,-1.3,0.42,-6.01,0.18,-0.02,2.51,0.0,-0.56,-0.39,-3.6,-0.02,-0.01,0.08,-0.04,0.05,-0.13,0.01,0.0,-3.6,-0.02,0.05,-0.13
33,"As the number of coronavirus cases around the world continues to climb, the World Health Organization is warning of a potential shortage of personal protective equipment, and manufacturers such as Medicom are ramping up production globally in response.","President Donald Trump brought to his office voluble disdain for his White House predecessors, Congress, the Federal Reserve and the executive branch itself.",1.0,215.0,38.0,6.0,13.0,2.0,38.0,5.657894736842105,0.0,33.33333333333333,0.0,2.631578947368421,5.263157894736842,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,80.0,15.0,5.0,-1.0,0.0,15.0,-0.21,0.0,33.33,0.0,2.63,0.92,13.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,13.0,0.0,0.0,-2.0,-25.85,-5.78,-1.09,-1.22,0.41,-5.52,0.18,-0.02,3.0,0.0,-0.53,-0.34,-3.35,-0.02,-0.02,0.07,-0.05,0.04,-0.14,0.01,0.0,-3.35,-0.02,0.04,-0.14
34,"As companies like Facebook cancel events, candidates may soon need to consider new ways of reaching their base, like streaming video.","The number of deaths from the Wuhan coronavirus had risen to over 1,000 by Tuesday morning, as experts from the World Health Organization (WHO) arrived in China to assist with controlling the epidemic.",1.0,113.0,21.0,5.0,8.0,2.0,21.0,5.380952380952381,0.0,0.0,0.0,9.523809523809524,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,1.0,-56.0,-12.0,0.0,-5.0,0.0,-12.0,0.26,0.0,0.0,0.0,9.52,-3.03,-7.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,-7.0,0.0,0.0,1.0,-26.81,-5.97,-1.09,-1.29,0.4,-5.54,0.18,-0.02,2.51,0.0,-0.3,-0.44,-3.48,-0.02,-0.02,0.07,-0.06,0.04,-0.11,0.01,0.0,-3.48,-0.02,0.04,-0.11
35,"The coronavirus threat might be our government's last chance to prove it's something other than the scene of a partisan mud wrestling match. So far, it's not looking so good, writes Jake Novak.",Millions of people across China are heading back to work after the Lunar New Year break turned into an extended quarantine due to the Wuhan coronavirus.,1.0,161.0,33.0,7.0,11.0,3.0,16.5,4.878787878787879,0.0,14.285714285714285,0.0,3.0303030303030303,6.0606060606060606,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,1.0,0.0,34.0,7.0,4.0,0.0,1.0,-9.5,-0.01,0.0,-19.05,0.0,-0.82,2.21,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,-26.39,-5.81,-1.03,-1.27,0.42,-5.68,0.17,-0.02,2.44,0.0,-0.26,-0.37,-3.28,-0.02,0.01,0.07,-0.07,0.03,-0.12,0.01,0.0,-3.28,-0.02,0.06,-0.12
36,"The president's comments came as he and his administration have worked to ease the growing fears, from markets and governments alike, that a pandemic is on the way.","Stock markets are tumbling (it was the largest single point drop in history Thursday), there's a mysterious new case in California and the world map is lighting up with countries affected by the coronavirus outbreak. The White House responded by telling publi…",1.0,137.0,28.0,6.0,8.0,2.0,28.0,4.892857142857143,0.0,16.666666666666664,0.0,7.142857142857142,3.571428571428571,24.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,24.0,0.0,0.0,2.0,-82.0,-14.0,-3.0,-8.0,0.0,7.0,-0.32,0.0,-16.67,0.0,7.14,-1.19,-11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-11.0,0.0,0.0,2.0,-26.64,-5.79,-1.0,-1.33,0.41,-5.51,0.15,-0.02,2.44,0.0,-0.12,-0.36,-3.27,-0.02,0.01,0.06,-0.08,0.03,-0.08,0.0,0.0,-3.27,-0.02,0.06,-0.08
37,"The crisis is throwing together the pharmaceutical industry and President Trump as somewhat unlikely bedfellows: The pharma industry is seeking to prove its value, while Trump is hoping it will help stop the damage.",As new cases of coronavirus arise daily in the United States -- including several announced over the weekend and one death --  the US Centers for Disease Control and Prevention has failed to release crucial information physicians say could help save the lives…,1.0,182.0,34.0,10.0,10.0,2.0,34.0,5.352941176470588,0.0,30.0,0.0,0.0,8.823529411764707,23.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,23.0,0.0,0.0,2.0,-35.0,-9.0,1.0,-4.0,1.0,-9.0,0.31,0.0,30.0,0.0,0.0,4.17,-13.0,0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,-13.0,0.0,0.0,2.0,-25.69,-5.62,-0.87,-1.34,0.39,-5.19,0.15,-0.02,2.8,0.0,-0.17,-0.22,-3.3,-0.02,0.01,0.06,-0.09,0.02,-0.03,0.0,0.0,-3.3,-0.02,0.05,-0.03
38,Democratic presidential candidates at Tuesday's debate took aim at the Trump administration's response to the coronavirus outbreak.,"Vanessa Kerry writes that the story of Osmel Martinez Azcue, a man charged over $3,000 for taking responsible action and visiting a hospital to be screened for the novel coronavirus after he returned from China with flu-like symptoms, proves that if we are go…",1.0,115.0,17.0,1.0,9.0,2.0,17.0,6.764705882352941,0.0,0.0,0.0,0.0,5.88235294117647,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,-102.0,-27.0,-8.0,-4.0,1.0,-27.0,1.83,0.0,-22.22,0.0,-2.27,3.61,-23.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-23.0,0.0,-1.0,-1.0,-26.5,-5.89,-0.97,-1.37,0.38,-5.32,0.19,-0.02,2.36,0.0,-0.22,-0.17,-3.57,-0.02,0.01,0.06,-0.1,0.02,-0.04,0.0,0.0,-3.57,-0.02,0.05,-0.04
39,"""Donald Trump is president of the United States. He is not president of the world.""","A recent scientific article suggested that the novel coronavirus responsible for the Covid-19 epidemic has mutated into a more ""aggressive"" form. Is this something we need to worry about? No, and here's why.",1.0,69.0,15.0,2.0,7.0,3.0,5.333333333333333,4.6,0.0,100.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,-106.0,-18.0,-5.0,1.0,0.0,-5.67,-0.7,-1.0,100.0,0.0,0.0,-9.09,-24.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-24.0,0.0,-1.0,0.0,-28.43,-6.2,-1.05,-1.45,0.4,-5.73,0.17,-0.02,4.45,0.0,-0.26,-0.26,-3.99,-0.02,0.01,0.06,-0.1,0.02,-0.05,0.0,0.0,-3.99,-0.02,0.04,-0.05
40,Facts and the science don't matter to the left. They need catastrophe for their twin obsessions - growing the government and hating Trump.,"In a striking contradiction to White House assertions that the coronavirus is under control, the Pentagon's chief of personnel is sharply warning that the virus poses an increased ""threat"" in areas where US troops and defense personnel are located around the …",1.0,116.0,23.0,5.0,8.0,3.0,11.5,5.043478260869565,0.0,0.0,0.0,4.3478260869565215,8.695652173913043,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,18.0,0.0,0.0,2.0,-103.0,-19.0,-2.0,-9.0,2.0,-30.5,-0.17,0.0,-42.86,0.0,1.97,-3.21,-14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-14.0,0.0,0.0,2.0,-29.12,-6.3,-1.05,-1.5,0.41,-5.98,0.16,-0.02,3.99,0.0,-0.2,-0.13,-4.11,-0.02,0.0,0.05,-0.11,0.01,-0.01,0.0,0.0,-4.11,-0.02,0.04,-0.01
41,A key issue before the American people is our top priorities if this virus gains a “foothold” in the U.S.,Governments around the world are adopting a variety of different  measures to try and contain the spread of the novel coronavirus.,1.0,86.0,20.0,1.0,9.0,3.0,10.5,4.3,0.0,100.0,0.0,10.0,10.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,-23.0,-1.0,-3.0,3.0,1.0,-10.5,-0.89,0.0,75.0,0.0,5.24,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-30.48,-6.46,-1.14,-1.53,0.43,-6.23,0.13,-0.02,5.94,0.0,-0.0,0.02,-4.23,-0.02,0.0,0.05,-0.12,0.01,-0.02,0.0,0.0,-4.23,-0.02,0.06,-0.02
42,"""Disease X"" was coined by WHO as a placeholder on a list of illnesses that have potential to reach international epidemic levels.",Dr. Abdul El-Sayed - formerly the health commissioner of Detroit - outlines the particular challenges faced by ravaged local public health entities as they seek to fight the spread of coronavirus.,1.0,108.0,22.0,4.0,7.0,2.0,22.0,4.909090909090909,0.0,25.0,0.0,0.0,4.545454545454546,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,-58.0,-9.0,0.0,-4.0,-1.0,6.5,-0.45,0.0,25.0,0.0,0.0,4.55,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,-31.28,-6.57,-1.16,-1.6,0.42,-6.21,0.12,-0.02,6.06,0.0,-0.05,0.03,-4.3,-0.02,0.0,0.05,-0.12,0.01,-0.03,0.0,0.0,-4.3,-0.02,0.05,-0.03
43,"The coronavirus is believed to be the theoretical ""Disease X"" that officials have warned could spark a pandemic, according to a health expert at the World Health Organization, so what is Disease X?","Colleges and universities across the US are bracing for a possible pandemic while weighing potential campus closures, program cancellations and dips in enrollment.",1.0,165.0,33.0,9.0,12.0,1.0,33.0,5.0,1.0,33.33333333333333,0.0,0.0,3.0303030303030303,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,24.0,10.0,6.0,2.0,-1.0,10.0,-1.13,1.0,0.0,0.0,0.0,3.03,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-30.74,-6.43,-1.07,-1.55,0.39,-5.94,0.12,0.0,6.35,0.0,-0.1,0.01,-4.25,-0.02,0.02,0.05,-0.13,0.0,-0.04,0.0,0.0,-4.25,-0.02,0.05,-0.04
44,"Democratic presidential candidate Tom Steyer said Thursday that the Trump administration's response to the coronavirus outbreak will be a political disaster, similar to Hurricane Katrina's political damange to former President George W. Bush.","As health officials in a growing number of countries fight to slow the spread of the novel coronavirus, they're also working to stem a secondary issue that the World Health Organization is calling an ""infodemic.""",1.0,210.0,33.0,3.0,17.0,3.0,16.5,6.363636363636363,0.0,33.33333333333333,0.0,0.0,6.0606060606060606,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,32.0,-2.0,-5.0,7.0,1.0,-1.5,1.28,0.0,20.83,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.22,-6.29,-1.11,-1.4,0.4,-6.05,0.14,0.0,6.64,0.0,-0.14,0.06,-4.18,-0.02,0.02,0.04,-0.13,0.0,-0.04,0.0,0.0,-4.18,-0.02,0.04,-0.04
0,Elements of the response outlined by Trump mirror things he specifically criticized President Barack Obama for during the ebola outbreak in 2014. Yahoo News asked Trump about this contradiction and he argued the coronavirus epidemic is “a much different probl…,"White House officials have privately weighed appointing a czar to oversee the administration's response to the growing novel coronavirus outbreak, despite public denials by members of the administration, sources inside the administration and advisers close to…",0.0,221.0,40.0,5.0,15.0,2.0,20.0,5.525,0.0,20.0,0.0,0.0,10.0,33.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,33.0,0.0,0.0,2.0,-4.0,4.0,0.0,0.0,1.0,-16.0,-0.72,0.0,20.0,0.0,0.0,7.22,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,48.44,6.78,-1.0,3.4,0.0,-7.26,0.3,-0.02,5.82,0.0,-2.03,6.15,5.89,-0.02,-0.04,-0.04,0.62,-0.13,1.6,-0.02,0.0,5.89,-0.02,-0.13,1.6
1,"Kentaro Iwata said he had safely weathered the Ebola, SARS, and cholera crises, but was terrified of catching COVID-19 on the quarantined cruise ship.","Most of the Americans who were being monitored at the University of Nebraska Medical Center for coronavirus after evacuating a cruise ship in Japan tested positive for the virus, the hospital says.",0.0,127.0,24.0,6.0,9.0,2.0,24.0,5.291666666666667,0.0,16.666666666666664,0.0,4.166666666666666,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,1.0,-39.0,-8.0,0.0,-2.0,0.0,-8.0,0.1,0.0,0.0,0.0,1.04,-3.12,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,1.44,-1.22,-0.5,0.4,0.0,-5.26,0.19,-0.02,4.15,0.0,0.06,1.15,0.39,-0.02,-0.04,-0.04,0.12,-0.13,1.1,-0.02,0.0,0.39,-0.02,-0.13,1.1
2,"As coronavirus continues to spread to countries across the globe, health organisations are urging governments to prepare for the worst.Currently, there are 81,191 confirmed cases of coronavirus and 2,768 people have died from the respiratory virus.","Although physicians still have no vaccine or cure for the novel coronavirus, health officials and pharmaceutical companies around the world are working hard to develop them.",0.0,213.0,36.0,8.0,11.0,3.0,18.5,5.916666666666667,0.0,25.0,0.0,0.0,5.555555555555555,26.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,65.0,10.0,4.0,3.0,1.0,-7.5,0.22,0.0,0.0,0.0,-3.85,1.71,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.44,0.11,0.33,0.07,0.33,-6.42,0.35,-0.02,6.38,0.0,-0.64,1.33,-0.11,-0.02,-0.04,-0.04,0.62,-0.13,0.6,-0.02,0.0,-0.11,-0.02,-0.13,0.6
3,President Donald Trump fired back at Democrats on the debate stage on Twitter during an exchange on the administration's response to the coronavirus.,"It has been more than a month since the World Health Organization declared the novel coronavirus a public health emergency of international concern. Since the outbreak began, there have been more than 90,000 cases of the virus worldwide and more than 3,100 de…",0.0,127.0,23.0,1.0,11.0,2.0,23.0,5.521739130434782,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,-91.0,-20.0,-5.0,-2.0,0.0,1.5,0.45,0.0,-33.33,0.0,0.0,-9.3,-10.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,-0.56,-2.47,-1.0,-0.1,0.25,-5.88,0.34,-0.02,1.24,0.0,-0.98,0.04,-2.61,-0.02,-0.04,-0.04,0.37,-0.13,0.35,-0.02,0.0,-2.61,-0.02,-0.13,0.35
4,"President Trump has announced a news conference on the coronavirus crisis, but only after placing blame on the media, swiping Democrats, and spelling the very thing he's talking about wrong.Trump in a tweet Wednesday accused the media, particularly CNN and MS…","Laurie Garrett, an expert on pandemics and author of ""Ebola: Story of an Outbreak,"" spoke to CNN's Bianca Nobilo about what she thinks is behind the spike in novel coronavirus cases in China.",0.0,220.0,41.0,8.0,16.0,2.0,21.0,5.365853658536586,0.0,0.0,0.0,0.0,4.878048780487805,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,61.0,8.0,5.0,1.0,0.0,-12.0,0.55,0.0,-33.33,0.0,0.0,4.88,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,-1.0,9.04,-0.42,-0.4,0.8,0.2,-5.96,0.3,-0.02,-1.85,0.0,-1.19,0.24,-1.71,-0.02,-0.04,-0.04,0.22,-0.13,0.2,-0.02,0.0,-1.71,-0.02,-0.13,0.2
5,"(Bloomberg Opinion) -- As the coronavirus has tiptoed closer to global pandemic status, the world’s major economies are ramping up their spending on defenses. Italy plans to spend $4 billion on emergency economic measures to tackle the outbreak, while South K…","The coronavirus that emerged from Wuhan, China, last year is causing alarm across the world, with fear that this could become the next pandemic. Late last month, the World Health Organization declared the virus, named COVID-19, a ""Public Health Emergency of I…",0.0,220.0,41.0,7.0,17.0,2.0,20.5,5.365853658536586,0.0,14.285714285714285,0.0,0.0,4.878048780487805,33.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,33.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,-0.5,0.15,0.0,0.0,0.0,0.0,-2.26,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,15.44,0.94,-0.17,1.57,0.17,-6.09,0.27,-0.02,-1.52,0.0,-1.33,0.37,-0.44,-0.02,-0.04,-0.04,0.46,-0.13,0.27,-0.02,0.0,-0.44,-0.02,-0.13,0.27
6,"The World Health Organization warned on Tuesday that the novel coronavirus was a ""very grave threat"" for the planet as it hosted the first major conference on fighting the epidemic. ""With 99 percent of cases in China, this remains very much an emergency for t…","Before getting into what Naomi Campbell has to say, it is impossible to ignore what Naomi Campbell projects: A kind of surreal, cyborg beauty. She is what I imagine a 3D printout of what a perfect otherworldly woman would look like.",0.0,216.0,45.0,5.0,13.0,2.0,22.5,4.8,0.0,20.0,0.0,0.0,8.88888888888889,37.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,37.0,0.0,0.0,1.0,24.0,4.0,-4.0,3.0,-1.0,2.0,0.12,0.0,-2.22,0.0,-9.76,4.01,12.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,12.0,-1.0,0.0,0.0,19.44,2.49,-0.29,1.54,0.14,-5.9,0.17,-0.02,-0.47,0.0,-1.43,1.03,1.03,-0.02,-0.04,-0.04,0.48,-0.13,0.31,-0.02,0.0,1.03,-0.02,-0.13,0.31
7,"Coronavirus is only the most recent of several outbreaks that have originated in China. Why is that, and how is Beijing responding?","The White House is requiring health officials to get approval before making public statements about the coronavirus, sources tell CNN. Ron Klain, who served as the Ebola response coordinator under President Obama, discusses the decision.",0.0,110.0,22.0,7.0,3.0,2.0,11.0,5.0,1.0,42.857142857142854,0.0,0.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,-93.0,-13.0,0.0,-14.0,-1.0,-6.5,-0.8,1.0,28.57,0.0,-2.86,0.0,-13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-13.0,0.0,0.0,0.0,9.19,0.78,-0.12,0.28,0.12,-7.19,0.13,0.1,3.17,0.0,-1.5,0.42,-0.11,-0.02,-0.04,0.08,0.37,-0.13,0.23,-0.02,0.0,-0.11,-0.02,-0.13,0.23
8,Vice President Mike Pence sought to project calm Thursday in his new role as chief coordinator of the government's response to the coronavirus as the Trump administration rushed to contain mounting public concerns and some of the worst stock market declines i…,"A patient being treated for novel coronavirus at UC Davis Medical Center was admitted to the facility last week but wasn't tested until Sunday, according to a letter sent to UC Davis staff and obtained by CNN.",0.0,219.0,42.0,6.0,16.0,1.0,42.0,5.214285714285714,0.0,0.0,0.0,2.380952380952381,7.142857142857142,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,31.0,0.0,0.0,1.0,46.0,5.0,-3.0,2.0,-1.0,5.0,0.54,0.0,-11.11,0.0,-0.32,7.14,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,13.33,1.67,-0.11,0.73,0.0,-4.76,0.11,0.09,1.24,0.0,-1.3,0.74,0.33,-0.02,-0.04,0.18,0.29,-0.13,0.27,-0.02,0.0,0.33,-0.02,-0.13,0.27
