,Text,Reference,Label,# of Characters,# of Words,# of Verbs,# of Noun,# of Sentence,Average # of Words per Sentence,Average # of Characters per Words,# of Question Marks,% of Subjective Verbs,% of Passive Voice,% of Positive Words,% of Negative Words,# of Unique Wrods/Terms,# of Misspelled Words,# of Causation Terms,% of generalizing terms,% of # and quantifiers,1st person pronouns,2nd and 3rd person pronouns,Exclusive term,# of exclamation marks,Lexical,Singular pronouns(1st person),Group ref pronouns(1st person),2nd 3rd pronouns,# of Characters- sub,# of Words- sub,# of Verbs- sub,# of Noun- sub,# of Sentence- sub,Average # of Words per Sentence- sub,Average # of Characters per Words- sub,# of Question Marks- sub,% of Subjective Verbs- sub,% of Passive Voice- sub,% of Positive Words- sub,% of Negative Words- sub,# of Unique Wrods/Terms- sub,# of Misspelled Words- sub,# of Causation Terms- sub,% of generalizing terms- sub,% of # and quantifiers- sub,1st person pronouns- sub,2nd and 3rd person pronouns- sub,Exclusive term- sub,# of exclamation marks- sub,Lexical- sub,Singular pronouns(1st person)- sub,Group ref pronouns(1st person)- sub,2nd 3rd pronouns- sub,# of Characters- avg sub,# of Words- avg sub,# of Verbs- avg sub,# of Noun- avg sub,# of Sentence- avg sub,Average # of Words per Sentence- avg sub,Average # of Characters per Words- avg sub,# of Question Marks- avg sub,% of Subjective Verbs- avg sub,% of Passive Voice- avg sub,% of Positive Words- avg sub,% of Negative Words- avg sub,# of Unique Wrods/Terms- avg sub,# of Misspelled Words- avg sub,# of Causation Terms- avg sub,% of generalizing terms- avg sub,% of # and quantifiers- avg sub,1st person pronouns- avg sub,2nd and 3rd person pronouns- avg sub,Exclusive term- avg sub,# of exclamation marks- avg sub,Lexical- avg sub,Singular pronouns(1st person)- avg sub,Group ref pronouns(1st person)- avg sub,2nd 3rd pronouns- avg sub
28,"As 14-day quarantines for the coronavirus continue both at CFB Trenton and on a luxury cruise ship, those in isolation contend with the psychological effects and try to fend off cabin fever.","An English farmer writing more than 200 years ago had more modern and liberal views on homosexuality than many governments do today, an entry in a newly discovered diary shows.",1.0,159,32,3,11,2,32.0,4.96875,0,0.0,0.0,3.125,9.375,28,0,0,0,0,0,0,0,0,28,0,0,0,12.0,2.0,-1.0,3.0,0.0,2.0,0.07,0.0,0.0,0.0,-0.21,9.38,2.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11.73,1.45,-0.1,0.6,0.48,-5.41,0.16,0.02,2.29,0.0,0.27,0.88,1.54,0.0,-0.03,0.1,-0.01,-0.03,0.05,-0.05,0.0,1.54,0.0,-0.03,0.05
29,"Canada’s top military commander issued a detailed set of ""pre-pandemic planning” orders on Wednesday for units both at home and overseas.","India's Supreme Court ruled on Monday in favor of equal rights in the armed forces, ordering the government to grant permanent commission and command positions to women officers on par with men.",1.0,117,21,2,9,2,21.0,5.571428571428571,0,0.0,0.0,4.761904761904762,0.0,21,0,0,0,0,0,0,0,0,21,0,0,0,-46.0,-11.0,-1.0,-6.0,0.0,-11.0,0.48,0.0,0.0,0.0,1.64,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,9.73,1.02,-0.2,0.47,0.47,-5.5,0.17,0.02,1.76,0.0,0.38,0.75,1.29,0.0,-0.03,0.09,-0.03,-0.03,0.03,-0.05,0.0,1.29,0.0,-0.03,0.03
30,"Two families in Guysborough County, N.S., became forever bound by tragedy in 2017 after an Afghanistan veteran with a complex mental illness — and a history of conflict in his marriage — fatally shot his wife, mother, daughter and himself.","Prince Harry has asked attendees at a tourism conference to call him simply ""Harry,"" as he begins his final round of public engagements before beginning a new chapter away from the British royal family.",1.0,200,40,3,17,4,14.0,5.0,0,0.0,0.0,0.0,12.5,29,0,0,0,2,0,2,0,0,29,0,0,2,31.0,6.0,-2.0,6.0,2.0,-20.0,0.03,0.0,0.0,0.0,0.0,12.5,-3.0,0.0,0.0,0.0,2.0,0.0,-1.0,0.0,0.0,-3.0,0.0,0.0,-1.0,10.53,1.24,-0.26,0.61,0.52,-5.81,0.16,0.02,1.26,0.0,0.32,1.04,1.32,0.0,-0.03,0.08,0.02,-0.03,0.07,-0.05,0.0,1.32,0.0,-0.03,0.07
31,"The family of an Iranian graduate student at the University of Alberta who died when Iran shot down a commercial jet in January is now living in Edmonton, alleging they were forced to flee threats from Iranian authorities.","More and more people face 14-day quarantines as health officials around the world try to stem the tide of the coronavirus outbreak, which has killed more than 700 people and infected more than 34,000.",1.0,185,38,8,11,2,38.0,4.868421052631579,0,25.0,0.0,0.0,7.894736842105263,32,0,0,0,0,0,0,0,0,32,0,0,0,18.0,4.0,3.0,1.0,0.0,4.0,-0.04,0.0,25.0,0.0,0.0,-0.93,10.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.81,1.38,-0.16,0.55,0.5,-5.35,0.15,0.02,1.58,0.0,0.27,1.15,1.44,0.0,-0.03,0.08,-0.0,-0.03,0.04,-0.05,0.0,1.44,0.0,-0.03,0.04
32,"More Canadian veterans than ever are waiting to find out whether they qualify for disability benefits, despite repeated government promises and efforts to get the situation under control.","Italians who attempt to flee the lockdown in the country's north, set up to try and stop the spread of the novel coronavirus, may face three months' imprisonment, Italy's interior minister has said.",1.0,160,28,5,8,2,28.0,5.714285714285714,0,20.0,0.0,10.714285714285714,0.0,26,0,0,0,0,0,0,0,0,26,0,0,0,-6.0,-5.0,-4.0,-1.0,0.0,-5.0,0.68,0.0,20.0,0.0,10.71,-6.06,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,10.32,1.21,-0.16,0.4,0.48,-5.23,0.16,0.02,1.72,0.0,0.55,1.03,1.36,0.0,-0.03,0.07,-0.02,-0.03,0.02,-0.05,0.0,1.36,0.0,-0.03,0.02
33,"Egypt held a full-honours military funeral Wednesday for the country's former autocratic President Hosni Mubarak, who ruled for decades before he was ousted in the 2011 Arab Spring uprising that swept much of the region.","The fast-food, high sugar, fats and carbs diet of Western countries may be contributing to the nosedive of sperm counts in men, a new study says.",1.0,186,35,5,11,2,35.0,5.314285714285714,0,20.0,0.0,0.0,5.714285714285714,30,0,0,0,1,0,1,0,0,30,0,0,1,66.0,9.0,1.0,2.0,0.0,9.0,0.7,0.0,-5.0,0.0,0.0,5.71,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,10.63,1.26,-0.16,0.36,0.47,-4.9,0.16,0.02,1.85,0.0,0.5,1.08,1.41,0.0,-0.03,0.06,-0.01,-0.03,0.03,-0.05,0.0,1.41,0.0,-0.03,0.03
34,"The Philippines notified the United States on Tuesday it would end a major security pact allowing American forces to train in the country, in the most serious threat under President Rodrigo Duterte to their 69-year treaty alliance.","It has been three weeks since Wu Chen went into self-enforced quarantine in his Wuhan apartment, with only his cat, Baozi, for company.",1.0,195,37,5,14,2,37.0,5.27027027027027,0,0.0,0.0,0.0,2.7027027027027026,30,0,0,1,0,0,2,0,0,30,0,0,2,82.0,14.0,2.0,5.0,0.0,14.0,0.36,0.0,-33.33,0.0,0.0,2.7,9.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,11.17,1.36,-0.16,0.4,0.46,-4.54,0.16,0.02,1.41,0.0,0.45,1.04,1.46,0.0,-0.03,0.09,-0.02,-0.03,0.06,-0.05,0.0,1.46,0.0,-0.03,0.06
35,"Appeals judges at the International Criminal Court gave the green light Thursday for prosecutors to open an investigation targeting the Taliban, Afghan forces and U.S. military and CIA personnel for war crimes and crimes against humanity.","As the United States finalizes its plans to reduce violence in Afghanistan, an Afghan source close to the negotiations has said that US officials in Munich, Germany, reassured Afghan President Ashraf Ghani and his team that American won't abandon them.",1.0,203,36,3,19,4,12.333333333333334,5.638888888888889,0,0.0,0.0,0.0,0.0,26,0,0,0,0,0,0,0,0,26,0,0,0,-10.0,-4.0,-4.0,1.0,2.0,-27.67,0.31,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-4.0,0.0,0.0,-2.0,11.9,1.42,-0.21,0.57,0.5,-4.88,0.17,0.02,0.99,0.0,0.4,0.92,1.39,0.0,-0.03,0.08,-0.04,-0.03,0.04,-0.05,0.0,1.39,0.0,-0.03,0.04
36,"At least 30 people have been killed in Nigeria's northeastern Borno region after suspected Boko Haram Islamists set ablaze several trucks carrying passengers on Sunday night, eyewitnesses and residents told Reuters.","President Donald Trump made 56 false claims last week -- repeating one of his conspiracy theories about the 2016 election, promoting new fiction about impeachment witness Lt. Col. Alexander Vindman, and inflating his accomplishments and his standing in the po…",1.0,185,31,8,13,2,31.0,5.967741935483871,0,12.5,0.0,0.0,3.225806451612903,31,0,0,0,1,0,0,0,0,31,0,0,0,-36.0,-9.0,4.0,-4.0,-1.0,17.67,0.44,0.0,12.5,0.0,-2.5,-4.27,0.0,0.0,0.0,0.0,-2.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,-3.0,12.11,1.35,-0.13,0.58,0.49,-4.69,0.19,0.02,0.93,0.0,0.35,0.9,1.47,0.0,-0.03,0.07,-0.03,-0.03,0.02,-0.05,0.0,1.47,0.0,-0.03,0.02
37,"Thailand's constitutional court has ordered the popular opposition Future Forward Party dissolved, declaring that it violated election law by accepting a loan from its charismatic leader. The court also imposed a 10-year ban on the party's executive members h…",CNN's John Avlon analyzes the Authorization for Use of Military Force (AUMF) and President Donald Trump's use of it to justify his approval of a US airstrike that killed Iranian general Qasem Soleimani.,1.0,222,39,8,14,2,19.5,5.6923076923076925,0,0.0,0.0,5.128205128205128,2.564102564102564,33,0,0,0,0,0,2,0,0,33,0,0,2,52.0,6.0,5.0,-2.0,0.0,-13.5,0.54,0.0,0.0,0.0,2.1,-0.47,3.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,13.28,1.49,-0.05,0.61,0.47,-4.82,0.2,0.02,0.55,0.0,0.44,0.87,1.59,0.0,-0.03,0.07,-0.04,-0.03,0.06,-0.05,0.0,1.59,0.0,-0.03,0.06
38,"The Islamic Jihad militant group in the Gaza Strip announced a unilateral ceasefire on Monday, calling for a halt after two days of intense fighting with Israel, just a week before the country's national elections.","Fourteen passengers from the Diamond Princess had tested positive for coronavirus before they boarded evacuation flights, the US departments of State and Health and Human Services said while the flights were en route to the Texas and California.",1.0,180,35,3,14,2,35.0,5.142857142857143,0,0.0,0.0,0.0,2.857142857142857,30,0,0,0,1,0,0,0,0,30,0,0,0,-28.0,-3.0,-2.0,-2.0,0.0,-3.0,-0.33,0.0,-20.0,0.0,-2.63,2.86,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,13.31,1.53,-0.1,0.64,0.46,-4.55,0.2,0.02,0.18,0.0,0.4,0.84,1.62,0.0,-0.03,0.06,-0.03,-0.03,0.04,-0.05,0.0,1.62,0.0,-0.03,0.04
39,"Gunmen opened fire Friday at a ceremony in Afghanistan's capital attended by prominent political leaders, killing at least 29 people and wounding dozens more before the two attackers were slain by police, officials said.","The US has canceled a joint military exercise with Israel due to the coronavirus, a US defense official told CNN Monday.",1.0,187,34,7,12,2,34.0,5.5,0,14.285714285714285,0.0,2.941176470588235,2.941176470588235,30,0,0,0,2,0,0,0,0,30,0,0,0,87.0,13.0,4.0,3.0,0.0,13.0,0.74,0.0,14.29,0.0,2.94,2.94,13.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.52,1.53,-0.05,0.62,0.45,-4.31,0.2,0.01,0.19,0.0,0.43,0.82,1.66,0.0,-0.03,0.06,0.0,-0.03,0.02,-0.05,0.0,1.66,0.0,-0.03,0.02
40,"As the number of coronavirus cases in China rose again by the end of Thursday, South Korea's fourth-largest city struggled to cope with a spike in illnesses after what authorities described as a ""super-spreading event"" at a church.",Security researchers are reporting flaws in a smartphone-based voting app that's been used by military voters overseas and is now being tested for use in the US.,1.0,194,38,4,14,2,38.0,5.105263157894737,0,0.0,0.0,0.0,2.631578947368421,29,0,0,0,0,0,0,0,0,29,0,0,0,59.0,11.0,-4.0,6.0,0.0,11.0,0.11,0.0,-37.5,0.0,0.0,-1.07,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,13.89,1.64,-0.08,0.65,0.44,-3.99,0.2,0.01,-0.15,0.0,0.39,0.79,1.67,0.0,-0.03,0.05,-0.01,-0.03,0.0,-0.05,0.0,1.67,0.0,-0.03,0.0
41,The U.S. conducted its first airstrike against Taliban forces in Afghanistan since signing an ambitious peace deal with the militant group.,"The US and South Korean militaries announced Thursday that they will postpone a command post training exercise due to growing concerns about the spread of the coronavirus in South Korea, which has infected 25 members of the South Korean military and one US se…",1.0,119,21,2,8,4,7.333333333333333,5.666666666666667,0,0.0,0.0,9.523809523809524,0.0,21,0,0,0,0,0,1,0,0,21,0,0,1,-98.0,-23.0,-4.0,-9.0,3.0,-36.67,0.73,0.0,0.0,0.0,9.52,-4.55,-9.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-9.0,0.0,0.0,1.0,12.45,1.33,-0.15,0.53,0.48,-4.42,0.21,0.01,-0.47,0.0,0.58,0.7,1.49,0.0,-0.03,0.05,-0.02,-0.03,0.01,-0.05,0.0,1.49,0.0,-0.03,0.01
42,"Government air strikes have hit hospitals and refugee camps in northwest Syria and killed about 300 civilians as President Bashar al-Assad's forces press an assault against the last rebel stronghold, the United Nations said on Tuesday.",Multiple US military branches are screening new recruits for the novel coronavirus as part of a sweeping effort to prevent the virus from spreading among the armed forces.,1.0,200,36,5,18,2,36.0,5.555555555555555,0,0.0,0.0,0.0,5.555555555555555,32,0,0,0,1,0,0,0,0,32,0,0,0,56.0,8.0,1.0,9.0,0.0,8.0,0.41,0.0,-25.0,0.0,-3.57,1.98,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,12.97,1.39,-0.15,0.65,0.47,-4.15,0.21,0.01,-0.78,0.0,0.53,0.74,1.57,0.0,-0.03,0.04,-0.01,-0.03,-0.01,-0.05,0.0,1.57,0.0,-0.03,-0.01
43,"More than 140,000 Syrians have been displaced in the past three days alone by violence in the country's northwest, bringing the total of those uprooted in a Syrian government offensive against the last opposition stronghold to over 800,000.","New York Attorney General Letitia James, along with 18 attorneys general from across the country, sued the Trump administration Tuesday over plans to divert additional military funds for the construction of President Donald Trump's signature border wall.",1.0,203,38,6,8,2,38.0,5.342105263157895,0,16.666666666666664,0.0,0.0,7.894736842105263,31,0,0,0,3,0,0,0,0,31,0,0,0,-15.0,1.0,4.0,-12.0,0.0,1.0,-0.55,0.0,16.67,0.0,0.0,5.19,-3.0,0.0,0.0,-1.0,2.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,13.53,1.48,-0.12,0.54,0.45,-3.86,0.21,0.01,-0.69,0.0,0.49,0.83,1.63,0.0,-0.03,0.04,0.04,-0.03,-0.03,-0.05,0.0,1.63,0.0,-0.03,-0.03
44,"Turkey-backed Syrian opposition fighters Thursday retook a strategic northwestern town in Syria, opposition activists said, and cut off the key highway linking the capital, Damascus, with the northern city of Aleppo, days after the government reopened it for …","The US and South Korea are expected to announce as soon as Tuesday that a critical joint military exercise has been scaled back because the coronavirus outbreak is severely limiting the ability of both nation's militaries to participate, according to three US…",1.0,222,39,5,15,1,39.0,5.6923076923076925,0,0.0,0.0,0.0,5.128205128205128,33,0,0,0,0,0,1,0,0,33,0,0,1,3.0,-3.0,-5.0,3.0,0.0,-3.0,0.48,0.0,-30.0,0.0,0.0,0.37,-2.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,14.48,1.6,-0.12,0.59,0.42,-3.55,0.22,0.01,-0.98,0.0,0.45,0.86,1.73,0.0,-0.03,0.04,0.03,-0.03,-0.02,-0.05,0.0,1.73,0.0,-0.03,-0.02
45,"Ukraine's ambassador to Canada says his government will help Foreign Affairs Minister François-Philippe Champagne secure compensation from Ukraine International Airlines for the families of all those killed on Flight 752, including 57 Canadian citizens.","A US airstrike in Somalia killed an al-Shabaab leader who had a role in ""planning and directing terrorist operations,"" including a January attack on Manda Bay, Kenya, that killed three Americans, the US military said Tuesday.",1.0,220,34,5,17,2,34.0,6.470588235294118,0,0.0,0.0,2.941176470588235,2.941176470588235,34,0,0,1,2,0,1,0,0,34,0,0,1,30.0,-2.0,-1.0,1.0,0.0,-2.0,1.19,0.0,0.0,0.0,2.94,-5.39,6.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,15.36,1.61,-0.12,0.68,0.41,-3.37,0.25,0.01,-1.26,0.0,0.48,0.84,1.84,0.0,-0.03,0.05,0.06,-0.03,-0.01,-0.05,0.0,1.84,0.0,-0.03,-0.01
46,"More people have fled fighting in Syria over the past 10 weeks than at any other time in the nine-year-old conflict and the city of Idlib, where many are sheltering, could become a graveyard if hostilities continue, two UN agencies say.","The top Republican on the House Armed Services Committee issued a sharp rebuke of President Donald Trump Thursday, slamming the administration's plan to divert $3.83 billion in Pentagon funding to border wall construction as unconstitutional and pledging to t…",1.0,196,41,8,12,2,41.0,4.780487804878049,0,12.5,0.0,0.0,4.878048780487805,36,0,0,1,2,0,0,0,0,36,0,0,0,-26.0,2.0,2.0,-4.0,0.0,21.0,-0.91,0.0,12.5,0.0,-5.13,-0.25,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.68,1.76,-0.06,0.66,0.4,-3.05,0.23,0.01,-1.26,0.0,0.44,0.86,2.0,0.0,-0.03,0.07,0.08,-0.03,-0.03,-0.05,0.0,2.0,0.0,-0.03,-0.03
47,"South Korea on Saturday reported an eight-fold jump in viral infections in four days to 433, most of them linked to a church and a hospital in and around the country's fourth-largest city, where health workers scrambled to screen thousands of worshippers.","The two impeachment witnesses that President Donald Trump fired Friday were quietly planning exits of their own, multiple people tell CNN.",1.0,214,42,4,14,2,42.0,5.095238095238095,0,0.0,0.0,0.0,4.761904761904762,30,0,0,1,2,0,1,0,0,30,0,0,1,96.0,21.0,0.0,5.0,0.0,21.0,-0.52,0.0,-25.0,0.0,0.0,4.76,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,16.37,1.92,-0.08,0.68,0.4,-2.71,0.23,0.01,-1.52,0.0,0.41,0.88,2.02,0.0,-0.03,0.09,0.11,-0.03,-0.02,-0.05,0.0,2.02,0.0,-0.03,-0.02
48,"Asia reported hundreds of new coronavirus cases on Wednesday, including the first U.S. soldier to be infected, as outbreaks in Italy and Iran spread to more countries.","The White House is set to ask Congress in its forthcoming budget proposal for less border wall funding than in previous years, a White House official said.",1.0,141,27,5,11,4,9.333333333333334,5.222222222222222,0,20.0,0.0,0.0,3.7037037037037033,25,0,0,0,0,0,0,0,0,25,0,0,0,12.0,0.0,1.0,-1.0,2.0,-17.67,0.44,0.0,-5.0,0.0,0.0,3.7,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,4.0,0.0,0.0,-1.0,15.53,1.78,-0.08,0.65,0.43,-3.06,0.23,0.01,-1.36,0.0,0.37,0.88,1.94,0.0,-0.03,0.08,0.1,-0.03,-0.03,-0.05,0.0,1.94,0.0,-0.03,-0.03
49,"Afghanistan's president says he will not free thousands of Taliban prisoners ahead of all-Afghan power-sharing talks set for next week, publicly disagreeing with a timetable for a speedy prisoner release laid out in a U.S.-Taliban peace agreement.","Retired Ambassador Marie ""Masha"" Yovanovitch -- a highly respected career diplomat who unwittingly became one of the central figures in the impeachment drama -- warned about the degradation of the State Department and took veiled jabs at the Trump administrat…",1.0,211,37,6,13,4,13.0,5.702702702702703,0,0.0,0.0,8.108108108108109,5.405405405405405,30,0,0,0,0,0,1,0,0,30,0,0,1,-10.0,-3.0,1.0,-2.0,3.0,-27.0,0.18,0.0,0.0,0.0,8.11,0.41,-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,16.14,1.84,-0.06,0.65,0.46,-3.32,0.23,0.01,-1.6,0.0,0.5,0.91,1.96,0.0,-0.03,0.08,0.08,-0.03,-0.03,-0.05,0.0,1.96,0.0,-0.03,-0.03
50,"Kate, the Duchess of Cambridge, took part in a recent podcast, one of several events in recent months as more attention has been focusing on her role within the Royal Family.",A group of seven measures to restrict gun rights in Virginia was advanced by a state Senate committee on Monday.,1.0,144,31,4,11,2,31.0,4.645161290322581,0,25.0,0.0,0.0,0.0,23,0,0,0,1,0,2,0,0,23,0,0,2,51.0,11.0,1.0,2.0,0.0,11.0,-0.0,0.0,-8.33,0.0,-5.0,-5.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,15.4,1.78,-0.08,0.61,0.45,-3.22,0.22,0.01,-1.35,0.0,0.47,0.83,1.84,0.0,-0.03,0.07,0.09,-0.03,-0.0,-0.05,0.0,1.84,0.0,-0.03,-0.0
51,"A group of migrants on Saturday tried to bring down a fence in a desperate attempt to bust through the border into Greece while others hurled rocks at Greek police. Greek authorities responded, firing volleys of tear gas at the youths.","Acting Homeland Security Secretary Chad Wolf on Wednesday raised concerns that not all states will meet the October 1 deadline to issue REAL ID driver's licenses to residents, telling lawmakers that he may request a legislative fix to assist the process.",1.0,195,41,6,15,3,20.5,4.7560975609756095,0,0.0,0.0,0.0,4.878048780487805,29,0,0,0,0,0,0,0,0,29,0,0,0,-19.0,0.0,-3.0,-3.0,1.0,-20.5,-0.46,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,-5.0,0.0,0.0,-1.0,15.67,1.91,-0.06,0.65,0.46,-3.33,0.21,0.01,-1.59,0.0,0.43,0.85,1.85,0.0,-0.03,0.07,0.08,-0.03,-0.01,-0.05,0.0,1.85,0.0,-0.03,-0.01
52,"Ahead of Israel's third election in less than 12 months, no single issue seems to have moved the needle significantly enough to swing voters in one direction or another — leading to predictions of a fourth poll in the fall.","National security adviser Robert O'Brien is expected to make major cuts to the National Security Council staff as early as next week, two sources familiar with the matter told CNN.",1.0,184,40,5,10,2,40.0,4.6,0,0.0,0.0,5.0,5.0,30,0,0,0,2,0,0,0,0,30,0,0,0,33.0,10.0,1.0,-4.0,0.0,10.0,-0.43,0.0,-25.0,0.0,5.0,5.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,15.73,2.02,-0.06,0.6,0.45,-3.06,0.19,0.01,-1.82,0.0,0.49,0.87,1.87,0.0,-0.03,0.07,0.1,-0.03,-0.03,-0.05,0.0,1.87,0.0,-0.03,-0.03
53,"An angry group of Hindus carrying pickaxes and iron rods hurled rocks at Muslims in new violence in the Indian capital on Tuesday, a day after at least seven people, including a police officer, were killed and more than 100 others were reportedly injured in c…","The United States will begin treating five major Chinese media companies as extensions of Beijing's government, requiring them to comply with rules governing foreign embassies and consulates.",1.0,215,46,7,16,1,46.0,4.673913043478261,0,28.57142857142857,0.0,0.0,4.3478260869565215,35,0,0,0,2,0,0,0,0,35,0,0,0,50.0,19.0,1.0,6.0,-1.0,19.0,-1.44,0.0,28.57,0.0,0.0,4.35,8.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,8.0,0.0,0.0,-1.0,16.36,2.24,-0.03,0.66,0.43,-2.69,0.18,0.01,-1.51,0.0,0.46,0.88,1.99,0.0,-0.03,0.06,0.13,-0.03,-0.04,-0.05,0.0,1.99,0.0,-0.03,-0.04
54,The world prepared for a coronavirus pandemic on Friday as hopes the disease could be contained to China vanished and investors dumped equities in expectation of a global recession.,"Former President Barack Obama is intentionally staying on the sidelines of the Democratic primary fight, though you may not know it from all of those campaign ads in which he is playing a starring role.",1.0,153,29,6,10,2,29.0,5.275862068965517,0,16.666666666666664,0.0,0.0,6.896551724137931,27,1,0,0,0,0,0,0,0,27,0,0,0,-15.0,-6.0,0.0,1.0,0.0,-6.0,0.48,0.0,-16.67,0.0,0.0,6.9,-2.0,1.0,0.0,-1.0,0.0,0.0,-3.0,0.0,0.0,-2.0,0.0,0.0,-3.0,15.83,2.14,-0.01,0.6,0.42,-2.64,0.18,0.01,-1.43,0.0,0.43,0.93,1.95,0.02,-0.03,0.06,0.11,-0.03,-0.05,-0.05,0.0,1.95,0.0,-0.03,-0.05
55,"Nevada Democrats will host hundreds of caucuses on Saturday, the third contest in the state-by-state U.S. presidential nominating process, and nomination candidate Bernie Sanders will face a major test of his front-runner status.",The US and Israel have canceled another joint military exercise as the novel coronavirus continues to spread globally.,1.0,197,33,4,16,4,11.333333333333334,5.96969696969697,0,0.0,0.0,0.0,0.0,27,0,0,0,0,0,1,0,0,27,0,0,1,96.0,15.0,0.0,11.0,2.0,-6.67,0.36,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,1.0,16.11,2.11,-0.03,0.66,0.45,-2.91,0.2,0.01,-1.64,0.0,0.4,0.86,1.92,0.02,-0.03,0.06,0.1,-0.03,-0.05,-0.05,0.0,1.92,0.0,-0.03,-0.05
56,"The sudden rise in cases of novel coronavirus in Italy, Iran and South Korea is ""deeply concerning,"" but the virus can still be contained and does not amount to a pandemic, the World Health Organization (WHO) chief says.","Defense Secretary Mark Esper said Tuesday it was ""unfortunate"" that the Philippine government decided to terminate a military agreement between Washington and Manila but cautioned that the Pentagon had only received notification about the move in the last few…",1.0,183,38,8,14,2,38.0,4.815789473684211,0,25.0,0.0,0.0,2.631578947368421,32,0,0,0,0,0,0,0,0,32,0,0,0,-39.0,-1.0,1.0,1.0,1.0,-1.0,-0.88,0.0,10.71,0.0,0.0,0.07,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,16.14,2.18,0.02,0.68,0.44,-2.71,0.19,0.01,-1.42,0.0,0.37,0.84,1.97,0.02,-0.03,0.05,0.09,-0.03,-0.06,-0.05,0.0,1.97,0.0,-0.03,-0.06
57,"Elon Musk: ""I have zero doubt that if the United States doesn't seek innovation in space it will be second in space.""","Members of Congress have been informally notified of the Defense Department's plans to provide $125 million in new military assistance to Ukraine, including armed patrol boats, according to a congressional aide and US official.",1.0,96,22,5,8,2,11.5,4.363636363636363,0,20.0,0.0,4.545454545454546,4.545454545454546,20,0,0,0,1,0,1,0,0,20,0,0,1,-98.0,-12.0,-2.0,-4.0,0.0,-22.5,-1.34,0.0,5.71,0.0,4.55,4.55,-9.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,-9.0,0.0,0.0,1.0,14.66,1.96,0.02,0.6,0.43,-2.96,0.17,0.01,-1.28,0.0,0.42,0.85,1.82,0.02,-0.03,0.05,0.09,-0.03,-0.05,-0.05,0.0,1.82,0.0,-0.03,-0.05
