,Text,Reference,Label,# of Characters,# of Words,# of Verbs,# of Noun,# of Sentence,Average # of Words per Sentence,Average # of Characters per Words,# of Question Marks,% of Subjective Verbs,% of Passive Voice,% of Positive Words,% of Negative Words,# of Unique Wrods/Terms,# of Misspelled Words,# of Causation Terms,% of generalizing terms,% of # and quantifiers,1st person pronouns,2nd and 3rd person pronouns,Exclusive term,# of exclamation marks,Lexical,Singular pronouns(1st person),Group ref pronouns(1st person),2nd 3rd pronouns,# of Characters- sub,# of Words- sub,# of Verbs- sub,# of Noun- sub,# of Sentence- sub,Average # of Words per Sentence- sub,Average # of Characters per Words- sub,# of Question Marks- sub,% of Subjective Verbs- sub,% of Passive Voice- sub,% of Positive Words- sub,% of Negative Words- sub,# of Unique Wrods/Terms- sub,# of Misspelled Words- sub,# of Causation Terms- sub,% of generalizing terms- sub,% of # and quantifiers- sub,1st person pronouns- sub,2nd and 3rd person pronouns- sub,Exclusive term- sub,# of exclamation marks- sub,Lexical- sub,Singular pronouns(1st person)- sub,Group ref pronouns(1st person)- sub,2nd 3rd pronouns- sub,# of Characters- avg sub,# of Words- avg sub,# of Verbs- avg sub,# of Noun- avg sub,# of Sentence- avg sub,Average # of Words per Sentence- avg sub,Average # of Characters per Words- avg sub,# of Question Marks- avg sub,% of Subjective Verbs- avg sub,% of Passive Voice- avg sub,% of Positive Words- avg sub,% of Negative Words- avg sub,# of Unique Wrods/Terms- avg sub,# of Misspelled Words- avg sub,# of Causation Terms- avg sub,% of generalizing terms- avg sub,% of # and quantifiers- avg sub,1st person pronouns- avg sub,2nd and 3rd person pronouns- avg sub,Exclusive term- avg sub,# of exclamation marks- avg sub,Lexical- avg sub,Singular pronouns(1st person)- avg sub,Group ref pronouns(1st person)- avg sub,2nd 3rd pronouns- avg sub
29,Conservative leadership candidate Peter MacKay said today that he won't repeal the legalization of recreational cannabis use if he becomes prime minister.,"CNN Original Series ""The Windsors: Inside the Royal Dynasty"" tells the true story behind the world's most famous royal family. Here's what to expect in the six-part series.",1.0,133,22,4,9,2,22.0,6.045454545454546,0,0.0,0.0,0.0,0.0,20,0,0,0,0,0,2,0,0,20,0,0,2,-12.0,-6.0,1.0,-1.0,-1.0,8.0,0.87,0.0,0.0,0.0,-3.57,0.0,-4.0,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,-4.0,0.0,0.0,2.0,11.91,2.4,1.01,-1.32,0.29,-1.44,-0.07,0.02,12.03,0.0,-0.67,1.89,1.98,-0.14,-0.05,0.14,0.35,-0.0,0.24,0.03,0.0,1.98,0.0,-0.0,0.24
30,There were 14 names on the ballot for the Conservative leadership convention back in 2017. The fact that there are few serious contenders for the job now may indicate how much the job has changed since Stephen Harper had it - and how hard it might be going fo…,"On the eve of their next presidential primary debate, three Democratic contenders grappled with former New York City Mayor Michael Bloomberg's presence on the stage for the first time.",1.0,212,49,10,10,2,24.5,4.326530612244898,0,30.0,0.0,0.0,2.0408163265306123,37,0,0,1,2,0,2,0,0,37,0,0,2,56.0,20.0,9.0,-2.0,0.0,-4.5,-1.05,0.0,30.0,0.0,0.0,2.04,11.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0,13.51,2.96,1.15,-1.32,0.28,-1.35,-0.1,0.01,12.36,0.0,-0.73,1.83,2.31,-0.14,-0.05,0.16,0.39,-0.01,0.26,0.03,0.0,2.31,0.0,-0.01,0.26
31,"Legal documents lay bare a family feud between an ageing patriarch who believes he's still able to manage his own affairs, against his children who believe they're acting in their father's best interests.",Americans who experienced life in coronavirus quarantine describe surreal boredom mixed with unease and uncertainty.,1.0,172,33,8,8,2,33.0,5.212121212121212,0,0.0,0.0,6.0606060606060606,0.0,29,0,0,0,0,0,3,0,0,29,0,0,3,70.0,18.0,7.0,1.0,0.0,18.0,-1.59,0.0,0.0,0.0,-0.61,-13.33,14.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,14.0,0.0,0.0,3.0,13.75,2.98,1.22,-1.38,0.27,-1.0,-0.1,0.01,11.73,0.0,-0.59,1.71,2.37,-0.14,-0.05,0.15,0.37,-0.01,0.31,0.03,0.0,2.37,0.0,-0.01,0.31
32,"Nicky Jaine's partner of 10 years, Peter Prensler, died more than three years ago. She writes about his life, his death and the 'brutal mix' of grief and guilt she's feeling as she begins dating again.","Just two weeks ago, LGBTQ students at Brigham Young University were cheering after the school deleted a section in its honor code that banned ""homosexual behavior."" But on Wednesday, the Church of Jesus Christ of Latter-day Saints poured cold water on their c…",1.0,166,36,5,13,3,18.0,4.611111111111111,0,0.0,0.0,0.0,11.11111111111111,30,0,0,0,2,0,3,0,0,30,0,0,3,-52.0,-7.0,0.0,-6.0,1.0,-4.0,-0.46,0.0,-20.0,0.0,-2.33,8.79,-7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-7.0,0.0,0.0,1.0,13.81,3.1,1.2,-1.29,0.28,-1.13,-0.11,0.01,11.14,0.0,-0.64,1.94,2.46,-0.14,-0.05,0.15,0.41,-0.01,0.36,0.03,0.0,2.46,0.0,-0.01,0.36
33,"Frida Kahlo, Diego Rivera and Mexican Modernism, a new exhibit at Quebec City's Musée national des beaux-arts, includes 150 images by Mexican artists who were part of a flourishing art scene in the wake of a 10-year civil war.","""Amazing Stories,"" the anthology series first created by Steven Spielberg 35 years ago, returns to Apple TV+.",1.0,188,39,2,19,2,39.0,4.82051282051282,0,50.0,0.0,2.564102564102564,0.0,32,0,0,0,1,0,0,0,0,32,0,0,0,95.0,22.0,1.0,10.0,0.0,22.0,-0.65,0.0,50.0,0.0,2.56,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,14.5,3.29,1.09,-1.03,0.27,-0.63,-0.12,0.01,12.06,0.0,-0.61,1.82,2.6,-0.14,-0.05,0.14,0.41,-0.01,0.31,0.03,0.0,2.6,0.0,-0.01,0.31
34,"A civil case in Quebec court has offered a rare glimpse into an ultra-orthodox Hasidic community in an off-island Montreal suburb, raising questions about the government's role in ensuring children receive a secular education.","Going to the movies doesn't exactly come to mind when people think about Netflix. If anything, it's the opposite, since the streaming company and the theater industry have long been at odds over how long its films can be shown at the cineplex.",1.0,193,34,5,13,2,34.0,5.676470588235294,0,0.0,0.0,0.0,0.0,27,0,0,0,0,0,0,0,0,27,0,0,0,-8.0,-9.0,-7.0,2.0,-1.0,12.5,1.0,0.0,-16.67,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-5.0,0.0,0.0,-1.0,15.3,3.33,1.07,-0.95,0.26,-0.31,-0.1,0.01,11.49,0.0,-0.66,1.71,2.59,-0.14,-0.05,0.13,0.39,-0.01,0.27,0.03,0.0,2.59,0.0,-0.01,0.27
35,"A CBC News analysis reveals that in November 2019, an average of 620 women and children a day were turned away from domestic violence shelters across Canada.","Definitely not a comedy -- and indeed, the virtual opposite of a Valentine's Day movie -- the film was adapted from the 2014 Swedish title ""Force Majeure"" by Nat Faxon and Jim Rash, in their directing debut, sharing script credit with Jesse Armstrong.",1.0,131,27,2,12,2,27.0,4.851851851851852,0,50.0,0.0,0.0,0.0,27,0,0,0,2,0,0,0,0,27,0,0,0,-78.0,-16.0,-1.0,-8.0,0.0,-16.0,-0.01,0.0,16.67,0.0,0.0,0.0,-7.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,-7.0,0.0,0.0,-1.0,14.33,3.17,0.97,-0.91,0.25,-0.2,-0.11,0.01,12.34,0.0,-0.7,1.61,2.58,-0.14,-0.05,0.12,0.43,-0.01,0.23,0.03,0.0,2.58,0.0,-0.01,0.23
36,Some Calgary-based marriage commissioners say new rules around officiating civil ceremonies are going to have a negative impact on weddings.,"When an ancient poem appeared on the side of aid packages sent from Japan to China in the fight against the coronavirus outbreak, nobody thought it would help strengthen ties between Tokyo and Beijing.",1.0,121,20,5,6,2,20.0,6.05,0,20.0,0.0,0.0,5.0,20,0,0,0,0,0,0,0,0,20,0,0,0,-47.0,-14.0,-1.0,-7.0,0.0,-14.0,1.11,0.0,20.0,0.0,0.0,2.06,-11.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-11.0,0.0,0.0,-1.0,13.15,2.84,0.95,-1.03,0.24,-0.28,-0.08,0.01,12.34,0.0,-0.75,1.65,2.38,-0.14,-0.05,0.11,0.41,-0.02,0.19,0.03,0.0,2.38,0.0,-0.02,0.19
37,One of Alberta's most prominent conservative voices and a former leader of the province's opposition is calling on Ottawa to acquiesce to a series of demands — or risk separation.,"Padma Lakshimi writes about the long way that countries like India and the US have to go on women's rights. While women have made huge strides towards equality around the globe, they still face gender discrimination at home and at work.",1.0,150,30,4,10,2,30.0,5.0,0,25.0,0.0,3.3333333333333335,10.0,23,0,0,1,1,0,0,0,0,23,0,0,0,-46.0,-11.0,-2.0,-6.0,-1.0,9.5,0.22,0.0,25.0,0.0,-1.54,7.56,-9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,0.0,12.79,2.78,0.91,-1.04,0.23,-0.1,-0.08,0.01,12.47,0.0,-0.7,1.82,2.27,-0.14,-0.05,0.13,0.41,-0.02,0.16,0.03,0.0,2.27,0.0,-0.02,0.16
38,"Look at how Alberta couples dressed and posed for one of the most memorable days of their lives, over the past 128 years.","On International Women's Day, we should take a moment to ask ourselves whether there's more we could be doing to make the world better and more equal for the women we depend on, writes Melinda Gates.",1.0,99,23,3,5,2,23.0,4.304347826086956,0,0.0,0.0,4.3478260869565215,0.0,19,0,0,1,2,0,1,0,0,19,0,0,1,-65.0,-13.0,-7.0,-3.0,0.0,-13.0,-0.25,0.0,-10.0,0.0,1.57,0.0,-8.0,0.0,0.0,1.0,2.0,-3.0,1.0,0.0,0.0,-8.0,0.0,-3.0,1.0,11.14,2.55,0.85,-1.17,0.22,-0.1,-0.1,0.01,11.95,0.0,-0.63,1.72,2.07,-0.14,-0.05,0.15,0.44,-0.02,0.15,0.03,0.0,2.07,0.0,-0.02,0.15
39,"Researchers surveyed roughly 2,3000 sexually active Canadians to peek under the covers and get some insight on intimacy.","Erna Solberg, Katrín Jakobsdóttir, Mette Frederiksen, Sanna Marin and Stefan Löfven write that on International Women's Day, they want to reiterate their joint commitment to the protection and promotion of the rights of women and girls, and more generally of …",1.0,103,18,3,5,2,18.0,5.722222222222222,0,0.0,0.0,5.555555555555555,0.0,18,0,0,1,1,0,0,0,0,18,0,0,0,-117.0,-23.0,0.0,-15.0,1.0,-23.0,0.36,0.0,0.0,0.0,0.68,0.0,-12.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,-12.0,0.0,0.0,-1.0,9.67,2.2,0.79,-1.3,0.21,-0.23,-0.09,0.01,11.46,0.0,-0.53,1.63,1.85,-0.14,-0.05,0.17,0.45,-0.02,0.12,0.03,0.0,1.85,0.0,-0.02,0.12
40,Alberta is considering new rules to stop sex offenders from being legally allowed to change their names.,"Dean Obeidallah writes that Americans could be hearing, ""Please welcome the 46th President of the United States of America, Bernie Sanders,"" come this time next year. While many believe that Bernie has little chance at winning a general election, Obeidallah p…",1.0,88,17,6,5,2,17.0,5.176470588235294,0,16.666666666666664,0.0,0.0,0.0,15,0,0,0,0,0,1,0,0,15,0,0,1,-132.0,-24.0,-3.0,-12.0,0.0,-3.5,-0.19,0.0,5.56,0.0,-4.88,0.0,-16.0,0.0,0.0,-2.0,-1.0,0.0,1.0,0.0,0.0,-16.0,0.0,0.0,1.0,7.91,1.85,0.8,-1.42,0.2,-0.38,-0.09,0.01,11.39,0.0,-0.57,1.54,1.56,-0.14,-0.05,0.16,0.43,-0.02,0.11,0.02,0.0,1.56,0.0,-0.02,0.11
41,A new book delving into the dirty work and memorable stories shared by plumbers also explores what it's like to work as a woman in a trade that's still male-dominated.,"Independent voters, who make up a larger bloc than both Republicans or Democrats, are front and center in the New Hampshire primary, writes John Avlon",1.0,138,30,6,6,2,30.0,4.6,0,0.0,0.0,13.333333333333334,3.3333333333333335,26,0,0,0,0,0,0,0,0,26,0,0,0,12.0,5.0,3.0,-4.0,1.0,5.0,-0.44,0.0,-33.33,0.0,13.33,3.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.43,1.82,0.82,-1.52,0.19,-0.21,-0.1,0.01,10.94,0.0,-0.3,1.53,1.56,-0.14,-0.05,0.15,0.41,-0.02,0.08,0.02,0.0,1.56,0.0,-0.02,0.08
42,The Parole Board of Canada says an Edmonton man convicted of killing his wife and dumping her body nearly 15 years ago has made progress in addressing family violence while in prison.,"The '60s style icon tells CNN's Christiane Amanpour about her high-profile relationship with French singer Serge Gainsbourg, as she prepares to pay tribute to his greatest hits on her ""Le Symphonique"" tour.",1.0,152,32,7,12,2,32.0,4.75,0,0.0,0.0,3.125,9.375,28,0,0,0,1,0,3,0,0,28,0,0,3,-23.0,0.0,4.0,-3.0,0.0,0.0,-0.72,0.0,0.0,0.0,0.0,9.38,0.0,0.0,0.0,0.0,1.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,-3.0,7.29,1.84,0.86,-1.47,0.19,0.0,-0.11,0.01,10.5,0.0,-0.27,1.67,1.59,-0.14,-0.05,0.14,0.42,-0.02,0.12,0.02,0.0,1.59,0.0,-0.02,0.12
43,"Hans, 74, and Lolita, 69, have embraced an unflappable attitude inside their 160 square foot stateroom since the quarantine was ordered on Tuesday, even as the threat of the virus looms large over the floating quarantine site.","Scott Braddock writes ahead of Super Tuesday on what to expect in Texas. While opposition to some Republican policies in the state may be driving Democrats to vote for Sanders, ""those same voters may be sorely disappointed come November when Republicans show …",1.0,190,37,6,10,2,37.0,5.135135135135135,0,16.666666666666664,0.0,0.0,5.405405405405405,31,0,0,0,3,0,1,0,0,31,0,0,1,-28.0,-6.0,-5.0,-3.0,0.0,15.5,0.07,0.0,-1.52,0.0,0.0,-1.57,-3.0,0.0,0.0,-1.0,3.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0,1.0,8.02,1.97,0.87,-1.46,0.18,0.31,-0.11,0.01,10.47,0.0,-0.32,1.71,1.7,-0.14,-0.05,0.14,0.47,-0.02,0.11,0.02,0.0,1.7,0.0,-0.02,0.11
44,"If you’re looking for advice on how to make a relationship last decades, let alone years, it helps to ask those who’ve lived it: seniors. CBC Saskatchewan sat down with three couples in Regina to see why they think their partnerships have stood the test of ti…","On March 8, a series of rallies to mark International Women's Day are scheduled to take place in major cities across Pakistan.",1.0,214,47,13,12,2,23.5,4.553191489361702,0,0.0,0.0,0.0,0.0,44,1,0,0,2,0,2,0,0,44,0,0,2,109.0,25.0,9.0,3.0,0.0,1.5,-0.22,0.0,-25.0,0.0,0.0,0.0,24.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,24.0,0.0,0.0,2.0,9.25,2.32,1.04,-1.42,0.17,0.31,-0.12,0.0,10.06,0.0,-0.36,1.63,2.09,-0.12,-0.05,0.13,0.49,-0.03,0.13,0.02,0.0,2.09,0.0,-0.03,0.13
45,"Indigenous leaders say it's time to address the issues surrounding domestic violence, and the shortage of federally funded shelters servicing Manitoba's north.","Allison Hope writes of Pete Buttigieg's departure from the race for the 2020 Democratic presidential nomination that it's ""markedly a defeat"" but ""simultaneously a huge victory"" for LGTBQ representation in politics, ""raising the bar for what's possible moving…",1.0,138,22,6,8,2,22.0,6.2727272727272725,0,0.0,0.0,0.0,9.090909090909092,20,0,0,0,0,0,0,0,0,20,0,0,0,-85.0,-16.0,2.0,-6.0,1.0,-16.0,0.4,0.0,0.0,0.0,-5.26,9.09,-10.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,8.78,2.11,1.05,-1.46,0.16,0.28,-0.09,0.0,9.67,0.0,-0.4,1.75,1.94,-0.12,-0.05,0.12,0.48,-0.03,0.1,0.02,0.0,1.94,0.0,-0.03,0.1
46,"Winnipeg police are trying to break the cycle of violence by placing some abusers in programs, rather than in jail.","The Virginia legislative session comes to a close Saturday, as state lawmakers will adjourn their 60-day session.",1.0,96,20,4,7,2,20.0,4.8,0,25.0,0.0,0.0,5.0,18,0,0,1,0,0,0,0,0,18,0,0,0,-1.0,3.0,1.0,0.0,0.0,3.0,-0.91,0.0,25.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,7.43,1.87,1.01,-1.52,0.16,0.2,-0.1,0.0,9.83,0.0,-0.44,1.77,1.76,-0.12,-0.05,0.14,0.46,-0.03,0.08,0.02,0.0,1.76,0.0,-0.03,0.08
47,"A ticket to see the Winnipeg Jets — once the most sought-after seat in the National Hockey League — is now so easy to obtain, as many as one in nine seats in Bell MTS Place are available for legal purchase hours before puck drop. This has huge implications fo…","After covering everything from sex trafficking stories to the terrorist attacks in Paris in 2015, journalist Stefania Rousselle felt a profound lack of love in her life. So she wandered France interviewing people from all walks of life to find her own answer …",1.0,211,50,6,17,2,25.0,4.22,0,33.33333333333333,0.0,4.0,0.0,38,0,1,2,2,0,0,0,0,38,0,0,0,-6.0,6.0,0.0,-1.0,0.0,3.0,-0.71,0.0,33.33,0.0,-0.55,-4.55,5.0,0.0,1.0,1.0,1.0,0.0,-5.0,0.0,0.0,5.0,0.0,0.0,-5.0,8.54,2.26,1.02,-1.37,0.15,0.24,-0.12,0.0,10.16,0.0,-0.4,1.7,2.0,-0.12,-0.03,0.18,0.48,-0.03,0.05,0.02,0.0,2.0,0.0,-0.03,0.05
48,Mitchel Nicholas shocked his partner Lucas Lamoureux when he proposed to him on stage during the beard competition at Festival du Voyageur's Pride 2020 event this weekend.,A woman who served as a law clerk to a federal appeals court judge who died in 2018 told Congress on Thursday that she was sexually harassed by her former boss and that systems set up by the judiciary to report instances of sexual allegations are inadequate.,1.0,145,27,3,13,2,27.0,5.37037037037037,0,0.0,0.0,0.0,3.7037037037037033,27,0,0,0,1,0,3,0,0,27,0,0,3,-67.0,-20.0,-5.0,0.0,0.0,-20.0,0.86,0.0,-25.0,0.0,0.0,-4.81,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,8.25,2.17,0.97,-1.31,0.15,0.31,-0.11,0.0,9.8,0.0,-0.44,1.7,2.0,-0.12,-0.03,0.17,0.49,-0.03,0.09,0.02,0.0,2.0,0.0,-0.03,0.09
49,Signing the divorce decree isn't enough to get your ex out of your life. Here's why your finances may feel the pain long after your spouse has packed up and left.,"Take one look at Army veteran Elana Duffy and you'll notice her leg, which was amputated after she sustained major nerve damage in a Humvee crash while serving in Iraq.",1.0,132,31,9,6,3,15.5,4.258064516129032,0,0.0,0.0,3.225806451612903,3.225806451612903,25,1,0,0,0,0,4,0,0,25,0,0,4,-7.0,1.0,2.0,-5.0,1.0,-14.5,-0.38,0.0,-14.29,0.0,3.23,-3.44,-3.0,1.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0,1.0,7.71,2.16,1.04,-1.39,0.16,0.15,-0.13,0.0,9.44,0.0,-0.41,1.69,1.97,-0.1,-0.03,0.16,0.47,-0.03,0.14,0.02,0.0,1.97,0.0,-0.03,0.14
50,"Dwayne Johnson and Scarlett Johansson are the highest paid actor and actress of 2019, respectively. Cumulatively, the top female earners took home far less before fees and taxes than the leading men.","Type ""When did women start..."" into Google and one of the first autocomplete suggestions to pop up is, ""When did women start shaving?""",1.0,168,32,3,13,3,16.0,5.25,0,33.33333333333333,0.0,6.25,0.0,26,0,0,0,1,0,0,0,0,26,0,0,0,56.0,9.0,-4.0,8.0,1.0,7.67,0.38,-1.0,33.33,0.0,6.25,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,7.91,2.17,0.99,-1.33,0.17,0.0,-0.12,0.0,9.76,0.0,-0.32,1.62,1.95,-0.1,-0.03,0.16,0.47,-0.03,0.12,0.02,0.0,1.95,0.0,-0.03,0.12
51,"Morgan Stanley CEO James Gorman said he has been interested in E-Trade for 20 years, but Goldman decided against pursuing a deal for the brokerage.","Alexis Coe, historian and author of ""You Never Forget Your First"" - a new biography of George Washington - talks to Jane Carr about why it's so important to stop the mythmaking about the first American president.",1.0,123,25,5,10,2,25.0,4.92,0,20.0,0.0,0.0,0.0,23,0,0,0,1,0,1,0,0,23,0,0,1,-53.0,-12.0,2.0,-3.0,0.0,-12.0,0.16,0.0,20.0,0.0,-2.7,0.0,-4.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.0,0.0,0.0,1.0,7.22,2.05,0.98,-1.33,0.17,0.03,-0.13,0.0,9.81,0.0,-0.36,1.55,1.88,-0.1,-0.03,0.15,0.48,-0.03,0.11,0.02,0.0,1.88,0.0,-0.03,0.11
52,"Netflix led the Oscar nominations with 24 nods, but, with so few wins this year, some analysts are questioning the streaming service's overall film strategy.","Vanessa Bryant, Kobe Bryant's widow and mother of 13-year-old Gigi, spoke at their memorial in Los Angeles' Staples Center.",1.0,133,25,4,10,2,25.0,5.32,0,25.0,0.0,8.0,0.0,21,0,1,3,1,0,0,0,0,21,0,0,0,28.0,6.0,3.0,-2.0,0.0,6.0,-0.21,0.0,25.0,0.0,8.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,-1.0,6.76,1.93,0.95,-1.33,0.16,0.07,-0.12,0.0,9.95,0.0,-0.25,1.48,1.77,-0.1,-0.01,0.2,0.48,-0.03,0.09,0.02,0.0,1.77,0.0,-0.03,0.09
53,"Hours before Shanna Desmond's husband fatally shot her, she called a domestic violence crisis line to learn how to file a peace bond in Nova Scotia, a fatality inquiry heard Tuesday.","Janelle Monae, who ""celebrated queer artists, Black History Month and Matthew Cherry, who accepted the Oscar for best animated short for ""Hair Love."" He said the movie was made ""because we wanted to see more representation in animation. We wanted to normalize…",1.0,152,31,4,15,2,31.0,4.903225806451613,0,0.0,0.0,3.225806451612903,6.451612903225806,26,0,0,0,0,0,1,0,0,26,0,0,1,-67.0,-11.0,-6.0,0.0,-1.0,16.67,-0.31,0.0,-10.0,0.0,-1.54,4.07,-6.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-6.0,0.0,-1.0,1.0,6.66,1.92,0.92,-1.24,0.16,0.21,-0.12,0.0,9.62,0.0,-0.23,1.54,1.76,-0.1,-0.02,0.19,0.46,-0.03,0.08,0.02,0.0,1.76,0.0,-0.03,0.08
54,Jenny McKay was sent home after she was fired from her job. That night her husband brutally stabbed her to death. Her murder has her family and advocates for victims of violence urging employers to do make domestic violence their business.,"Queen Elizabeth II's nephew, the Earl of Snowdon, has announced he is to divorce his wife after 26 years of marriage.",1.0,199,41,9,15,4,13.666666666666666,4.853658536585366,0,22.22222222222222,0.0,2.4390243902439024,7.317073170731707,31,0,0,0,0,0,10,0,0,31,0,0,10,102.0,20.0,5.0,6.0,2.0,-7.33,0.23,0.0,-2.78,0.0,2.44,7.32,12.0,0.0,0.0,0.0,-1.0,0.0,8.0,0.0,0.0,12.0,0.0,0.0,8.0,7.42,2.1,0.98,-1.15,0.19,0.03,-0.13,0.0,9.71,0.0,-0.22,1.6,1.85,-0.1,-0.02,0.19,0.45,-0.03,0.24,0.02,0.0,1.85,0.0,-0.03,0.24
55,"The Lionel Desmond fatality inquiry will end in recommendations for change rather than blame, but Judge Warren Zimmer made it clear Thursday that Veterans Affairs failed the former sniper when he left military care.","Like any institution, monarchies must adapt to remain relevant and in place.",1.0,182,34,6,14,2,34.0,5.352941176470588,0,0.0,0.0,5.88235294117647,5.88235294117647,34,0,0,0,0,0,2,0,0,34,0,0,2,117.0,22.0,3.0,11.0,0.0,22.0,-0.06,0.0,0.0,0.0,5.88,5.88,22.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,22.0,0.0,0.0,2.0,7.85,2.15,0.99,-1.08,0.18,0.22,-0.12,0.0,9.39,0.0,-0.15,1.65,1.98,-0.1,-0.02,0.18,0.43,-0.03,0.25,0.02,0.0,1.98,0.0,-0.03,0.25
56,These are the best bits of wisdom and insight from this year's letter.,"Irish leader Leo Varadkar has told parliament that he will resign on Thursday night, after suffering a crushing defeat in a parliamentary vote. No clear successor has emerged from the process to lead the country.",1.0,58,13,1,5,2,13.0,4.461538461538462,0,100.0,0.0,15.384615384615385,0.0,13,0,0,0,0,0,0,0,0,13,0,0,0,-120.0,-22.0,-8.0,-6.0,-1.0,-4.5,-0.62,0.0,100.0,0.0,6.81,-5.71,-16.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-16.0,0.0,0.0,-1.0,6.09,1.82,0.91,-1.18,0.18,0.04,-0.13,0.0,10.85,0.0,0.08,1.58,1.74,-0.11,-0.02,0.18,0.42,-0.04,0.23,0.02,0.0,1.74,0.0,-0.04,0.23
0,Bart Simpson fighting Avengers: Endgame directors Joe and Anthony Russo over a fake Marvel movie is the perfect concentration of corporate synergy following Disney’s acquisition of 21st Century Fox.,"During a CNN town hall in Nevada, Democratic presidential candidate Pete Buttigieg discusses conservative radio personality Rush Limbaugh's attack on Buttigieg's sexuality.",0.0,170,29,3,17,2,29.0,5.862068965517241,0,33.33333333333333,0.0,3.4482758620689653,3.4482758620689653,27,0,0,0,0,0,0,0,0,27,0,0,0,19.0,7.0,2.0,3.0,0.0,7.0,-1.0,0.0,33.33,0.0,3.45,-5.64,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,19.47,-0.3,-1.56,5.65,-0.14,5.74,0.67,-0.02,25.56,0.0,1.16,1.47,2.25,-0.14,-0.05,-0.16,-0.35,-0.07,-1.16,0.0,0.0,2.25,0.0,-0.07,-1.16
1,"Photoshop came out February 19th, 1990. On its 30th anniversary, we look back at how the app became a cultural phenomenon worthy of being turned into a verb.",Democratic presidential candidate Pete Buttigieg shared a story at the CNN Town Hall in Nevada about how he tried to use his foreign language skills to help a family caught in the middle of a protest.,0.0,130,28,5,6,3,14.0,4.642857142857143,0,0.0,0.0,3.571428571428571,0.0,26,0,0,0,2,1,1,0,0,26,0,1,1,-35.0,-8.0,0.0,-7.0,1.0,-22.0,0.06,0.0,0.0,0.0,3.57,-2.78,-1.0,0.0,0.0,0.0,2.0,1.0,-1.0,0.0,0.0,-1.0,0.0,1.0,-1.0,-0.53,-0.8,-0.56,0.15,0.36,-1.76,0.06,-0.02,8.89,0.0,1.22,-0.26,1.75,-0.14,-0.05,-0.16,0.65,0.43,-0.66,0.0,0.0,1.75,0.0,0.43,-0.66
2,'The Bachelor': Ashley I. Thinks Madison Will Leave Before Getting Final Rose From Peter Weber Access Peter Weber begs 'Bachelor' frontrunner to 'not walk away' following sex confession Yahoo Movies ‘Bachelor’ Fans Are Convinced a Massive Spoiler Got Tweeted …,The Supreme Court agreed Monday to hear an appeal by a Catholic foster agency that argues it's in danger of losing its government contract because it refuses to recruit or certify same sex couples as potential foster parents.,0.0,221,40,6,28,2,20.0,5.525,0,0.0,0.0,0.0,2.5,36,0,0,0,1,0,0,0,0,36,0,0,0,33.0,2.0,-2.0,14.0,0.0,-18.0,0.58,0.0,0.0,0.0,-2.63,-5.39,2.0,0.0,-1.0,0.0,1.0,0.0,-2.0,0.0,0.0,2.0,0.0,0.0,-2.0,23.14,3.04,0.11,5.65,0.19,-2.26,0.15,-0.02,3.34,0.0,0.05,0.0,4.91,-0.14,-0.05,-0.16,0.65,0.26,-0.82,0.0,0.0,4.91,0.0,0.26,-0.82
