,Text,Reference,Label,# of Characters,# of Words,# of Verbs,# of Noun,# of Sentence,Average # of Words per Sentence,Average # of Characters per Words,# of Question Marks,% of Subjective Verbs,% of Passive Voice,% of Positive Words,% of Negative Words,# of Unique Wrods/Terms,# of Misspelled Words,# of Causation Terms,% of generalizing terms,% of # and quantifiers,1st person pronouns,2nd and 3rd person pronouns,Exclusive term,# of exclamation marks,Lexical,Singular pronouns(1st person),Group ref pronouns(1st person),2nd 3rd pronouns,# of Characters- sub,# of Words- sub,# of Verbs- sub,# of Noun- sub,# of Sentence- sub,Average # of Words per Sentence- sub,Average # of Characters per Words- sub,# of Question Marks- sub,% of Subjective Verbs- sub,% of Passive Voice- sub,% of Positive Words- sub,% of Negative Words- sub,# of Unique Wrods/Terms- sub,# of Misspelled Words- sub,# of Causation Terms- sub,% of generalizing terms- sub,% of # and quantifiers- sub,1st person pronouns- sub,2nd and 3rd person pronouns- sub,Exclusive term- sub,# of exclamation marks- sub,Lexical- sub,Singular pronouns(1st person)- sub,Group ref pronouns(1st person)- sub,2nd 3rd pronouns- sub,# of Characters- avg sub,# of Words- avg sub,# of Verbs- avg sub,# of Noun- avg sub,# of Sentence- avg sub,Average # of Words per Sentence- avg sub,Average # of Characters per Words- avg sub,# of Question Marks- avg sub,% of Subjective Verbs- avg sub,% of Passive Voice- avg sub,% of Positive Words- avg sub,% of Negative Words- avg sub,# of Unique Wrods/Terms- avg sub,# of Misspelled Words- avg sub,# of Causation Terms- avg sub,% of generalizing terms- avg sub,% of # and quantifiers- avg sub,1st person pronouns- avg sub,2nd and 3rd person pronouns- avg sub,Exclusive term- avg sub,# of exclamation marks- avg sub,Lexical- avg sub,Singular pronouns(1st person)- avg sub,Group ref pronouns(1st person)- avg sub,2nd 3rd pronouns- avg sub
26,"Wuhan's health bureau announced Tuesday that Liu Zhiming, director of a hospital in the hard-hit Chinese city, is at least the seventh health worker to die of the COVID-19 disease.","The novel coronavirus has infected more than 43,100 people worldwide as it continues to spread. Follow here for the latest",1.0,151.0,30.0,3.0,14.0,2.0,30.0,5.033333333333333,0.0,33.33333333333333,0.0,0.0,6.666666666666667,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,48.0,10.0,-1.0,10.0,0.0,20.0,-0.12,0.0,33.33,0.0,0.0,1.67,3.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,3.0,0.0,0.0,-1.0,-10.8,-3.39,-0.03,-2.13,-0.1,0.72,0.24,-0.03,-7.26,0.0,1.09,0.35,-3.21,-0.04,-0.05,-0.03,-0.24,-0.06,-0.34,-0.04,0.0,-3.21,-0.01,-0.09,-0.34
27,"While WHO has said the risk of COVID-19 spreading worldwide is now ""very high"", officials have suggested that efforts to combat the virus are still in the containment phase. But some medical experts believe that the containment stage has long since passed and…","In the next two decades, the world could see a 60% increase in the number of cancer cases, according to a new report from the World Health Organization. In low- and middle-income countries, the increase could be as high as 81%.",1.0,218.0,43.0,11.0,13.0,2.0,21.5,5.069767441860465,0.0,18.181818181818183,0.0,0.0,4.651162790697675,33.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,31.0,2.0,6.0,-1.0,-1.0,1.0,0.51,0.0,-1.82,0.0,0.0,2.21,7.0,0.0,0.0,1.0,-3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,-8.94,-2.96,0.17,-2.06,-0.11,0.57,0.23,-0.03,-6.95,0.0,0.99,0.36,-2.93,-0.04,-0.05,0.0,-0.25,-0.06,-0.35,-0.04,0.0,-2.93,-0.01,-0.09,-0.35
28,"Two MPs - one Conservative, one Liberal - are proposing new laws on two very controversial topics: abortion and hard drug use. They may be acting out of conviction, but they're putting their party leaders under pressure.","Starting today, you will notice that CNN is using the term pandemic to describe the current coronavirus outbreak. It is not a decision we take lightly. While we know it sounds alarming, it should not cause panic.",1.0,184.0,37.0,7.0,12.0,3.0,18.5,4.972972972972973,0.0,28.57142857142857,0.0,0.0,5.405405405405405,33.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,33.0,0.0,0.0,2.0,8.0,0.0,-6.0,4.0,-1.0,6.17,0.22,0.0,13.19,0.0,0.0,-2.7,6.0,0.0,-1.0,0.0,4.0,-2.0,-1.0,0.0,0.0,6.0,0.0,-2.0,-1.0,-8.39,-2.76,0.23,-2.03,-0.09,0.33,0.21,-0.03,-6.3,0.0,0.91,0.4,-2.68,-0.04,-0.05,-0.0,-0.13,-0.06,-0.29,-0.04,0.0,-2.68,-0.01,-0.09,-0.29
29,The Liberal government tabled legislation Monday to amend the rules on medical assistance in dying (MAID).,"The number of novel coronavirus cases has risen to more than 64,000 worldwide, after China reported another major increase at the epicenter of the outbreak following a change in how authorities there diagnose cases.",1.0,91.0,16.0,3.0,6.0,2.0,16.0,5.6875,0.0,0.0,0.0,0.0,6.25,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,-91.0,-18.0,-1.0,-5.0,0.0,-18.0,0.33,0.0,0.0,0.0,0.0,3.31,-14.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-14.0,0.0,0.0,0.0,-10.97,-3.28,0.14,-2.2,-0.09,0.02,0.22,-0.03,-6.66,0.0,0.83,0.46,-3.01,-0.04,-0.05,-0.01,-0.14,-0.06,-0.31,-0.04,0.0,-3.01,-0.01,-0.09,-0.31
30,"The decision to quarantine some 3,700 people on board the Diamond Princess cruise ship in Japan amid an outbreak of coronavirus is unprecedented. But experts say it's also likely doing more harm than good.","The head of the World Health Organization (WHO) said that public health officials are operating in ""unchartered territory"" as they combat the spread of the novel coronavirus, which has infected more than 90,000 people across 73 countries and territories as of…",1.0,172.0,34.0,5.0,12.0,3.0,17.0,5.0588235294117645,0.0,20.0,0.0,2.941176470588235,5.88235294117647,34.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,-48.0,-7.0,-1.0,-2.0,2.0,-24.0,-0.31,0.0,3.33,0.0,2.94,3.44,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.77,-3.18,0.13,-2.17,-0.07,-0.24,0.21,-0.03,-6.34,0.0,0.85,0.5,-2.73,-0.04,-0.05,0.02,-0.13,-0.06,-0.32,-0.04,0.0,-2.73,-0.01,-0.09,-0.32
31,"Hosni Mubarak, the Egyptian leader who for nearly 30 years was the resolute face of stability in the Mideast before being forced by the military to resign after nationwide protests that were part of the Arab world's 2011 pro-democracy upheaval, died on Tuesda…",A new analysis finds there's no support for current recommendations that two-year-olds move from full-fat to reduced-fat dairy products to reduce risk for obesity and heart problems.,1.0,218.0,43.0,6.0,14.0,1.0,43.0,5.069767441860465,0.0,33.33333333333333,0.0,4.651162790697675,6.976744186046512,36.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,62.0,16.0,2.0,4.0,-1.0,16.0,-0.71,0.0,33.33,0.0,-2.76,-0.43,13.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,-9.15,-2.81,0.14,-2.08,-0.11,0.33,0.2,-0.03,-5.62,0.0,0.92,0.58,-2.42,-0.04,-0.05,0.01,-0.08,-0.06,-0.33,-0.04,0.0,-2.42,-0.01,-0.09,-0.33
32,"Among some Democrats, there are fears that the billionaire candidate Mike Bloomberg will merely patch up the U.S. economy, rather than bring real and essential change that could help the disenfranchised.","While there's no doubt that having your vacation interrupted by a fast-spreading virus that's infected more than 108,000 globally and killed more than 3,800 is a major inconvenience, there are surely worse places to be confined than a luxury Maldives resort.",1.0,173.0,31.0,6.0,9.0,4.0,10.666666666666666,5.580645161290323,0.0,16.666666666666664,0.0,0.0,3.225806451612903,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,-45.0,-10.0,-4.0,1.0,2.0,-30.33,0.26,0.0,-13.33,0.0,-2.44,-13.85,-7.0,0.0,0.0,1.0,-2.0,0.0,-1.0,0.0,0.0,-7.0,0.0,0.0,-1.0,-8.99,-2.82,0.16,-2.14,-0.05,-0.11,0.21,-0.03,-5.46,0.0,0.85,0.54,-2.42,-0.04,-0.05,0.04,-0.1,-0.06,-0.34,-0.04,0.0,-2.42,-0.01,-0.09,-0.34
33,"2 new NYC coronavirus patients in ICU, de Blasio says Fox News Five more New York coronavirus cases confirmed, bringing state total to 11 New York Post How coronavirus spread in New York: From a man to his family. Then a neighbor. Then friends. The Washington…","On Monday, a German politician did what could have been seen as the ultimate faux paus -- he rejected a handshake from his head of state, Chancellor Angela Merkel.",1.0,215.0,46.0,4.0,25.0,4.0,11.5,4.673913043478261,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,30.0,0.0,0.0,1.0,80.0,17.0,-2.0,15.0,2.0,-17.5,0.02,0.0,-16.67,0.0,0.0,-3.45,3.0,0.0,0.0,0.0,2.0,0.0,-1.0,0.0,0.0,3.0,0.0,0.0,-1.0,-7.6,-2.39,0.11,-1.73,-0.0,-0.5,0.19,-0.03,-5.79,0.0,0.78,0.41,-2.31,-0.04,-0.05,0.03,-0.05,-0.06,-0.32,-0.04,0.0,-2.31,-0.01,-0.09,-0.32
34,"Language has a lot of power, and labelling people as 'addicts' lowers self-esteem, adds to social isolation, and can prevent people from getting needed care, writes Dr. Laura MacKinnon.","In offices across Asia, desks are empty, as the region grapples with the deadly coronavirus. Instead, millions are participating in what may be the world's biggest work-from-home experiment.",1.0,157.0,29.0,9.0,12.0,3.0,14.5,5.413793103448276,0.0,0.0,0.0,0.0,3.4482758620689653,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,-6.0,1.0,3.0,4.0,0.0,0.5,-0.41,0.0,-50.0,0.0,0.0,-0.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-7.95,-2.47,0.22,-1.72,0.02,-0.79,0.19,-0.03,-6.11,0.0,0.71,0.38,-2.34,-0.04,-0.05,0.03,-0.07,-0.06,-0.33,-0.04,0.0,-2.34,-0.01,-0.09,-0.33
35,"The Trudeau government is set to introduce legislation Monday amending the Criminal Code to ban conversion therapy, a controversial practice that aims to change the sexual orientation, gender identity or expression of LGBTQ people.","More and more people face 14-day quarantines as health officials around the world try to stem the tide of the coronavirus outbreak, which has killed more than 700 people and infected more than 34,000.",1.0,198.0,34.0,7.0,15.0,2.0,34.0,5.823529411764706,0.0,14.285714285714285,0.0,0.0,2.941176470588235,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,31.0,0.0,2.0,5.0,0.0,0.0,0.91,0.0,14.29,0.0,0.0,-5.88,7.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,-7.14,-2.41,0.26,-1.62,0.01,-0.51,0.2,-0.03,-6.01,0.0,0.65,0.34,-2.26,-0.04,-0.05,0.02,-0.09,-0.06,-0.34,-0.04,0.0,-2.26,-0.01,-0.09,-0.34
36,A self-employed Vancouver mother says she can't afford to miss work even if she might have symptoms of COVID-19 because she doesn't have paid sick leave.,"President Donald Trump made 56 false claims last week -- repeating one of his conspiracy theories about the 2016 election, promoting new fiction about impeachment witness Lt. Col. Alexander Vindman, and inflating his accomplishments and his standing in the po…",1.0,128.0,26.0,9.0,6.0,2.0,26.0,4.923076923076923,0.0,0.0,0.0,7.6923076923076925,11.538461538461538,21.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,21.0,0.0,0.0,3.0,-93.0,-14.0,5.0,-11.0,-1.0,12.67,-0.6,0.0,0.0,0.0,5.19,4.04,-10.0,0.0,1.0,0.0,-3.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,-8.27,-2.57,0.35,-1.77,-0.0,-0.47,0.19,-0.03,-6.3,0.0,0.8,0.53,-2.41,-0.04,-0.02,0.02,-0.1,-0.06,-0.27,-0.04,0.0,-2.41,-0.01,-0.09,-0.27
37,"As 14-day quarantines for the coronavirus continue both at CFB Trenton and on a luxury cruise ship, those in isolation contend with the psychological effects and try to fend off cabin fever.","Treinta y cuatro estados y la capital de EE.UU. han confirmado casos de nuevos coronavirus, pero la crisis continúa creciendo a bordo de cruceros en el mar.",1.0,159.0,32.0,3.0,11.0,2.0,32.0,4.96875,0.0,0.0,0.0,3.125,9.375,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,29.0,5.0,1.0,-3.0,-2.0,22.67,0.15,0.0,0.0,0.0,3.12,1.97,8.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,-8.52,-2.56,0.28,-1.78,-0.01,-0.27,0.18,-0.03,-6.58,0.0,0.82,0.66,-2.36,-0.04,-0.02,0.02,-0.12,-0.06,-0.28,-0.04,0.0,-2.36,-0.01,-0.09,-0.28
38,"Access to provincial health care for veterans and their families can be “disjointed and irregular” depending upon where they live in the country, say internal federal documents.","Vanessa Kerry writes that the story of Osmel Martinez Azcue, a man charged over $3,000 for taking responsible action and visiting a hospital to be screened for the novel coronavirus after he returned from China with flu-like symptoms, proves that if we are go…",1.0,151.0,27.0,6.0,8.0,2.0,27.0,5.592592592592593,0.0,16.666666666666664,0.0,0.0,3.7037037037037033,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,1.0,-66.0,-17.0,-3.0,-5.0,1.0,-17.0,0.66,0.0,-5.56,0.0,-2.27,1.43,-11.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-11.0,0.0,-1.0,0.0,-8.96,-2.68,0.29,-1.87,-0.02,-0.21,0.18,-0.03,-6.41,0.0,0.76,0.64,-2.39,-0.04,-0.03,0.01,-0.13,-0.06,-0.26,-0.04,0.0,-2.39,-0.01,-0.09,-0.26
39,"Doctors and other health-care workers fighting the coronavirus outbreak in China don't have any specific treatments to use against this new virus. When they try to treat severe cases, they're walking a tightrope aiming to find just the right level of immune r…","A group of family members of residents at a nursing home in Kirkland, Washington, want more answers on the conditions of their loved ones, including residents who they claim have died without being tested for the coronavirus.",1.0,218.0,43.0,10.0,11.0,2.0,21.5,5.069767441860465,0.0,0.0,0.0,2.3255813953488373,6.976744186046512,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,29.0,6.0,3.0,-2.0,0.0,-15.5,-0.04,0.0,0.0,0.0,-0.38,4.27,8.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,8.0,0.0,0.0,-1.0,-7.71,-2.39,0.4,-1.88,-0.03,-0.3,0.18,-0.03,-6.67,0.0,0.76,0.69,-2.09,-0.04,-0.03,0.01,-0.14,-0.06,-0.27,-0.04,0.0,-2.09,-0.01,-0.09,-0.27
40,"A 105-year-old who lives on her own in west London, Ont. is wondering why her personal support worker's home care visits were cut back from three times a day to once a day.","There are already clusters of infection in several areas of the country. Financial markets are in turmoil, global travel is grinding to a halt, and many people worry about the safety of travel, work, school and meetings. Covid-19 is likely to get a lot worse …",1.0,140.0,33.0,6.0,10.0,3.0,16.5,4.242424242424242,0.0,33.33333333333333,0.0,3.0303030303030303,0.0,29.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,29.0,0.0,0.0,4.0,-75.0,-13.0,-1.0,-7.0,0.0,1.17,-0.43,0.0,-23.81,0.0,0.86,-8.7,0.0,0.0,0.0,-1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,-8.42,-2.37,0.41,-1.91,-0.01,-0.49,0.15,-0.03,-6.11,0.0,0.78,0.58,-2.03,-0.04,-0.03,0.0,-0.13,-0.06,-0.19,-0.04,0.0,-2.03,-0.01,-0.09,-0.19
41,"The picture of the coronavirus outbreak now coming into focus is one of mostly mild cases, with increased risk of severe symptoms and death for the elderly and patients with pre-existing conditions, a new Chinese study suggests.",Italian Prime Minister Giuseppe Conte signed a decree early Sunday that will put millions of people across   northern Italy under lockdown due to the novel coronavirus.,1.0,192.0,37.0,4.0,11.0,2.0,37.0,5.1891891891891895,0.0,25.0,0.0,0.0,13.513513513513514,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,51.0,11.0,1.0,2.0,0.0,11.0,-0.23,0.0,25.0,0.0,0.0,13.51,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-7.86,-2.24,0.36,-1.92,-0.02,-0.2,0.14,-0.03,-5.77,0.0,0.73,0.79,-1.99,-0.04,-0.03,0.0,-0.12,-0.06,-0.2,-0.04,0.0,-1.99,-0.01,-0.09,-0.2
42,"As a seniors' residence in Washington state continues to be at the centre of one COVID-19 outbreak, long-term care homes in Canada are preparing should the coronavirus come to one of their facilities.","A patient being treated for novel coronavirus at UC Davis Medical Center was admitted to the facility last week but wasn't tested until Sunday, according to a letter sent to UC Davis staff and obtained by CNN.",1.0,168.0,33.0,5.0,13.0,2.0,33.0,5.090909090909091,0.0,40.0,0.0,0.0,3.0303030303030303,23.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,23.0,0.0,0.0,1.0,-5.0,-4.0,-4.0,-1.0,0.0,-4.0,0.42,0.0,28.89,0.0,-2.7,3.03,-7.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,-7.0,0.0,0.0,1.0,-7.88,-2.22,0.35,-1.88,-0.02,-0.0,0.14,-0.03,-5.09,0.0,0.68,0.75,-2.08,-0.04,-0.03,-0.0,-0.08,-0.06,-0.19,-0.04,0.0,-2.08,-0.01,-0.09,-0.19
43,"Two families in Guysborough County, N.S., became forever bound by tragedy in 2017 after an Afghanistan veteran with a complex mental illness — and a history of conflict in his marriage — fatally shot his wife, mother, daughter and himself.","Fourteen passengers from the Diamond Princess had tested positive for coronavirus before they boarded evacuation flights, the US departments of State and Health and Human Services said while the flights were en route to the Texas and California.",1.0,200.0,40.0,3.0,17.0,4.0,14.0,5.0,0.0,0.0,0.0,0.0,12.5,29.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,29.0,0.0,0.0,2.0,-8.0,2.0,-2.0,1.0,2.0,-24.0,-0.47,0.0,-20.0,0.0,-2.63,12.5,-2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,-2.0,0.0,0.0,2.0,-7.18,-2.04,0.29,-1.75,0.01,-0.25,0.13,-0.03,-5.36,0.0,0.63,0.93,-2.02,-0.04,-0.03,-0.01,-0.05,-0.06,-0.15,-0.04,0.0,-2.02,-0.01,-0.09,-0.15
44,"A fire swept through a Haitian children's home run by a Pennsylvania-based non-profit group, killing 13 children, health-care workers said Friday.","Health care is a big issue for Democratic voters this year. But for Republicans, not so much.",1.0,126.0,21.0,3.0,8.0,2.0,21.0,6.0,0.0,0.0,0.0,0.0,4.761904761904762,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,49.0,4.0,2.0,2.0,-1.0,12.5,1.47,0.0,-100.0,0.0,0.0,-1.12,4.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-8.15,-2.29,0.23,-1.83,0.01,-0.34,0.15,-0.03,-5.62,0.0,0.58,0.92,-2.19,-0.04,-0.03,-0.01,-0.04,-0.06,-0.16,-0.04,0.0,-2.19,-0.01,-0.09,-0.16
45,"Federal authorities announced an investigation of the Seattle-area nursing home at the centre of an outbreak of the new coronavirus as the U.S. death toll climbed to 11, including the first fatality outside Washington state.","As Democrats push forward in the fight for the party's presidential nomination, one issue is at the top of voters' minds: Health care.",1.0,190.0,35.0,3.0,14.0,4.0,12.0,5.428571428571429,0.0,0.0,0.0,0.0,8.571428571428571,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,78.0,12.0,1.0,4.0,2.0,-11.0,0.56,0.0,-50.0,0.0,-4.35,4.22,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,-7.68,-2.22,0.17,-1.77,0.04,-0.61,0.15,-0.03,-5.86,0.0,0.54,1.0,-2.21,-0.04,-0.03,-0.01,-0.03,-0.06,-0.17,-0.04,0.0,-2.21,-0.01,-0.09,-0.17
46,"As the number of coronavirus cases in China rose again by the end of Thursday, South Korea's fourth-largest city struggled to cope with a spike in illnesses after what authorities described as a ""super-spreading event"" at a church.",The future of the nation's health care system now lies in the hands of the Supreme Court.,1.0,194.0,38.0,4.0,14.0,2.0,38.0,5.105263157894737,0.0,0.0,0.0,0.0,2.631578947368421,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,121.0,21.0,3.0,6.0,0.0,21.0,0.81,0.0,0.0,0.0,0.0,-3.25,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,-7.16,-2.1,0.14,-1.71,0.04,-0.32,0.14,-0.03,-6.09,0.0,0.49,0.95,-2.16,-0.04,-0.03,-0.02,-0.05,-0.06,-0.18,-0.04,0.0,-2.16,-0.01,-0.09,-0.18
47,"Four years ago, Sen. Bernie Sanders' momentum stalled in the southwest. A setback in Nevada followed his impressive early showing in less-diverse Iowa and New Hampshire, and it foreshadowed what happened next: a campaign-ending string of defeats in states wit…","The Trump administration wants to slash billions of dollars in federal support from Medicaid, food stamps and other safety net programs for the poor, while largely sparing the Medicare program that benefits seniors.",1.0,221.0,40.0,5.0,15.0,3.0,13.333333333333334,5.525,0.0,0.0,0.0,5.0,2.5,34.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,34.0,0.0,0.0,2.0,38.0,7.0,2.0,0.0,1.0,-19.67,-0.02,0.0,0.0,0.0,-1.06,-0.53,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,-6.09,-1.93,0.13,-1.64,0.05,-0.56,0.15,-0.03,-6.32,0.0,0.55,0.9,-2.0,-0.04,-0.03,-0.02,-0.04,-0.06,-0.15,-0.04,0.0,-2.0,-0.01,-0.09,-0.15
48,"Calling himself ""a proud feminist,"" UN Secretary-General Antonio Guterres lashed out at men who abuse power and declared before Sunday's observances of International Women's Day that the fight for gender equality is ""the biggest human rights challenge we face…","When President Donald Trump appointed Vice President Mike Pence in charge of the US government's response to the novel coronavirus on Wednesday, he said the former Indiana governor had ""a certain talent for this.""",1.0,222.0,39.0,6.0,17.0,1.0,39.0,5.6923076923076925,0.0,16.666666666666664,0.0,2.564102564102564,2.564102564102564,39.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39.0,0.0,1.0,0.0,42.0,5.0,3.0,1.0,-1.0,21.5,0.4,0.0,16.67,0.0,-0.38,2.56,10.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,10.0,0.0,1.0,-1.0,-5.04,-1.8,0.14,-1.53,0.02,-0.26,0.16,-0.03,-6.19,0.0,0.57,0.85,-1.74,-0.04,-0.03,-0.02,-0.05,-0.04,-0.16,-0.04,0.0,-1.74,-0.01,-0.07,-0.16
49,"A man accused of fatally stabbing two people who prosecutors say tried to stop his racist tirade against two young black women on a Portland, Ore., commuter train was convicted of murder Friday.","Michael Bloomberg last year referred to transgender people as ""he, she, or it"" and ""some guy wearing a dress"" while arguing that presidential campaigns centered on social issues aren't relevant to most voters.",1.0,162.0,33.0,7.0,12.0,3.0,17.0,4.909090909090909,0.0,14.285714285714285,0.0,0.0,9.090909090909092,29.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,29.0,0.0,0.0,1.0,-15.0,0.0,1.0,3.0,1.0,-16.0,-0.45,0.0,14.29,0.0,0.0,6.06,-2.0,0.0,0.0,-1.0,2.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,-5.24,-1.78,0.17,-1.52,0.03,-0.41,0.15,-0.03,-6.12,0.0,0.52,0.94,-1.7,-0.04,-0.03,-0.02,-0.02,-0.04,-0.15,-0.04,0.0,-1.7,-0.01,-0.07,-0.15
50,"Mainland China reported Wednesday 1,749 new cases and 136 additional deaths. While the overall spread of the COVID-19 illness has been slowing, the situation remains severe in Hubei province, which has Wuhan as its capital.","In a sign of Amy Klobuchar's determination to stop Bernie Sanders from becoming the Democratic presidential nominee, her campaign argued in a memo released Monday that the Minnesota senator is the moderate best positioned to beat him.",1.0,189.0,35.0,6.0,13.0,3.0,17.5,5.4,0.0,16.666666666666664,0.0,0.0,5.714285714285714,30.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,30.0,0.0,0.0,1.0,-9.0,-2.0,-1.0,1.0,1.0,-19.5,0.05,0.0,2.38,0.0,-2.7,5.71,0.0,0.0,0.0,1.0,2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-4.9,-1.74,0.18,-1.5,0.05,-0.55,0.15,-0.03,-6.0,0.0,0.48,0.95,-1.64,-0.04,-0.03,-0.01,0.0,-0.04,-0.14,-0.04,0.0,-1.64,-0.01,-0.07,-0.14
51,"U.S. President Donald Trump's visit to the Centers for Disease Control and Prevention on Friday turned into a scattershot defence of his administration's handling of the coronavirus outbreak, veering into political score-settling, exaggerations and talk harki…",Maine primary voters on Tuesday voted to uphold a state law that eliminated philosophical and religious exemptions for mandated childhood vaccines.,1.0,225.0,36.0,3.0,18.0,3.0,12.333333333333334,6.25,0.0,0.0,0.0,0.0,2.7777777777777777,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0,0.0,1.0,98.0,15.0,-1.0,10.0,1.0,-8.67,0.2,0.0,0.0,0.0,-4.76,2.78,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,-3.88,-1.67,0.14,-1.38,0.06,-0.78,0.17,-0.03,-6.21,0.0,0.45,0.91,-1.62,-0.04,-0.03,-0.01,-0.01,-0.04,-0.14,-0.04,0.0,-1.62,-0.01,-0.07,-0.14
52,"Australia's major grocers put strict limits on purchases of toilet paper on Wednesday after a rush of panic buying related to coronavirus fears emptied shelves, as the country recorded its third case of local transmission of the disease.","Tuesday night's debate was a frenetic free-for-all, with six candidates all trying to knock Democratic presidential front-runner Bernie Sanders off the course of claiming the party's nomination.",1.0,200.0,38.0,4.0,14.0,2.0,38.0,5.2631578947368425,0.0,0.0,0.0,0.0,10.526315789473683,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,0.0,0.0,1.0,32.0,11.0,0.0,3.0,0.0,11.0,-0.96,0.0,-25.0,0.0,0.0,3.12,5.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,-3.37,-1.57,0.11,-1.34,0.05,-0.52,0.16,-0.03,-6.41,0.0,0.41,1.02,-1.56,-0.04,-0.03,-0.01,-0.02,-0.04,-0.13,-0.04,0.0,-1.56,-0.01,-0.07,-0.13
