,Text,Reference,Label,# of Characters,# of Words,# of Verbs,# of Noun,# of Sentence,Average # of Words per Sentence,Average # of Characters per Words,# of Question Marks,% of Subjective Verbs,% of Passive Voice,% of Positive Words,% of Negative Words,# of Unique Wrods/Terms,# of Misspelled Words,# of Causation Terms,% of generalizing terms,% of # and quantifiers,1st person pronouns,2nd and 3rd person pronouns,Exclusive term,# of exclamation marks,Lexical,Singular pronouns(1st person),Group ref pronouns(1st person),2nd 3rd pronouns,# of Characters- sub,# of Words- sub,# of Verbs- sub,# of Noun- sub,# of Sentence- sub,Average # of Words per Sentence- sub,Average # of Characters per Words- sub,# of Question Marks- sub,% of Subjective Verbs- sub,% of Passive Voice- sub,% of Positive Words- sub,% of Negative Words- sub,# of Unique Wrods/Terms- sub,# of Misspelled Words- sub,# of Causation Terms- sub,% of generalizing terms- sub,% of # and quantifiers- sub,1st person pronouns- sub,2nd and 3rd person pronouns- sub,Exclusive term- sub,# of exclamation marks- sub,Lexical- sub,Singular pronouns(1st person)- sub,Group ref pronouns(1st person)- sub,2nd 3rd pronouns- sub,# of Characters- avg sub,# of Words- avg sub,# of Verbs- avg sub,# of Noun- avg sub,# of Sentence- avg sub,Average # of Words per Sentence- avg sub,Average # of Characters per Words- avg sub,# of Question Marks- avg sub,% of Subjective Verbs- avg sub,% of Passive Voice- avg sub,% of Positive Words- avg sub,% of Negative Words- avg sub,# of Unique Wrods/Terms- avg sub,# of Misspelled Words- avg sub,# of Causation Terms- avg sub,% of generalizing terms- avg sub,% of # and quantifiers- avg sub,1st person pronouns- avg sub,2nd and 3rd person pronouns- avg sub,Exclusive term- avg sub,# of exclamation marks- avg sub,Lexical- avg sub,Singular pronouns(1st person)- avg sub,Group ref pronouns(1st person)- avg sub,2nd 3rd pronouns- avg sub
4,"House Speaker Nancy Pelosi has vowed to write her own federal spending plan, rejecting Donald Trump's latest budget proposal as ""heartless.""The Democratic leader, echoed by Senate Minority Leader Chuck Schumer, used a midday press conference to slam the presi…",Este es el momento para la pregunta definitiva sobre el movimiento de Bernie Sanders: ¿está Estados Unidos preparado para un presidente socialista democrático?,0.0,222,39,7,21,2,20.0,5.6923076923076925,0,0.0,0.0,0.0,5.128205128205128,37,0,0,0,0,0,2,0,0,37,0,0,2,85.0,16.0,6.0,5.0,1.0,-3.0,-0.26,-1.0,0.0,0.0,0.0,5.13,18.0,-4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,18.0,0.0,0.0,2.0,-2.27,-1.14,2.88,-2.92,-0.55,0.32,0.03,-0.09,-6.94,0.0,-1.84,0.71,-0.15,-0.57,0.0,0.0,0.15,-0.17,0.15,-0.04,0.0,-0.15,0.0,-0.22,0.15
5,"""So it's about the delivery. That's a lot of money that you are effectively spending that you are getting nothing,"" Powell said at a Senate hearing.","[OPINIÓN] La nueva regla de carga pública, impulsada por el gobierno Trump, básicamente ""crea una prueba de riqueza para inmigrantes que se basa en factores como su edad, salud, educación, ingresos y recursos"", asegura Steve Tobocman.",0.0,123,26,7,7,3,13.0,4.730769230769231,0,28.57142857142857,0.0,3.8461538461538463,0.0,18,0,0,0,0,0,2,0,0,18,0,0,2,-76.0,-10.0,4.0,-15.0,1.0,-23.0,-0.8,0.0,28.57,0.0,3.85,0.0,-16.0,-3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-16.0,0.0,0.0,2.0,-10.7,-2.24,2.81,-3.69,-0.35,-1.62,-0.06,-0.09,-2.96,0.0,-1.19,0.21,-1.85,-0.57,0.0,0.0,0.01,-0.17,0.35,-0.04,0.0,-1.85,0.0,-0.22,0.35
6,"Frank Wucinski and his 3-year-old daughter Annabel evacuated Wuhan, China, in February and were then quarantined at Marine Corps Station Miramar, near San Diego, for two weeks.","Vanessa Kerry writes that the story of Osmel Martinez Azcue, a man charged over $3,000 for taking responsible action and visiting a hospital to be screened for the novel coronavirus after he returned from China with flu-like symptoms, proves that if we are go…",0.0,150,27,3,14,2,27.0,5.555555555555555,0,33.33333333333333,0.0,0.0,0.0,25,0,0,0,1,0,1,0,0,25,0,0,1,-67.0,-17.0,-6.0,1.0,1.0,-17.0,0.62,0.0,11.11,0.0,-2.27,-2.27,-11.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-11.0,0.0,-1.0,0.0,-12.87,-2.88,2.19,-3.24,-0.35,-1.0,-0.0,-0.09,0.57,0.0,-1.29,-0.14,-2.06,-0.57,0.0,0.0,0.06,-0.17,0.35,-0.04,0.0,-2.06,0.0,-0.22,0.35
7,"In a move that other states might want to emulate, New York State Governor Andrew M. Cuomo said that the state's Department of Financial Services is requiring health insurers in the state to waive cost sharing associated with testing for the new coronavirus, …",Another strikeout for the Trump administration in court.,0.0,217,44,10,19,2,22.0,4.931818181818182,0,10.0,0.0,0.0,0.0,37,0,0,0,0,0,0,0,0,37,0,0,0,168.0,36.0,9.0,15.0,0.0,14.0,-1.19,0.0,10.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,-6.12,-1.24,2.6,-2.27,-0.35,-1.16,-0.04,-0.09,0.29,0.0,-1.36,-0.4,-0.72,-0.57,0.0,0.0,-0.03,-0.17,0.22,-0.04,0.0,-0.72,0.0,-0.22,0.22
8,"Alternative and holistic healthcare seekers in the Los Angeles area have a new service they can turn to in WellSet, the listing platform that launched on Tuesday. Through the service, customers coming off of the company's existing waitlist can access its mark…","The Trump administration wants to slash billions of dollars in federal support from Medicaid, food stamps and other safety net programs for the poor, while largely sparing the Medicare program that benefits seniors.",0.0,219,42,7,16,2,21.0,5.214285714285714,0,0.0,0.0,0.0,0.0,34,0,0,0,0,0,1,0,0,34,0,0,1,36.0,9.0,4.0,1.0,0.0,-12.0,-0.33,0.0,0.0,0.0,-6.06,-3.03,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,-0.65,-0.18,2.59,-1.86,-0.35,-1.39,-0.04,-0.09,-1.03,0.0,-1.41,-0.61,-0.01,-0.57,0.0,0.0,-0.1,-0.17,0.24,-0.04,0.0,-0.01,0.0,-0.22,0.24
9,"In a press conference late on Friday, Vice President Mike Pence said that the government will finally have the capacity to provide over 1 million tests for the novel coronavirus, COVID-19. Joined by representatives of the Food and Drug Administration, the Cen…","Mike Bloomberg has vowed as a Democratic candidate for president to ""strengthen entitlement programs."" But when he was mayor of New York City, Bloomberg twice compared Social Security to a ""Ponzi scheme"" and repeatedly said cuts to that program as well as Med…",0.0,219,42,5,17,2,21.0,5.214285714285714,0,0.0,0.0,0.0,0.0,37,0,0,0,2,0,0,0,0,37,0,0,0,1.0,-1.0,-1.0,0.0,0.0,-1.0,0.14,0.0,-16.67,0.0,-2.33,0.0,4.0,0.0,0.0,0.0,2.0,0.0,-1.0,0.0,0.0,4.0,0.0,0.0,-1.0,3.73,0.66,2.38,-1.42,-0.35,-1.58,-0.04,-0.09,-2.09,0.0,-1.45,-0.77,0.85,-0.57,0.0,0.0,0.05,-0.17,0.15,-0.04,0.0,0.85,0.0,-0.22,0.15
10,"Bernie's New Coalition Put to Test in SCarolina... (First column, 6th story, link ) Related stories: Obama Asks TV Stations to Take Down Anti-Biden Ads in His Voice... Dem Leaders Willing to Risk Party Damage to Stop Sanders... Angst over keeping House contro…","As Democrats push forward in the fight for the party's presidential nomination, one issue is at the top of voters' minds: Health care.",0.0,218,43,4,28,4,10.75,5.069767441860465,0,0.0,0.0,0.0,0.0,37,0,0,0,1,0,0,0,0,37,0,0,0,106.0,20.0,2.0,18.0,2.0,-12.25,0.2,0.0,-50.0,0.0,-4.35,-4.35,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,7.22,1.44,2.11,-0.07,-0.17,-2.67,-0.05,-0.09,-2.95,0.0,-1.49,-0.91,1.56,-0.57,0.0,0.0,0.08,-0.17,0.08,-0.04,0.0,1.56,0.0,-0.22,0.08
11,"Coronavirus outbreak: COVID-19 treatment covered by private insurance, Medicaid & Medicare Global News COVID-19 Isn’t As Deadly As We Think Slate Coronavirus Q&A: Expert answers your questions on Covid-19 Channel 4 News Coronavirus confirmed cases and fatalit…","A major part of the Affordable Care Act -- the expansion of the Medicaid program -- may be linked to lower rates of women dying in pregnancy, childbirth or about six weeks postpartum, according to a new study.",0.0,224,37,3,24,1,37.0,6.054054054054054,0,0.0,0.0,0.0,2.7027027027027026,28,0,0,0,1,0,1,0,0,28,0,0,1,52.0,-1.0,-2.0,10.0,-1.0,-1.0,1.53,0.0,-20.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.63,1.59,1.81,0.73,-0.26,-1.39,0.03,-0.09,-3.68,0.0,-1.52,-0.79,1.4,-0.57,0.0,0.0,0.1,-0.17,0.1,-0.04,0.0,1.4,0.0,-0.22,0.1
12,"Co-Diagnostics, Inc. (NASDAQ: CODX) shares were trading higher Monday after the company announced it will provide COVID-19 tests to U.S. Clinical Laboratory Improvement Amendments, or CLIA, labs.Co-Diagnostics is a molecular diagnostics company with a patente…","House Speaker Nancy Pelosi and Senate Minority Leader Chuck Schumer slammed President Donald Trump's budget proposal on Tuesday, with Schumer describing it as ""a blueprint for destroying America.""",0.0,226,35,6,19,5,7.4,6.457142857142857,0,33.33333333333333,0.0,0.0,0.0,31,0,0,0,0,0,1,0,0,31,0,0,1,57.0,7.0,3.0,1.0,3.0,-7.1,0.42,0.0,33.33,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,13.67,1.57,1.79,1.02,-0.04,-2.58,0.12,-0.09,-1.72,0.0,-1.54,-0.91,1.5,-0.57,0.0,0.0,0.04,-0.17,0.12,-0.04,0.0,1.5,0.0,-0.22,0.12
13,"On Sunday, Mike Bloomberg waded into retirement issues for the first time as a presidential candidate.","Michigan Gov. Gretchen Whitmer, an emerging figure on the national political landscape, endorsed Joe Biden on Thursday, giving the former vice president a boost days ahead of his showdown with Vermont Sen. Bernie Sanders in her state's primary.",0.0,87,16,1,7,2,16.0,5.4375,0,0.0,0.0,0.0,6.25,16,0,0,0,0,0,0,0,0,16,0,0,0,-120.0,-22.0,-2.0,-13.0,-2.0,3.33,-0.01,0.0,0.0,0.0,-5.26,0.99,-18.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,-18.0,0.0,0.0,-3.0,6.34,0.19,1.41,0.41,-0.06,-2.99,0.12,-0.09,-2.43,0.0,-1.56,-0.56,0.51,-0.57,0.0,0.0,-0.01,-0.17,0.06,-0.04,0.0,0.51,0.0,-0.22,0.06
14,"It's never easy to marry companies that seem to exist in different industries. This is especially true if a buyer is on what looks like the ""failing"" side of the equation.Source: Jonathan Weiss / Shutterstock.com That's the case for CVS Health (NYSE:CVS).Net …",William J. Barber and Liz Theoharis write that there is untapped potential among the voting bloc of 23 million poor and low-income voters that remains largely ignored by the major political parties.,0.0,218,43,8,17,5,9.2,5.069767441860465,0,25.0,0.0,4.651162790697675,2.3255813953488373,36,0,0,1,0,0,0,0,0,36,0,0,0,51.0,11.0,3.0,8.0,2.0,-6.8,-0.15,0.0,5.0,0.0,4.65,-0.8,10.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,8.73,0.79,1.54,0.54,0.12,-3.79,0.11,-0.09,-1.38,0.0,-1.27,-0.51,0.99,-0.57,0.0,0.07,-0.05,-0.17,0.01,-0.04,0.0,0.99,0.0,-0.22,0.01
15,"Increasing alarm over the coronavirus’ relentless spread outside of China sparked another global sell-off, with new cases and deaths on the rise across the world.","Vanessa Kerry writes that the story of Osmel Martinez Azcue, a man charged over $3,000 for taking responsible action and visiting a hospital to be screened for the novel coronavirus after he returned from China with flu-like symptoms, proves that if we are go…",0.0,138,25,2,11,2,25.0,5.52,0,0.0,0.0,0.0,8.0,22,0,0,0,0,0,0,0,0,22,0,0,0,-79.0,-19.0,-7.0,-2.0,1.0,-19.0,0.59,0.0,-22.22,0.0,-2.27,5.73,-14.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-14.0,0.0,-1.0,-1.0,5.82,0.2,1.29,0.29,0.09,-3.51,0.12,-0.09,-2.02,0.0,-1.3,-0.12,0.53,-0.57,0.0,0.06,-0.09,-0.17,-0.03,-0.04,0.0,0.53,0.0,-0.22,-0.03
16,"As you plan your retirement future, consider your options for long-term care. In-home or nursing home care can be expensive. But certain financial products can help. Asset based long term care insurance combines long-term coverage with life insurance. Here's …","The new rule essentially creates a wealth test for immigrants that is based on factors like their age, health, education, income and resources.",0.0,221,40,9,16,5,8.0,5.525,0,11.11111111111111,0.0,0.0,2.5,32,0,0,0,0,0,3,0,0,32,0,0,3,100.0,17.0,6.0,6.0,3.0,-15.0,0.26,0.0,-22.22,0.0,-4.35,2.5,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,2.0,8.13,0.55,1.48,0.36,0.24,-4.26,0.13,-0.09,-1.93,0.0,-1.34,-0.1,0.71,-0.57,0.0,0.06,-0.12,-0.17,0.11,-0.04,0.0,0.71,0.0,-0.22,0.11
17,"Requiring long-term care later in life can be pricey. According to Genworth Financial, the average annual cost of nursing care in a semi-private room was $90,155 in 2019. Paying that much money could soon exhaust many seniors' assets. Buying long-term care … …",Here's what else you need to know to Get Up to Speed and Out the Door.,0.0,218,43,11,13,4,10.75,5.069767441860465,0,18.181818181818183,0.0,0.0,4.651162790697675,33,0,0,1,2,0,0,0,0,33,0,0,0,163.0,27.0,7.0,9.0,2.0,-5.25,1.63,0.0,18.18,0.0,0.0,4.65,20.0,0.0,0.0,1.0,2.0,0.0,-1.0,-1.0,0.0,20.0,0.0,0.0,-1.0,10.02,1.04,1.76,0.26,0.32,-4.78,0.11,-0.09,-1.46,0.0,-1.36,0.04,0.93,-0.57,0.0,0.11,-0.04,-0.17,0.07,-0.04,0.0,0.93,0.0,-0.22,0.07
18,Q4 2019 T2 Biosystems Inc Earnings Call,"For the economy's sake, we should be glad that the president's budget has no shot at passage. It is full of outdated ideas that would instantly weaken the economy and undermine our ability to grow and prosper over time.",0.0,33,7,1,6,1,7.0,4.714285714285714,0,0.0,0.0,0.0,0.0,7,0,0,0,1,0,0,0,0,7,0,0,0,-148.0,-32.0,-7.0,-4.0,-2.0,-12.5,0.07,0.0,-25.0,0.0,-7.69,-5.13,-25.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,-25.0,0.0,-2.0,0.0,1.97,-0.42,1.48,-0.21,0.23,-5.44,0.08,-0.09,-1.99,0.0,-1.39,-0.08,-0.24,-0.57,0.0,0.11,-0.02,-0.17,0.03,-0.04,0.0,-0.24,0.0,-0.22,0.03
19,Q4 2019 MannKind Corp Earnings Call,"The surprise rate cut by the Federal Reserve shows that the central bank is taking the coronavirus threat seriously, writes Paul R. La Monica, a digital correspondent for CNN Business. But lower rates and other monetary stimulus may not be enough.",0.0,30,6,1,5,1,6.0,5.0,0,0.0,0.0,0.0,0.0,6,0,0,0,1,0,0,0,0,6,0,0,0,-177.0,-35.0,-6.0,-11.0,-3.0,-7.67,-0.05,0.0,-28.57,0.0,-2.44,-2.44,-32.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-32.0,0.0,0.0,0.0,-5.42,-1.79,1.23,-0.67,0.15,-6.08,0.06,-0.09,-2.47,0.0,-1.41,-0.19,-1.35,-0.57,0.0,0.1,-0.0,-0.17,-0.0,-0.04,0.0,-1.35,0.0,-0.22,-0.0
20,Q4 2019 Puma Biotechnology Inc Earnings Call,"Long before the novel coronavirus made its surprise appearance, the nation's nursing homes were struggling to obey basic infection prevention protocols designed to halt the spread of viruses and bacteria they battle daily.",0.0,38,7,1,6,1,7.0,5.428571428571429,0,0.0,0.0,0.0,0.0,7,0,0,0,1,0,0,0,0,7,0,0,0,-152.0,-26.0,-5.0,-8.0,-1.0,-26.0,-0.33,0.0,-16.67,0.0,0.0,-6.06,-21.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,-21.0,0.0,0.0,-1.0,-11.73,-2.98,1.0,-1.05,0.08,-6.61,0.07,-0.09,-2.91,0.0,-1.43,-0.29,-2.3,-0.57,0.0,0.1,0.01,-0.17,-0.03,-0.04,0.0,-2.3,0.0,-0.22,-0.03
21,"Trump to release budget proposal pushing for major border wall funding CBS News 3 things to know about Trump's budget plan for Medicare, Medicaid ABC News Trump budget proposes cuts to global health amid two global health crises ABC News Trump’s proposed budg…","We regularly fact check President Donald Trump's rally speeches from start to finish. When Democratic presidential candidate Bernie Sanders cemented himself as the front-runner for the party nomination with his victory in Saturday's Nevada caucuses, we decide…",0.0,218,43,5,28,1,43.0,5.069767441860465,0,0.0,0.0,0.0,0.0,24,0,0,0,2,0,0,0,0,24,0,0,0,-6.0,6.0,0.0,11.0,-1.0,24.5,-0.98,0.0,0.0,0.0,-2.7,0.0,-11.0,0.0,0.0,0.0,2.0,-1.0,-1.0,0.0,0.0,-11.0,0.0,-1.0,-1.0,-9.28,-2.42,0.98,-0.39,0.02,-5.46,0.06,-0.09,-3.3,0.0,-1.45,-0.38,-2.39,-0.57,0.0,0.09,0.08,-0.17,-0.06,-0.04,0.0,-2.39,0.0,-0.22,-0.06
22,"Optima Health anticipated enrolling low-income individuals and families as they became newly eligible for health coverage when Medicaid expansion went into effect at the start of 2019. Now, one year after Medicaid expansion's launch, Optima Health reports a d…","President Donald Trump made 31 false claims last week and 55 the week before, including 22 at a campaign rally in Des Moines, Iowa, in late January and 13 in an official speech at a community college in Charlotte, North Carolina, in early February.",0.0,222,39,5,17,2,19.5,5.6923076923076925,0,0.0,0.0,0.0,0.0,33,0,0,0,2,0,0,0,0,33,0,0,0,17.0,-5.0,3.0,-2.0,0.0,-24.5,1.03,0.0,0.0,0.0,0.0,-2.27,2.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-6.87,-2.09,0.96,-0.26,0.0,-5.43,0.08,-0.09,-3.66,0.0,-1.47,-0.46,-2.09,-0.57,0.0,0.09,0.13,-0.17,-0.09,-0.04,0.0,-2.09,0.0,-0.22,-0.09
