,Text,Reference,Label,# of Characters,# of Words,# of Verbs,# of Noun,# of Sentence,Average # of Words per Sentence,Average # of Characters per Words,# of Question Marks,% of Subjective Verbs,% of Passive Voice,% of Positive Words,% of Negative Words,# of Unique Wrods/Terms,# of Misspelled Words,# of Causation Terms,% of generalizing terms,% of # and quantifiers,1st person pronouns,2nd and 3rd person pronouns,Exclusive term,# of exclamation marks,Lexical,Singular pronouns(1st person),Group ref pronouns(1st person),2nd 3rd pronouns,# of Characters- sub,# of Words- sub,# of Verbs- sub,# of Noun- sub,# of Sentence- sub,Average # of Words per Sentence- sub,Average # of Characters per Words- sub,# of Question Marks- sub,% of Subjective Verbs- sub,% of Passive Voice- sub,% of Positive Words- sub,% of Negative Words- sub,# of Unique Wrods/Terms- sub,# of Misspelled Words- sub,# of Causation Terms- sub,% of generalizing terms- sub,% of # and quantifiers- sub,1st person pronouns- sub,2nd and 3rd person pronouns- sub,Exclusive term- sub,# of exclamation marks- sub,Lexical- sub,Singular pronouns(1st person)- sub,Group ref pronouns(1st person)- sub,2nd 3rd pronouns- sub,# of Characters- avg sub,# of Words- avg sub,# of Verbs- avg sub,# of Noun- avg sub,# of Sentence- avg sub,Average # of Words per Sentence- avg sub,Average # of Characters per Words- avg sub,# of Question Marks- avg sub,% of Subjective Verbs- avg sub,% of Passive Voice- avg sub,% of Positive Words- avg sub,% of Negative Words- avg sub,# of Unique Wrods/Terms- avg sub,# of Misspelled Words- avg sub,# of Causation Terms- avg sub,% of generalizing terms- avg sub,% of # and quantifiers- avg sub,1st person pronouns- avg sub,2nd and 3rd person pronouns- avg sub,Exclusive term- avg sub,# of exclamation marks- avg sub,Lexical- avg sub,Singular pronouns(1st person)- avg sub,Group ref pronouns(1st person)- avg sub,2nd 3rd pronouns- avg sub
26,Canadian passengers aboard the quarantined Diamond Princess cruise ship in Japan who have not tested positive for COVID-19 were allowed off the ship today ahead of a charter flight that's scheduled to leave Tokyo on Friday.,"Over the past year, a handful of surprising auction house press releases have graced my inbox. ""Sotheby's Partners with The Strokes' Fabrizio Moretti For Special Old Masters Exhibition & Auction,"" one proclaimed, while another proudly boasted: ""Christie's to …",1.0,188.0,36.0,7.0,13.0,2.0,36.0,5.222222222222222,0.0,14.285714285714285,0.0,2.7777777777777777,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,-34.0,-3.0,2.0,-5.0,0.0,16.5,-0.47,0.0,14.29,0.0,2.78,0.0,-7.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-7.0,-1.0,0.0,0.0,-1.35,-0.75,0.49,-0.43,0.06,-1.95,-0.01,0.07,-0.06,0.0,-0.65,-0.09,-1.16,-0.01,0.01,-0.1,-0.57,-0.06,-0.12,0.0,0.0,-1.16,-0.04,-0.13,-0.12
27,"The decision to quarantine some 3,700 people on board the Diamond Princess cruise ship in Japan amid an outbreak of coronavirus is unprecedented. But experts say it's also likely doing more harm than good.","In a city where new bars and restaurants open all the time, the old, revered favorites take on a different meaning. Explore CNN Travel's picks for dimly lit nooks, shiny bartops and cavernous corners worth returning to again and again.",1.0,172.0,34.0,5.0,12.0,3.0,17.0,5.0588235294117645,0.0,20.0,0.0,2.941176470588235,5.88235294117647,34.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,-24.0,-6.0,2.0,-1.0,0.0,-3.0,0.16,0.0,20.0,0.0,-2.06,5.88,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.73,-0.6,0.48,-0.38,0.08,-2.05,-0.01,0.07,0.11,0.0,-0.62,0.08,-0.84,-0.02,0.01,-0.06,-0.54,-0.06,-0.15,0.0,0.0,-0.84,-0.04,-0.13,-0.15
28,The Trudeau government has made its case for why a country like Canada should win a seat on the United Nations Security Council. There hasn't been any discussion of the drawbacks.,"Arthur Conan Doyle's 1912 saga ""The Lost World"" was inspired by reports from three little-known European colonies at the top of South America. Today the independent nations of Guyana and Suriname and the French territory of Guyane are finally stepping out fro…",1.0,149.0,31.0,6.0,12.0,3.0,15.5,4.806451612903226,0.0,16.666666666666664,0.0,6.451612903225806,3.225806451612903,27.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,1.0,-70.0,-11.0,1.0,-5.0,1.0,-5.5,-0.41,0.0,-23.33,0.0,4.07,0.84,-7.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-7.0,0.0,0.0,1.0,-0.94,-0.58,0.5,-0.34,0.1,-2.2,-0.02,0.06,0.16,0.0,-0.48,0.14,-0.78,-0.02,0.01,-0.07,-0.55,-0.06,-0.13,0.0,0.0,-0.78,-0.04,-0.13,-0.13
29,Florida police investigate after 'several' tongues preserved in jars found in crawl space: reports Fox News Jars of human tongues discovered under Florida man’s home WSAV-TV Jars of preserved human tongues found in Florida home New York Post UF: Gainesville h…,"President Donald Trump made 56 false claims last week -- repeating one of his conspiracy theories about the 2016 election, promoting new fiction about impeachment witness Lt. Col. Alexander Vindman, and inflating his accomplishments and his standing in the po…",1.0,220.0,41.0,6.0,26.0,1.0,41.0,5.365853658536586,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,-1.0,1.0,2.0,9.0,-2.0,27.67,-0.16,0.0,0.0,0.0,-2.5,-7.5,-11.0,0.0,0.0,0.0,-3.0,0.0,-3.0,0.0,0.0,-11.0,0.0,0.0,-3.0,1.22,-0.22,0.53,0.17,0.06,-1.49,-0.02,0.06,-0.36,0.0,-0.56,0.09,-0.96,-0.02,0.0,-0.07,-0.55,-0.06,-0.15,0.0,0.0,-0.96,-0.04,-0.13,-0.15
30,The 'Junior Astronaut Program' provides STEM and skills training for hopeful space cadets.,Los astronautas de la Estación Espacial Internacional podrían recibir algunos visitantes el próximo año.,1.0,78.0,13.0,2.0,6.0,2.0,13.0,6.0,0.0,0.0,0.0,7.6923076923076925,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,-13.0,-1.0,0.0,-2.0,0.0,-1.0,-0.5,0.0,0.0,0.0,7.69,0.0,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.33,-0.78,0.42,0.0,0.05,-1.72,0.01,0.06,-0.84,0.0,-0.39,0.05,-1.36,-0.02,0.0,-0.07,-0.56,-0.06,-0.17,0.0,0.0,-1.36,-0.04,-0.13,-0.17
31,Finance Minister Bill Morneau was told weeks into the Liberals' second mandate that Canadians are most worried about affordability in areas where governments have a lot of power over prices — particularly child care.,A federal judge in Arizona ruled Wednesday that conditions in US Customs and Border Protection migrant holding cells in the agency's Tucson sector violated the Constitution.,1.0,183.0,34.0,5.0,15.0,2.0,34.0,5.382352941176471,0.0,40.0,0.0,0.0,2.941176470588235,34.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,35.0,8.0,1.0,2.0,0.0,8.0,-0.31,0.0,40.0,0.0,0.0,2.94,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,-0.45,-0.66,0.41,0.13,0.03,-1.29,0.02,0.05,-0.03,0.0,-0.46,0.1,-1.07,-0.02,0.0,-0.04,-0.57,-0.06,-0.19,0.0,0.0,-1.07,-0.04,-0.13,-0.19
32,RCMP have begun their enforcement of a B.C. Supreme Court injunction in the traditional territory of the Wet'suwet'en Nation at the fourth site along a forest service road that Coastal Gaslink and its contractors have been prevented from accessing for weeks.,"Former New York Mayor Michael Bloomberg attacked Bernie Sanders on Monday in a new digital ad featuring aggressive and derogatory tweets, memes and videos purportedly posted by the Vermont senator's online supporters.",1.0,218.0,41.0,6.0,16.0,4.0,14.0,5.317073170731708,0.0,16.666666666666664,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,32.0,0.0,0.0,2.0,32.0,9.0,3.0,1.0,2.0,-18.0,-0.5,0.0,16.67,0.0,0.0,-6.25,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.44,-0.33,0.44,0.27,0.08,-1.49,0.03,0.05,0.01,0.0,-0.54,0.06,-0.86,-0.02,-0.0,-0.04,-0.57,-0.06,-0.15,0.0,0.0,-0.86,-0.04,-0.13,-0.15
33,"Language has a lot of power, and labelling people as 'addicts' lowers self-esteem, adds to social isolation, and can prevent people from getting needed care, writes Dr. Laura MacKinnon.","The United States will begin treating five major Chinese media companies as extensions of Beijing's government, requiring them to comply with rules governing foreign embassies and consulates.",1.0,157.0,29.0,9.0,12.0,3.0,14.5,5.413793103448276,0.0,0.0,0.0,0.0,3.4482758620689653,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,-8.0,2.0,3.0,2.0,1.0,-12.5,-0.7,0.0,0.0,0.0,0.0,3.45,-2.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-2.0,0.0,0.0,-1.0,1.43,-0.37,0.55,0.29,0.1,-1.66,0.04,0.05,-0.44,0.0,-0.6,0.12,-0.87,-0.02,-0.0,-0.05,-0.57,-0.06,-0.16,0.0,0.0,-0.87,-0.04,-0.13,-0.16
34,"Rates of intimate partner violence in the North are among the highest in the country, and yet there are only 14 shelters total across all three territories.","Bill Clinton reflects emotionally in a new documentary about his 1990s affair with Monica Lewinsky, saying that he feels ""terrible"" the affair has defined the former White House intern's life and seeks to explain the sexual relationship as something that he ""…",1.0,130.0,27.0,2.0,8.0,2.0,27.0,4.814814814814815,0.0,100.0,0.0,3.7037037037037033,0.0,20.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,-89.0,-15.0,-6.0,-5.0,1.0,-15.0,-0.4,0.0,100.0,0.0,3.7,-2.38,-13.0,0.0,0.0,1.0,1.0,0.0,-3.0,0.0,0.0,-13.0,0.0,0.0,-3.0,0.65,-0.47,0.46,0.2,0.09,-1.46,0.03,0.04,2.0,0.0,-0.56,0.08,-1.02,-0.02,-0.0,-0.02,-0.52,-0.06,-0.18,0.0,0.0,-1.02,-0.04,-0.13,-0.18
35,"As global carbon emissions continue to rise despite warnings from the scientific community, there's been increased interest in a controversial method to potentially mitigate the rise in Earth's temperature.",Former Vice President Joe Biden is heading into Super Tuesday with the momentum of a huge win here -- and the argument that he is the lone viable alternative to Vermont Sen. Bernie Sanders.,1.0,178.0,29.0,5.0,9.0,2.0,29.0,6.137931034482759,0.0,20.0,0.0,0.0,3.4482758620689653,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,22.0,-5.0,2.0,-5.0,-1.0,12.0,1.55,0.0,-46.67,0.0,-2.94,0.51,-8.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-8.0,0.0,0.0,-1.0,1.24,-0.51,0.45,0.13,0.08,-1.22,0.05,0.04,2.07,0.0,-0.63,0.14,-1.14,-0.02,-0.01,-0.02,-0.53,-0.06,-0.2,0.0,0.0,-1.14,-0.04,-0.13,-0.2
36,Yukon dairy farmer Loren Sadlier was going out to do some milking when he noticed his barn didn't look right. Soon he was busy pulling his cows from the collapsed building.,All The Good Stuff that happened this week,1.0,142.0,31.0,8.0,9.0,3.0,15.5,4.580645161290323,0.0,25.0,0.0,3.225806451612903,0.0,25.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,25.0,0.0,0.0,4.0,107.0,23.0,7.0,6.0,2.0,7.5,0.21,0.0,25.0,0.0,3.23,0.0,17.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,17.0,0.0,0.0,4.0,0.83,-0.49,0.52,0.07,0.1,-1.36,0.04,0.04,2.28,0.0,-0.6,0.1,-1.14,-0.02,-0.01,0.0,-0.53,-0.06,-0.1,0.0,0.0,-1.14,-0.04,-0.13,-0.1
37,"Oil industry subsidies undermine our economy, add to the tax burden, and hinder innovation, writes Taylor Noakes.","Space lettuce grown on the International Space Station has been proven safe to consume, which could change the way astronauts eat during long-term spaceflight in the future.",1.0,97.0,17.0,3.0,9.0,2.0,17.0,5.705882352941177,0.0,0.0,0.0,5.88235294117647,17.647058823529413,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,-50.0,-10.0,-5.0,1.0,0.0,-10.0,0.26,0.0,-12.5,0.0,-1.53,17.65,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,1.0,0.0,-0.74,-0.84,0.46,0.02,0.09,-1.45,0.05,0.04,1.82,0.0,-0.51,0.53,-1.35,-0.03,-0.01,-0.0,-0.54,-0.06,-0.12,0.0,0.0,-1.35,-0.04,-0.11,-0.12
38,RCMP have begun their enforcement of a B.C. Supreme Court injunction in the traditional territory of the Wet'suwet'en Nation at the fourth site along a forest service road that Coastal Gaslink and its contractors have been prevented from accessing for weeks.,"From sofa beds to nesting tables and corner desks, this is the sort of innovative furniture that can transform a small space.",1.0,218.0,41.0,6.0,16.0,4.0,14.0,5.317073170731708,0.0,16.666666666666664,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,32.0,0.0,0.0,2.0,114.0,19.0,3.0,9.0,2.0,-8.0,0.59,0.0,-16.67,0.0,-4.55,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,2.0,0.87,-0.55,0.48,0.14,0.13,-1.61,0.06,0.04,1.81,0.0,-0.57,0.48,-1.17,-0.03,-0.01,-0.01,-0.54,-0.06,-0.09,0.0,0.0,-1.17,-0.04,-0.11,-0.09
39,New Canadian players are rushing in to plug the gap in EV charging. But changes to the refuelling business model are also predicted to hurt established players.,A Northrop Grumman rocket carrying the Cygnus resupply spacecraft was successfully launched Saturday afternoon from NASA's Wallops Flight Facility in Virginia.,1.0,134.0,27.0,7.0,9.0,3.0,13.5,4.962962962962963,0.0,28.57142857142857,0.0,0.0,3.7037037037037033,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,-5.0,6.0,4.0,-4.0,1.0,-7.5,-1.66,0.0,-4.76,0.0,-4.76,3.7,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.3,-0.63,0.53,0.09,0.14,-1.78,0.05,0.03,2.1,0.0,-0.63,0.53,-1.35,-0.03,-0.01,-0.01,-0.55,-0.06,-0.1,0.0,0.0,-1.35,-0.04,-0.11,-0.1
40,Europe and NASA's Solar Orbiter rocketed into space Sunday night on an unprecedented mission to capture the first pictures of the sun's elusive poles.,"Russian satellites have been exhibiting the ""unusual and disturbing behavior"" of following a US satellite in orbit, according to the commander of the Space Force, the newest military service.",1.0,127.0,24.0,2.0,10.0,2.0,24.0,5.291666666666667,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,-36.0,-5.0,-4.0,1.0,0.0,-5.0,-0.33,0.0,-16.67,0.0,0.0,-6.9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-0.42,-0.78,0.45,0.06,0.13,-1.68,0.05,0.03,1.68,0.0,-0.68,0.48,-1.42,-0.03,-0.01,-0.01,-0.55,-0.06,-0.12,0.0,0.0,-1.42,-0.04,-0.11,-0.12
41,Astronomers have discovered the biggest explosion seen in the universe. Scientists reported Thursday that the blast came from a super-massive black hole in a cluster of galaxies 390 million light-years away.,"Mysterious radio signals from space have been known to repeat, but for the first time, researchers have noticed a pattern in a series of bursts coming from a single source half a billion light-years from Earth.",1.0,177.0,31.0,5.0,9.0,3.0,15.5,5.709677419354839,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,2.0,-5.0,-2.0,-2.0,1.0,-20.5,0.85,0.0,-14.29,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.09,-0.76,0.44,0.01,0.14,-1.79,0.07,0.03,1.28,0.0,-0.73,0.44,-1.43,-0.03,-0.01,-0.01,-0.51,-0.06,-0.13,0.0,0.0,-1.43,-0.04,-0.11,-0.13
42,"A jury has found Harvey Weinstein guilty of rape and sexual assault in New York but did not convict him of the two most serious charges of predatory sexual assault, which could have sent him to prison for life.",The astronauts on the International Space Station could have some visitors next year.,1.0,172.0,39.0,7.0,11.0,2.0,39.0,4.410256410256411,0.0,0.0,0.0,0.0,15.384615384615385,32.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,32.0,0.0,0.0,2.0,99.0,26.0,5.0,5.0,0.0,26.0,-1.21,0.0,0.0,0.0,0.0,15.38,19.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,19.0,0.0,0.0,2.0,0.46,-0.55,0.48,0.01,0.13,-1.35,0.05,0.03,0.89,0.0,-0.78,0.76,-1.27,-0.03,-0.02,0.01,-0.49,-0.06,-0.1,0.0,0.0,-1.27,-0.04,-0.11,-0.1
43,Canadian passengers aboard the quarantined Diamond Princess cruise ship in Japan who have not tested positive for COVID-19 are expected to disembark today ahead of a charter flight that's scheduled to leave Tokyo on Friday.,"In a US Army first, 1,000 recruits took their enlistment oath Wednesday from an Army astronaut in space.",1.0,189.0,35.0,8.0,12.0,2.0,35.0,5.4,0.0,12.5,0.0,2.857142857142857,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,102.0,17.0,7.0,4.0,0.0,17.0,0.57,0.0,12.5,0.0,2.86,0.0,17.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,17.0,0.0,0.0,-1.0,1.2,-0.44,0.54,0.03,0.12,-1.02,0.05,0.03,0.81,0.0,-0.76,0.71,-1.08,-0.03,-0.02,0.0,-0.49,-0.06,-0.12,0.0,0.0,-1.08,-0.04,-0.11,-0.12
44,"A group of migrants on Saturday tried to bring down a fence in a desperate attempt to bust through the border into Greece while others hurled rocks at Greek police. Greek authorities responded, firing volleys of tear gas at the youths.","Adidas is one of the latest companies to send materials to the International Space Station in the name of science. Or, in this particular case, more comfortable footwear.",1.0,195.0,41.0,6.0,15.0,3.0,20.5,4.7560975609756095,0.0,0.0,0.0,0.0,4.878048780487805,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,52.0,13.0,4.0,5.0,0.0,6.5,-0.35,0.0,-50.0,0.0,-3.57,4.88,10.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.04,-0.21,0.56,0.12,0.14,-1.03,0.05,0.03,0.45,0.0,-0.81,0.78,-1.0,-0.03,-0.02,-0.0,-0.5,-0.06,-0.13,0.0,0.0,-1.0,-0.04,-0.11,-0.13
45,"Elon Musk: ""I have zero doubt that if the United States doesn't seek innovation in space it will be second in space.""",SpaceX has signed a deal with a space tourism company to organize a trip orbiting the Earth for a handful of adventurous travelers.,1.0,96.0,22.0,5.0,8.0,2.0,11.5,4.363636363636363,0.0,20.0,0.0,4.545454545454546,4.545454545454546,20.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,1.0,-13.0,-1.0,1.0,-1.0,0.0,-11.5,-0.38,0.0,20.0,0.0,0.2,4.55,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.69,-0.39,0.55,0.05,0.13,-1.23,0.03,0.02,0.55,0.0,-0.76,0.83,-1.11,-0.03,-0.02,-0.0,-0.48,-0.06,-0.12,0.0,0.0,-1.11,-0.04,-0.11,-0.12
46,The National Aeronautics and Space Administration (NASA) announced the results of an investigation into Boeing's failed December spaceflight on Friday.,What was in a purse from 1957 that was found in the space between a locker and a wall in an Ohio middle school? Now we know.,1.0,132.0,20.0,1.0,11.0,2.0,20.0,6.6,0.0,0.0,0.0,0.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,34.0,-7.0,-3.0,5.0,0.0,6.5,2.97,-1.0,-50.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.17,-0.61,0.46,0.04,0.12,-1.24,0.06,0.02,0.21,0.0,-0.8,0.89,-1.22,-0.03,-0.02,-0.01,-0.49,-0.06,-0.14,0.0,0.0,-1.22,-0.04,-0.11,-0.14
47,Space is increasingly becoming a place of business and there are a few ways you can invest right now.,"Tiny heart cells are among the new batch of science experiments heading for the International Space Station Friday night, but their potential to help patients with heart disease on Earth is exponential.",1.0,83.0,19.0,5.0,4.0,2.0,19.0,4.368421052631579,0.0,40.0,0.0,5.263157894736842,0.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,1.0,-88.0,-13.0,1.0,-10.0,0.0,-13.0,-0.98,0.0,-10.0,0.0,5.26,0.0,-11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-11.0,0.0,0.0,0.0,-1.35,-0.85,0.46,-0.1,0.11,-1.27,0.04,0.02,0.72,0.0,-0.74,0.85,-1.38,-0.03,-0.02,0.01,-0.49,-0.06,-0.13,0.0,0.0,-1.38,-0.04,-0.11,-0.13
48,"Energy is at the bottom of the barrel, but the space isn't a hopeless cause, says Bill Baruch, president of Blue Line Capital. He identifies pockets of opportunity.","President Trump's budget, which was released last month, outlines several moonshots that are unlikely to pass a divided Congress. But there's one in particular that both Republicans and Democrats should support wholeheartedly: the $25.2 billion request to fun…",1.0,137.0,28.0,4.0,14.0,3.0,14.0,4.892857142857143,0.0,25.0,0.0,0.0,3.571428571428571,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,-86.0,-10.0,-5.0,5.0,0.0,1.0,-0.98,0.0,2.78,0.0,-5.26,0.94,-12.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-12.0,0.0,0.0,0.0,-1.71,-0.89,0.43,-0.04,0.12,-1.41,0.04,0.02,0.91,0.0,-0.78,0.88,-1.44,-0.03,-0.02,0.01,-0.5,-0.06,-0.14,0.0,0.0,-1.44,-0.04,-0.11,-0.14
49,SpaceX will fly four privately-paying people to orbit in its Crew Dragon capsule.,"China's Chang'e-4 mission, the first to land on the far side of the moon, is unveiling lunar secrets one layer at a time, according to a new study.",1.0,69.0,13.0,3.0,5.0,2.0,13.0,5.3076923076923075,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,1.0,-51.0,-15.0,-1.0,-4.0,0.0,-15.0,1.02,0.0,-25.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-8.0,0.0,0.0,1.0,-3.42,-1.22,0.39,-0.16,0.11,-1.55,0.04,0.02,0.59,0.0,-0.82,0.83,-1.68,-0.03,-0.02,0.01,-0.48,-0.06,-0.13,0.0,0.0,-1.68,-0.04,-0.11,-0.13
50,"Located on the Upper West Side of Manhattan off of Central Park, the former home of actress Anne Hathaway and her husband Adam Shulman has a private elevator, open-concept floor plan and outdoor terrace space.","Richard Branson's Virgin Galactic has been on a tear this year. The stock is up 200% so far in 2020 and even rallied Monday as the Dow plummeted more than 1,000 points. Apparently in space, nobody can hear you scream coronavirus (or bubble).",1.0,175.0,35.0,2.0,18.0,2.0,35.0,5.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,28.0,0.0,0.0,2.0,-24.0,-8.0,-5.0,3.0,-2.0,20.67,0.37,0.0,-28.57,0.0,0.0,-2.33,-13.0,0.0,-1.0,0.0,-3.0,0.0,1.0,0.0,0.0,-13.0,0.0,0.0,1.0,-2.98,-1.12,0.32,-0.02,0.1,-1.26,0.04,0.02,0.28,0.0,-0.86,0.79,-1.61,-0.03,-0.02,0.0,-0.49,-0.06,-0.11,0.0,0.0,-1.61,-0.04,-0.11,-0.11
51,"One options trader won big on Joe Biden's Super Tuesday performance, cashing in on a sizable bullish bet on one health-care name.","Blueland's cleaners and foaming hand soap aren't just good, but they can help save the planet.",1.0,108.0,22.0,2.0,10.0,2.0,22.0,4.909090909090909,0.0,0.0,0.0,9.090909090909092,0.0,19.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,29.0,6.0,-3.0,5.0,0.0,6.0,-0.03,0.0,0.0,0.0,2.84,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,-3.84,-1.26,0.27,-0.04,0.09,-1.24,0.03,0.02,-0.02,0.0,-0.73,0.75,-1.72,-0.03,-0.02,0.0,-0.45,-0.06,-0.12,0.0,0.0,-1.72,-0.04,-0.11,-0.12
52,SunTrust downgraded a host of energy companies on Monday as oil prices slid to multi-year lows.,"There's no shortage of headphones on the market these days. As a result, it's hard to filter for the best products. Sol Republic stands out in this crowded space with its Soundtrack and Soundtrack Pro cans.",1.0,80.0,16.0,2.0,8.0,2.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,-91.0,-20.0,-2.0,-5.0,-2.0,4.0,0.25,0.0,0.0,0.0,-2.78,-8.33,-16.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-16.0,0.0,0.0,-1.0,-5.21,-1.52,0.21,-0.1,0.09,-1.32,0.03,0.02,-0.31,0.0,-0.77,0.71,-1.88,-0.03,-0.02,-0.0,-0.46,-0.06,-0.13,0.0,0.0,-1.88,-0.04,-0.12,-0.13
53,Housing stocks could be building a solid foundation for a breakout after nearing record highs for the first time in 14 years.,"Boeing's Starliner spacecraft, which was slated to begin flying NASA astronauts to the International Space Station this year, faces new questions about safety after a botched test flight in December.",1.0,104.0,22.0,5.0,7.0,2.0,22.0,4.7272727272727275,0.0,20.0,0.0,4.545454545454546,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,-66.0,-8.0,0.0,-7.0,0.0,-8.0,-0.94,0.0,0.0,0.0,4.55,0.0,-10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,-6.07,-1.65,0.21,-0.17,0.08,-1.29,0.02,0.01,-0.22,0.0,-0.72,0.68,-1.99,-0.03,-0.02,-0.0,-0.44,-0.06,-0.14,0.0,0.0,-1.99,-0.04,-0.12,-0.14
