,Text,Reference,Label,# of Characters,# of Words,# of Verbs,# of Noun,# of Sentence,Average # of Words per Sentence,Average # of Characters per Words,# of Question Marks,% of Subjective Verbs,% of Passive Voice,% of Positive Words,% of Negative Words,# of Unique Wrods/Terms,# of Misspelled Words,# of Causation Terms,% of generalizing terms,% of # and quantifiers,1st person pronouns,2nd and 3rd person pronouns,Exclusive term,# of exclamation marks,Lexical,Singular pronouns(1st person),Group ref pronouns(1st person),2nd 3rd pronouns,# of Characters- sub,# of Words- sub,# of Verbs- sub,# of Noun- sub,# of Sentence- sub,Average # of Words per Sentence- sub,Average # of Characters per Words- sub,# of Question Marks- sub,% of Subjective Verbs- sub,% of Passive Voice- sub,% of Positive Words- sub,% of Negative Words- sub,# of Unique Wrods/Terms- sub,# of Misspelled Words- sub,# of Causation Terms- sub,% of generalizing terms- sub,% of # and quantifiers- sub,1st person pronouns- sub,2nd and 3rd person pronouns- sub,Exclusive term- sub,# of exclamation marks- sub,Lexical- sub,Singular pronouns(1st person)- sub,Group ref pronouns(1st person)- sub,2nd 3rd pronouns- sub,# of Characters- avg sub,# of Words- avg sub,# of Verbs- avg sub,# of Noun- avg sub,# of Sentence- avg sub,Average # of Words per Sentence- avg sub,Average # of Characters per Words- avg sub,# of Question Marks- avg sub,% of Subjective Verbs- avg sub,% of Passive Voice- avg sub,% of Positive Words- avg sub,% of Negative Words- avg sub,# of Unique Wrods/Terms- avg sub,# of Misspelled Words- avg sub,# of Causation Terms- avg sub,% of generalizing terms- avg sub,% of # and quantifiers- avg sub,1st person pronouns- avg sub,2nd and 3rd person pronouns- avg sub,Exclusive term- avg sub,# of exclamation marks- avg sub,Lexical- avg sub,Singular pronouns(1st person)- avg sub,Group ref pronouns(1st person)- avg sub,2nd 3rd pronouns- avg sub
27,Trump's comments came after Democrats accused him of improperly pressuring the Justice Department to sharply reduce a recommended prison sentence for Roger Stone.,"Tuesday night's debate was a frenetic free-for-all, with six candidates all trying to knock Democratic presidential front-runner Bernie Sanders off the course of claiming the party's nomination.",1.0,140,23,4,9,2,23.0,6.086956521739131,0,0.0,0.0,4.3478260869565215,13.043478260869565,23,0,0,0,0,0,1,0,0,23,0,0,1,-28.0,-4.0,0.0,-2.0,0.0,-4.0,-0.14,0.0,-25.0,0.0,4.35,5.64,-2.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,-9.05,-2.15,0.02,-0.48,0.66,-4.14,0.07,0.0,3.05,0.0,-0.41,1.97,-1.04,0.0,-0.05,0.05,-0.16,-0.02,-0.13,-0.06,-0.01,-1.04,0.06,-0.01,-0.13
28,"The DOJ alumni accused Attorney General William Barr of doing the president's ""personal bidding.""","Time's Up has applauded the conviction of disgraced movie producer Harvey Weinstein, saying the moment ""marks a new era of justice"" in a statement released following Monday's verdict.",1.0,84,14,2,8,2,7.5,6.0,0,0.0,0.0,0.0,0.0,14,0,0,0,0,0,0,0,0,14,0,0,0,-72.0,-14.0,-4.0,-5.0,0.0,-20.5,0.43,0.0,0.0,0.0,0.0,-3.57,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,-12.11,-2.79,-0.1,-0.65,0.64,-4.73,0.09,0.0,2.59,0.0,-0.44,1.77,-1.51,0.0,-0.05,0.04,-0.18,-0.02,-0.16,-0.06,-0.01,-1.51,0.06,-0.01,-0.16
29,Wells Fargo will pay $3 billion to settle with the Justice Department and the Securities and Exchange Commission over fraudulent sales practices.,"Rashad Robinson, citing a recent Color of Change report, writes that what the TV crime drama genre communicates to the public about both the criminal justice system and race is highly inaccurate, problematic and working against support for criminal justice re…",1.0,124,22,3,9,2,22.0,5.636363636363637,0,0.0,0.0,0.0,4.545454545454546,18,0,0,0,2,0,0,0,0,18,0,0,0,-96.0,-19.0,-2.0,-7.0,1.0,-19.0,0.27,0.0,-20.0,0.0,-2.44,-7.65,-14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-14.0,0.0,0.0,0.0,-13.64,-3.12,-0.18,-0.78,0.63,-4.79,0.1,0.0,2.16,0.0,-0.47,1.73,-1.82,0.0,-0.05,0.04,-0.13,-0.02,-0.19,-0.06,-0.01,-1.82,0.06,-0.01,-0.19
30,"Trump said Bernie Sanders ""has real followers,"" while Mike Bloomberg is ""just buying his way"" into the Democratic presidential field.","Michael Bloomberg unveiled a suite of proposals on Tuesday aimed at addressing racial disparities in the criminal justice system, reducing the prison population and investing in reintegration initiatives.",1.0,114,20,4,8,2,20.0,5.7,0,25.0,0.0,0.0,0.0,20,0,0,0,0,0,1,0,0,20,0,0,1,-63.0,-8.0,-1.0,-4.0,0.0,-8.0,-0.62,0.0,25.0,0.0,0.0,-7.14,-4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.0,0.0,0.0,1.0,-15.38,-3.49,-0.22,-0.93,0.61,-4.91,0.11,0.0,2.56,0.0,-0.5,1.54,-2.05,0.0,-0.05,0.04,-0.15,-0.02,-0.18,-0.06,-0.01,-2.05,0.05,-0.01,-0.18
31,"U.S. prosecutors brought fresh charges against Huawei, accusing the company of stealing trade secrets from American firms and violating sanctions on Iran and North Korea.","Prime Minister Benjamin Netanyahu's criminal trial is set to begin March 17, just two weeks after Israel's elections, the Justice Ministry announced Tuesday.",1.0,146,25,4,12,4,8.666666666666666,5.84,0,0.0,0.0,4.0,8.0,23,0,0,0,0,0,0,0,0,23,0,0,0,11.0,2.0,0.0,0.0,2.0,-14.33,-0.03,0.0,-25.0,0.0,4.0,3.65,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.02,-3.69,-0.26,-0.94,0.66,-5.38,0.13,0.0,2.16,0.0,-0.41,1.62,-2.16,0.0,-0.05,0.03,-0.16,-0.02,-0.2,-0.06,-0.01,-2.16,0.05,-0.01,-0.2
32,Attorney General David Eby says the agreement with the First Nations Justice Council is historic and will make a difference to Indigenous people for generations.,"President Donald Trump will welcome Kim Kardashian West to the White House on Wednesday to discuss criminal justice reform issues and meet three women whose sentences he commuted last month, a source familiar with the matter confirmed.",1.0,137,25,4,12,2,25.0,5.48,0,25.0,0.0,0.0,0.0,23,0,0,0,0,0,0,0,0,23,0,0,0,-62.0,-12.0,-2.0,-5.0,0.0,-12.0,0.1,0.0,25.0,0.0,-5.41,-5.41,-10.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-10.0,0.0,0.0,-1.0,-16.89,-3.87,-0.29,-0.96,0.64,-5.32,0.13,0.0,2.54,0.0,-0.44,1.45,-2.27,0.0,-0.05,0.03,-0.18,-0.02,-0.23,-0.06,-0.01,-2.27,0.05,-0.01,-0.23
33,"Three Vancouver police officers are accused of deceiving investigators with false statements linked to the probe into disgraced former detective James Fisher, a B.C. courtroom has heard. Two of those officers are also suspected of ""corrupt practice.""","The Department of Justice announced it is dropping its criminal investigation involving former FBI Deputy Director Andrew McCabe, who is a CNN contributor, without bringing charges, the DC US Attorney's Office wrote in a letter Friday. Read the letter below:",1.0,214,37,8,13,5,7.8,5.783783783783784,0,25.0,0.0,0.0,10.81081081081081,30,0,0,0,2,0,0,0,0,30,0,0,0,-5.0,-3.0,0.0,-5.0,3.0,-12.2,0.31,0.0,0.0,0.0,0.0,8.31,-2.0,0.0,0.0,0.0,2.0,0.0,-2.0,-1.0,0.0,-2.0,0.0,0.0,-2.0,-15.45,-3.69,-0.21,-0.94,0.71,-5.78,0.14,0.0,2.9,0.0,-0.46,1.61,-2.17,0.0,-0.05,0.02,-0.13,-0.02,-0.25,-0.06,-0.01,-2.17,0.05,-0.01,-0.25
34,The trial of a teen accused of sexually assaulting two students at a prestigious Toronto high school is expected to get underway today.,"Elie Honig expects that Judge Amy Berman Jackson will not sentence Roger Stone to seven-to-nine years in prison, as originally recommended by the Department of Justice. Based on his experience as a prosecutor he argues that, ""While Stone's criminal conduct wa…",1.0,113,23,5,5,2,23.0,4.913043478260869,0,20.0,0.0,4.3478260869565215,0.0,19,0,0,0,1,0,0,0,0,19,0,0,0,-107.0,-18.0,-1.0,-12.0,0.0,2.5,-0.45,0.0,20.0,0.0,1.91,-4.88,-20.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,-20.0,0.0,0.0,-2.0,-16.97,-3.91,-0.22,-1.16,0.69,-5.77,0.13,0.0,3.09,0.0,-0.37,1.45,-2.38,0.0,-0.05,0.02,-0.12,-0.02,-0.27,-0.06,-0.01,-2.38,0.05,-0.01,-0.27
35,A Toronto teenager is facing over two dozen charges connected to a string of armed robberies — including three bank robberies — in the GTA in recent months.,"Nearly 66,000 marijuana convictions in Los Angeles County will be dismissed thanks in part to state laws that paved the way for the action, the county district attorney said Thursday.",1.0,129,28,6,10,2,28.0,4.607142857142857,0,16.666666666666664,0.0,0.0,0.0,22,0,0,0,2,0,0,0,0,22,0,0,0,-25.0,-2.0,1.0,-4.0,0.0,-2.0,-0.53,0.0,-3.33,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-17.97,-3.99,-0.2,-1.22,0.68,-5.63,0.11,0.0,3.18,0.0,-0.4,1.3,-2.51,0.0,-0.05,0.02,-0.08,-0.02,-0.29,-0.06,-0.01,-2.51,0.04,-0.01,-0.29
36,"A new independent panel that would review claims of wrongful convictions is edging toward reality, as the Liberal government moves forward on one of its campaign promises.","While a president certainly has a broad right to fire officials, he is not entitled to do so for criminal reasons -- like witness retaliation, writes Elie Honig.",1.0,145,27,4,8,2,27.0,5.37037037037037,0,25.0,0.0,3.7037037037037033,3.7037037037037033,25,0,0,0,1,0,1,0,0,25,0,0,1,11.0,-1.0,-2.0,1.0,0.0,-1.0,0.58,0.0,8.33,0.0,-3.44,0.13,1.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-18.48,-4.09,-0.23,-1.33,0.66,-5.52,0.11,0.0,3.5,0.0,-0.32,1.25,-2.54,0.0,-0.05,0.02,-0.07,-0.02,-0.28,-0.06,-0.01,-2.54,0.04,-0.01,-0.28
37,"The Doug Ford government is changing the rules that control how provincial court judges get appointed, a move expected to bring controversy within legal circles.","The new sentencing memorandum that Attorney General William Barr directed to be filed in the Roger Stone case is more consistent with Obama administration policy than that of his boss, Donald Trump, writes Michael Zeldin",1.0,137,25,7,9,2,25.0,5.48,0,14.285714285714285,0.0,0.0,4.0,25,0,0,0,0,0,0,0,0,25,0,0,0,-49.0,-10.0,1.0,-7.0,1.0,-10.0,0.17,0.0,-19.05,0.0,-2.86,4.0,-8.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-8.0,0.0,0.0,-1.0,-19.17,-4.24,-0.19,-1.42,0.65,-5.47,0.11,0.0,3.51,0.0,-0.35,1.22,-2.57,0.0,-0.05,0.01,-0.08,-0.02,-0.3,-0.06,-0.01,-2.57,0.04,-0.01,-0.3
38,A 17-year-old boy has been charged with first-degree murder and attempted murder in a stabbing at a North York massage parlour that left a woman dead and two other people injured on Monday.,"Sen. Lindsey Graham on Wednesday said President Donald Trump should not tweet about ongoing criminal cases, adding that the Department of Justice's change in a sentencing recommendation for longtime Trump confidant Roger Stone has nothing to do with the Presi…",1.0,157,33,5,11,2,33.0,4.757575757575758,0,20.0,0.0,0.0,9.090909090909092,26,0,0,0,1,0,0,0,0,26,0,0,0,-64.0,-7.0,-2.0,-7.0,0.0,13.0,-0.77,0.0,20.0,0.0,-2.5,6.59,-10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,-19.32,-4.17,-0.19,-1.44,0.63,-5.21,0.09,0.0,3.67,0.0,-0.38,1.32,-2.58,0.0,-0.05,0.01,-0.07,-0.02,-0.31,-0.06,-0.01,-2.58,0.04,-0.01,-0.31
39,It sometimes seems like the trajectory of a life that has taken him from one side of the law to the other since his arrival in Canada as an infant three decades ago belongs to someone else.,"The US government has charged Chinese technology giant Huawei with racketeering and conspiracy to steal trade secrets, according to a superseding indictment unsealed Thursday in the US District Court for the Eastern District of New York.",1.0,153,37,3,9,2,37.0,4.135135135135135,0,0.0,0.0,2.7027027027027026,0.0,30,0,0,0,2,0,2,0,0,30,0,0,2,-49.0,1.0,-2.0,-11.0,0.0,1.0,-1.48,0.0,0.0,0.0,2.7,-5.56,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,-19.55,-4.01,-0.25,-1.52,0.62,-4.87,0.06,0.0,3.32,0.0,-0.34,1.19,-2.48,0.0,-0.05,0.01,-0.04,-0.02,-0.28,-0.06,-0.01,-2.48,0.04,-0.01,-0.28
40,"Members of parliament were invited to a screening of nîpawistamâsowin: We Will Stand Up, a documentary about Colten Boushie, in Ottawa on Tuesday night.","Jill Filipovic responds to the recording of Michael Bloomberg, recently surfaced and reportedly from 2015, describing stop-and-frisk and policing in highly racialized terms. If you need proof that Michael Bloomberg is the absolute wrong person to lead the div…",1.0,129,24,4,11,2,24.0,5.375,0,25.0,0.0,0.0,0.0,20,0,0,0,0,0,0,0,0,20,0,0,0,-93.0,-15.0,-4.0,0.0,0.0,4.5,-0.32,0.0,12.5,0.0,-2.56,-2.56,-10.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-10.0,0.0,0.0,-1.0,-20.36,-4.17,-0.28,-1.54,0.61,-4.87,0.07,0.0,3.6,0.0,-0.36,1.06,-2.63,0.0,-0.05,0.0,-0.05,-0.02,-0.29,-0.06,-0.01,-2.63,0.04,-0.01,-0.29
41,"As tensions between the RCMP and Wet'suwet'en hereditary chiefs in British Columbia continue to drive protests across the country, some observers are suggesting the federal government could use an existing policing program to help resolve the impasse.","Elie Honig writes that Lindsey Graham's comments to ABC today about Bill Barr setting up a mechanism for communication with Rudy Giuliani to receive purportedly damaging information about the Bidens, if true, sacrifice the integrity of the DOJ.",1.0,215,37,9,13,2,37.0,5.8108108108108105,0,11.11111111111111,0.0,0.0,5.405405405405405,31,0,0,1,0,0,0,0,0,31,0,0,0,8.0,-1.0,5.0,-4.0,0.0,-1.0,0.36,0.0,11.11,0.0,0.0,2.77,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.09,-4.02,-0.19,-1.51,0.59,-4.55,0.08,0.0,3.53,0.0,-0.39,1.07,-2.52,0.0,-0.05,0.03,-0.07,-0.02,-0.31,-0.06,-0.01,-2.52,0.04,-0.01,-0.31
42,Canada’s military is still defining the term “hateful conduct” as it grapples with how to better detect and discipline white supremacists in its ranks. Military leaders say they have identified areas of improvement and are working toward change.,"Secretary of State Mike Pompeo condemned a decision by the International Criminal Court to authorize an investigation into alleged war crimes and crimes against humanity committed in Afghanistan by US armed forces, the CIA, and the Taliban.",1.0,208,38,9,15,3,19.0,5.473684210526316,0,22.22222222222222,0.0,5.263157894736842,2.631578947368421,36,0,0,0,0,0,2,0,0,36,0,0,2,4.0,1.0,5.0,-3.0,1.0,-18.0,-0.04,0.0,22.22,0.0,5.26,-0.07,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,2.0,-18.03,-3.85,-0.1,-1.44,0.6,-4.67,0.08,0.0,3.73,0.0,-0.29,1.01,-2.29,0.0,-0.05,0.02,-0.08,-0.02,-0.28,-0.06,-0.01,-2.29,0.03,-0.01,-0.28
43,Conservative leadership candidate Peter MacKay said today that he won't repeal the legalization of recreational cannabis use if he becomes prime minister.,Elie Honig writes that last week's Court of Appeals decision allowing Don McGahn to ignore a congressional subpoena fundamentally shifts the ground beneath the system of checks and balances.,1.0,133,22,4,9,2,22.0,6.045454545454546,0,0.0,0.0,0.0,0.0,20,0,0,0,0,0,2,0,0,20,0,0,2,-29.0,-7.0,0.0,-4.0,0.0,-7.0,0.46,0.0,0.0,0.0,0.0,-6.9,-5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-5.0,0.0,0.0,2.0,-18.73,-4.05,-0.14,-1.51,0.59,-4.71,0.1,0.0,3.41,0.0,-0.31,0.9,-2.44,0.0,-0.05,0.02,-0.09,-0.02,-0.25,-0.06,-0.01,-2.44,0.03,-0.01,-0.25
44,"A woman with power of attorney who took tens of thousands of dollars from a 97-year-old woman with dementia had criminal charges against her withdrawn, in a case critics say exposes gaps in the justice and banking systems that leave the elderly and infirm vul…","A federal judge Thursday criticized Attorney General William Barr for his handling of the Mueller report when it was released last spring, saying Barr's early description of the report didn't match the special counsel's actual conclusions.",1.0,216,45,4,18,1,45.0,4.8,0,0.0,0.0,0.0,6.666666666666667,30,0,0,0,0,0,2,0,0,30,0,0,2,12.0,9.0,-2.0,3.0,-1.0,9.0,-0.87,0.0,-16.67,0.0,0.0,3.89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-17.56,-3.73,-0.17,-1.38,0.56,-4.24,0.09,0.0,3.1,0.0,-0.34,0.94,-2.36,0.0,-0.05,0.02,-0.11,-0.02,-0.22,-0.06,-0.01,-2.36,0.03,-0.01,-0.22
45,"Police in Lanark County are warning the loss of a program that pairs mental health nurses with front-line officers is a ""step backward"" in how they deal with vulnerable people in the community.","A former tennis coach at the University of Texas at Austin who accepted $100,000 in bribes in the college admissions scam was sentenced to six months in prison Monday, prosecutors said.",1.0,161,33,5,11,2,33.0,4.878787878787879,0,40.0,0.0,0.0,12.121212121212121,24,0,0,0,0,0,0,0,0,24,0,0,0,6.0,2.0,1.0,-2.0,0.0,2.0,-0.12,0.0,15.0,0.0,0.0,5.67,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.63,-3.69,-0.17,-1.4,0.55,-4.05,0.08,0.0,3.68,0.0,-0.36,1.1,-2.41,0.0,-0.05,0.02,-0.12,-0.02,-0.24,-0.06,-0.01,-2.41,0.03,-0.01,-0.24
46,"A peace bond is supposed to protect conjugal violence victims from their abusive partner, but some shelter directors say too often, danger signs are ignored — by both the police and the courts.","Attorney General William Barr and his lieutenants have increasingly exerted authority in politically sensitive investigations at the Justice Department, fraying relationships with prosecutors at the powerful US attorney's office in Washington, DC, and leading…",1.0,161,33,6,9,2,33.0,4.878787878787879,0,33.33333333333333,0.0,6.0606060606060606,6.0606060606060606,31,0,0,1,0,0,1,0,0,31,0,0,1,-66.0,-1.0,3.0,-8.0,1.0,-1.0,-1.8,0.0,33.33,0.0,0.18,6.06,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,-17.7,-3.64,-0.16,-1.46,0.54,-3.87,0.07,0.0,4.09,0.0,-0.25,1.12,-2.31,0.0,-0.05,0.03,-0.13,-0.02,-0.23,-0.06,-0.01,-2.31,0.03,-0.01,-0.23
47,"In an effort to address drug use in Alberta, the government will fund several drug treatment courts and add to existing ones in Calgary and Edmonton. It will also increase the Alberta Law Enforcement Response Teams budget so that regional crime units across t…","It's time to stop asking whether President Donald Trump will learn lessons from the controversies he constantly stokes -- of course he does. But far from stepping back or opting for contrition as his critics and appeasers hope, Trump draws darker political co…",1.0,217,44,7,20,2,22.0,4.931818181818182,0,0.0,0.0,0.0,2.272727272727273,32,0,1,0,0,0,0,0,0,32,0,0,0,-1.0,1.0,-5.0,8.0,0.0,0.5,-0.14,0.0,0.0,0.0,0.0,-2.38,-5.0,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,0.0,-5.0,0.0,0.0,-3.0,-16.59,-3.37,-0.12,-1.3,0.53,-3.93,0.06,0.0,3.79,0.0,-0.28,1.06,-2.19,0.0,-0.03,0.03,-0.14,-0.02,-0.25,-0.06,-0.01,-2.19,0.03,-0.01,-0.25
48,"Calgary’s top cop has apologized for a social media campaign that playfully mocked wanted individuals, directly contradicting a social media savvy constable who vigorously defended it just days earlier.","The situation has reverberated across the country in the past few days, with prosecutors incensed over the apparent intervention by Attorney General Bill Barr to lighten the sentencing recommendation for Trump's ally, along with fear of what some perceive as …",1.0,174,29,6,8,2,29.0,6.0,0,0.0,0.0,10.344827586206897,3.4482758620689653,23,0,0,0,0,0,1,0,0,23,0,0,1,-46.0,-12.0,2.0,-7.0,1.0,-12.0,0.63,0.0,0.0,0.0,7.91,1.01,-12.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-12.0,0.0,0.0,1.0,-16.41,-3.42,-0.11,-1.38,0.52,-3.84,0.07,0.0,3.51,0.0,-0.09,1.03,-2.27,0.0,-0.03,0.03,-0.15,-0.02,-0.24,-0.06,-0.01,-2.27,0.03,-0.01,-0.24
49,"Lethbridge council voted Monday to support banning conversion therapy in the city, following in the steps of other Alberta municipalities.","The brutal killing and mutilation of a 25-year-old woman in Mexico has sparked outrage and prompted calls for a change in the country's law, after several media outlets published a leaked photograph of the victim's disfigured body on their front pages.",1.0,119,20,4,9,2,20.0,5.95,0,0.0,0.0,5.0,0.0,16,0,0,0,0,0,0,0,0,16,0,0,0,-93.0,-21.0,-1.0,-6.0,0.0,-21.0,0.78,0.0,0.0,0.0,5.0,-7.32,-14.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-14.0,0.0,0.0,-1.0,-17.34,-3.65,-0.14,-1.44,0.51,-3.93,0.08,0.0,3.23,0.0,-0.02,0.93,-2.48,0.0,-0.03,0.03,-0.16,-0.02,-0.25,-0.06,-0.01,-2.48,0.03,-0.01,-0.25
50,A sitting Alberta provincial court judge is rejecting allegations that the province's Justice Ministry buried key evidence in criminal cases that involved possible wrongful convictions.,"House Judiciary Chairman Jerry Nadler is requesting the Justice Department provide information and access to 15 individuals currently or previously employed by the DOJ who were connected to the prosecution of Roger Stone, a longtime confidant of President Don…",1.0,161,25,5,10,2,25.0,6.44,0,20.0,0.0,0.0,16.0,23,0,0,0,0,0,0,0,0,23,0,0,0,-61.0,-14.0,-1.0,-7.0,1.0,-14.0,0.75,0.0,-13.33,0.0,0.0,16.0,-9.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,0.0,-17.41,-3.76,-0.14,-1.48,0.5,-3.93,0.11,0.0,3.36,0.0,-0.04,1.14,-2.54,0.0,-0.03,0.02,-0.17,-0.02,-0.27,-0.06,-0.01,-2.54,0.03,-0.01,-0.27
51,An Edmonton woman convicted of manslaughter in the death of a 19-month-old boy has had her sentencing delayed until June while the court waits for a psychiatric assessment. Her lawyer says the backlog has increased significantly over the past year.,"By bulldozing into Roger Stone's sentencing, Donald Trump sparked a mutiny by four career prosecutors, raised fears about the impartial administration of justice and showed how his impeachment acquittal unchained an already rampant presidency.",1.0,209,40,9,11,3,20.0,5.225,0,0.0,0.0,0.0,5.0,30,0,0,0,0,0,2,0,0,30,0,0,2,-1.0,6.0,4.0,-3.0,1.0,-14.0,-0.95,0.0,0.0,0.0,-2.94,-0.88,-4.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,-4.0,0.0,0.0,1.0,-16.55,-3.59,-0.07,-1.5,0.52,-4.01,0.1,0.0,3.09,0.0,-0.07,1.14,-2.47,0.0,-0.03,0.02,-0.18,-0.02,-0.24,-0.06,-0.01,-2.47,0.03,-0.01,-0.24
52,Critics have raised concerns about Justice department spending in the latest Alberta budget on two key features: Crown prosecutors and court clerks.,The US House of Representatives on Friday asked the DC Circuit Court of Appeals to revisit a 2-1 court ruling that let former White House counsel Don McGahn off the hook from testifying to Congress and decided federal judges in Washington have no authority to…,1.0,127,22,2,11,2,22.0,5.7727272727272725,0,0.0,0.0,0.0,4.545454545454546,22,0,0,0,1,0,0,0,0,22,0,0,0,-89.0,-23.0,-4.0,-10.0,1.0,-23.0,0.97,0.0,0.0,0.0,0.0,4.55,-15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0,-17.27,-3.76,-0.14,-1.52,0.51,-4.06,0.11,0.0,2.84,0.0,-0.09,1.13,-2.55,0.0,-0.03,0.02,-0.17,-0.02,-0.26,-0.06,-0.01,-2.55,0.03,-0.01,-0.26
53,"A man and a teenage boy have been charged with multiple counts of arson after a string of fires at car dealerships in Edson, a pet store in Whitecourt and a gas station in Niton Junction.",Here are quick answers to what's happening post-verdict and what the verdict could mean for other Harvey Weinstein accusers.,1.0,152,36,3,17,2,36.0,4.222222222222222,0,33.33333333333333,0.0,0.0,0.0,25,0,0,0,0,0,0,0,0,25,0,0,0,46.0,17.0,-2.0,12.0,0.0,17.0,-1.36,0.0,13.33,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,-17.51,-3.67,-0.18,-1.42,0.5,-3.85,0.09,0.0,3.22,0.0,-0.12,1.03,-2.57,0.0,-0.03,0.02,-0.18,-0.02,-0.27,-0.06,-0.01,-2.57,0.03,-0.01,-0.27
54,An Edmonton judge says he will reduce the overall sentence of a man found responsible in his son's death because the man has been assaulted in jail and spends much of his time segregated in protective custody.,"Four people with alleged ties to a neo-Nazi group known as ""Atomwaffen Division"" have been arrested after authorities said they conspired to harass journalists and people affiliated with the Anti-Defamation League.",1.0,173,37,9,10,2,37.0,4.675675675675675,0,11.11111111111111,0.0,2.7027027027027026,2.7027027027027026,26,0,1,1,0,0,3,0,0,26,0,0,3,-11.0,6.0,1.0,0.0,0.0,6.0,-1.26,0.0,-1.39,0.0,2.7,-0.52,1.0,0.0,1.0,1.0,-1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,-17.35,-3.56,-0.11,-1.46,0.49,-3.63,0.08,0.0,3.17,0.0,-0.09,0.99,-2.57,0.0,-0.01,0.03,-0.19,-0.02,-0.23,-0.06,-0.01,-2.57,0.02,-0.01,-0.23
55,"For 28-year-old Alana Lambert and 33-year-old Robert Diaz, drug court helped them turn their lives around.","""The truth still exists. The truth still matters,"" Judge Amy Berman Jackson declared on Thursday, subtly signalling at Roger Stone's sentencing that she sees what we all do, a President deliberately denying the facts, dismissing the truth -- and in recent day…",1.0,91,16,2,7,2,16.0,5.6875,0,0.0,0.0,6.25,0.0,16,0,0,0,0,0,2,0,0,16,0,0,2,-128.0,-26.0,-5.0,-8.0,0.0,-5.0,0.47,0.0,0.0,0.0,6.25,-2.38,-19.0,0.0,0.0,-1.0,0.0,-1.0,1.0,0.0,0.0,-19.0,0.0,-1.0,1.0,-18.66,-3.83,-0.17,-1.55,0.49,-3.79,0.09,0.0,2.93,0.0,-0.0,0.9,-2.76,0.0,-0.01,0.03,-0.2,-0.02,-0.2,-0.06,-0.01,-2.76,0.02,-0.01,-0.2
56,"Trio of new judges from Edmonton include Nathan Whitling, who has represented former Guantanamo Bay detainee Omar Khadr in recent years.","Roger Stone, a longtime showman, political strategist and friend of Donald Trump's whom a jury found guilty of lying to Congress and threatening a witness regarding his efforts for the President's 2016 campaign, will be sentenced Thursday in Washington.",1.0,116,21,3,11,2,21.0,5.523809523809524,0,0.0,0.0,0.0,0.0,21,0,0,0,0,0,0,0,0,21,0,0,0,-99.0,-18.0,-4.0,-4.0,0.0,-18.0,0.01,0.0,-14.29,0.0,0.0,-7.69,-11.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-11.0,0.0,0.0,-1.0,-19.49,-4.0,-0.21,-1.56,0.48,-3.85,0.09,0.0,2.7,0.0,-0.03,0.82,-2.84,0.0,-0.01,0.03,-0.21,-0.02,-0.22,-0.06,-0.01,-2.84,0.02,-0.01,-0.22
